nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 8 - Loc: save/pmf/delicious-alg40-sp8-20170409142652580 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp8-20170409142652580 --user data/delicious/ctr-data/sp8/train-users.dat --item data/delicious/ctr-data/sp8/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp8-20170409142652580/ctr-log

iter time likelihood converge
0001 000035 -8078.74257 1.0000000000
0002 000072 -7227.40887 0.1053794813
0003 000123 -6810.60453 0.0576699542
0004 000166 -6522.23594 0.0423411155
0005 000201 -6301.83363 0.0337924471
0006 000236 -6124.93576 0.0280708566
0007 000280 -5978.77047 0.0238639714
0008 000316 -5855.56527 0.0206071116
0009 000350 -5750.13248 0.0180055707
0010 000390 -5658.80418 0.0158828162
0011 000441 -5578.88524 0.0141229392
0012 000482 -5508.33940 0.0126451491
0013 000515 -5445.59476 0.0113908441
0014 000549 -5389.41634 0.0103163071
0015 000583 -5338.81926 0.0093882284
0016 000624 -5293.00795 0.0085807945
0017 000671 -5251.33232 0.0078737149
0018 000722 -5213.25573 0.0072508428
0019 000771 -5178.33115 0.0066991880
0020 000806 -5146.18305 0.0062081972
0021 000857 -5116.49359 0.0057692200
0022 000899 -5088.99188 0.0053751088
0023 000934 -5063.44558 0.0050199127
0024 000968 -5039.65426 0.0046986440
0025 001018 -5017.44402 0.0044070949
0026 001055 -4996.66330 0.0041416947
0027 001106 -4977.17933 0.0038993968
0028 001152 -4958.87531 0.0036775882
0029 001196 -4941.64809 0.0034740169
0030 001244 -4925.40622 0.0032867330
0031 001284 -4910.06830 0.0031140414
0032 001330 -4895.56169 0.0029544622
0033 001375 -4881.82132 0.0028066985
0034 001426 -4868.78876 0.0026696100
0035 001466 -4856.41137 0.0025421908
0036 001501 -4844.64161 0.0024235507
0037 001537 -4833.43644 0.0023129001
0038 001572 -4822.75679 0.0022095367
0039 001606 -4812.56710 0.0021128343
0040 001641 -4802.83497 0.0020222331
0041 001675 -4793.53076 0.0019372314
0042 001709 -4784.62736 0.0018573784
0043 001744 -4776.09988 0.0017822679
0044 001777 -4767.92542 0.0017115328
0045 001810 -4760.08295 0.0016448410
0046 001844 -4752.55301 0.0015818908
0047 001878 -4745.31769 0.0015224082
0048 001920 -4738.36037 0.0014661434
0049 001972 -4731.66569 0.0014128687
0050 002023 -4725.21938 0.0013623764
0051 002071 -4719.00819 0.0013144760
0052 002122 -4713.01980 0.0012689934
0053 002160 -4707.24273 0.0012257687
0054 002194 -4701.66627 0.0011846551
0055 002229 -4696.28043 0.0011455174
0056 002276 -4691.07587 0.0011082313
0057 002324 -4686.04384 0.0010726819
0058 002374 -4681.17615 0.0010387632
