nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 8 - Loc: save/pmf/delicious-alg40-sp8-20170409142652220 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp8-20170409142652220 --user data/delicious/ctr-data/sp8/train-users.dat --item data/delicious/ctr-data/sp8/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp8-20170409142652220/ctr-log

iter time likelihood converge
0001 000035 -41839.84032 1.0000000000
0002 000071 -15871.97618 0.6206492173
0003 000107 -13580.64810 0.1443631247
0004 000143 -13341.91924 0.0175786057
0005 000179 -13251.58482 0.0067707218
0006 000215 -13194.38556 0.0043164091
0007 000250 -13151.27369 0.0032674401
0008 000287 -13116.72340 0.0026271445
0009 000322 -13088.25965 0.0021700351
0010 000357 -13064.40420 0.0018226597
0011 000393 -13044.14849 0.0015504505
0012 000428 -13026.76217 0.0013328825
0013 000462 -13011.69900 0.0011563255
0014 000497 -12998.54087 0.0010112537
0015 000532 -12986.96191 0.0008907888
0016 000566 -12976.70465 0.0007898128
0017 000601 -12967.56347 0.0007044299
0018 000635 -12959.37263 0.0006316403
0019 000672 -12951.99722 0.0005691178
0020 000711 -12945.32636 0.0005150448
0021 000746 -12939.26812 0.0004679869
0022 000782 -12933.74563 0.0004268008
0023 000817 -12928.69416 0.0003905654
0024 000853 -12924.05880 0.0003585326
0025 000889 -12919.79270 0.0003300894
0026 000924 -12915.85566 0.0003047296
0027 000960 -12912.21297 0.0002820327
0028 000995 -12908.83453 0.0002616467
0029 001032 -12905.69413 0.0002432753
0030 001067 -12902.76882 0.0002266678
0031 001102 -12900.03846 0.0002116109
0032 001137 -12897.48525 0.0001979220
0033 001172 -12895.09348 0.0001854445
0034 001208 -12892.84918 0.0001740432
0035 001243 -12890.73990 0.0001636009
0036 001278 -12888.75452 0.0001540158
0037 001314 -12886.88309 0.0001451991
0038 001350 -12885.11665 0.0001370728
0039 001393 -12883.44714 0.0001295686
0040 001428 -12881.86729 0.0001226262
0041 001465 -12880.37051 0.0001161925
0042 001500 -12878.95084 0.0001102202
0043 001535 -12877.60283 0.0001046673
0044 001571 -12876.32156 0.0000994965
0045 001606 -12875.10250 0.0000946744
0046 001641 -12873.94153 0.0000901713
0047 001675 -12872.83489 0.0000859602
0048 001710 -12871.77910 0.0000820171
0049 001744 -12870.77097 0.0000783203
0050 001778 -12869.80759 0.0000748503
0051 001813 -12868.88625 0.0000715894
0052 001847 -12868.00445 0.0000685215
0053 001883 -12867.15990 0.0000656321
0054 001920 -12866.35045 0.0000629079
0055 001957 -12865.57414 0.0000603370
0056 001993 -12864.82911 0.0000579083
0057 002028 -12864.11368 0.0000556119
0058 002064 -12863.42623 0.0000534386
