nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 2 - Loc: save/pmf/lastfm-alg40-sp2-20170409134153212 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp2-20170409134153212 --user data/lastfm/ctr-data/sp2/train-users.dat --item data/lastfm/ctr-data/sp2/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp2-20170409134153212/ctr-log

iter time likelihood converge
0001 000011 -3542.81302 1.0000000000
0002 000022 -2720.23646 0.2321817578
0003 000033 -2499.68800 0.0810769439
0004 000043 -2391.03302 0.0434674201
0005 000054 -2324.86715 0.0276724998
0006 000065 -2279.76644 0.0193992641
0007 000076 -2246.70191 0.0145034729
0008 000088 -2221.17765 0.0113607683
0009 000104 -2200.69973 0.0092193970
0010 000120 -2183.77275 0.0076916370
0011 000135 -2169.44532 0.0065608605
0012 000150 -2157.08345 0.0056981698
0013 000164 -2146.24863 0.0050229031
0014 000175 -2136.62811 0.0044824829
0015 000186 -2127.99295 0.0040414876
0016 000196 -2120.17171 0.0036754084
0017 000207 -2113.03328 0.0033669100
0018 000221 -2106.47550 0.0031034948
0019 000233 -2100.41729 0.0028759914
0020 000248 -2094.79331 0.0026775520
0021 000264 -2089.55010 0.0025029741
0022 000276 -2084.64334 0.0023482373
0023 000287 -2080.03590 0.0022101826
0024 000298 -2075.69634 0.0020862891
0025 000310 -2071.59784 0.0019745172
0026 000322 -2067.71733 0.0018731969
0027 000337 -2064.03484 0.0017809468
0028 000348 -2060.53297 0.0016966145
0029 000359 -2057.19649 0.0016192313
0030 000370 -2054.01199 0.0015479782
0031 000381 -2050.96762 0.0014821581
0032 000393 -2048.05284 0.0014211753
0033 000407 -2045.25823 0.0013645172
0034 000419 -2042.57538 0.0013117413
0035 000430 -2039.99671 0.0012624631
0036 000441 -2037.51536 0.0012163476
0037 000452 -2035.12515 0.0011731009
0038 000464 -2032.82044 0.0011324647
0039 000475 -2030.59611 0.0010942106
0040 000489 -2028.44746 0.0010581363
0041 000501 -2026.37021 0.0010240617
0042 000515 -2024.36040 0.0009918260
0043 000529 -2022.41441 0.0009612852
0044 000543 -2020.52890 0.0009323101
0045 000554 -2018.70075 0.0009047843
0046 000564 -2016.92712 0.0008786026
0047 000579 -2015.20533 0.0008536699
0048 000594 -2013.53291 0.0008298999
0049 000609 -2011.90756 0.0008072141
0050 000622 -2010.32712 0.0007855410
0051 000633 -2008.78959 0.0007648152
0052 000644 -2007.29309 0.0007449770
0053 000655 -2005.83585 0.0007259715
0054 000666 -2004.41623 0.0007077483
0055 000680 -2003.03265 0.0006902611
0056 000696 -2001.68368 0.0006734671
0057 000708 -2000.36792 0.0006573268
0058 000719 -1999.08407 0.0006418038
