nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/pmf/delicious-alg40-sp1-20170409142652554 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp1-20170409142652554 --user data/delicious/ctr-data/sp1/train-users.dat --item data/delicious/ctr-data/sp1/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp1-20170409142652554/ctr-log

iter time likelihood converge
0001 000038 -41855.30092 1.0000000000
0002 000072 -15856.13086 0.6211679164
0003 000106 -13584.97112 0.1432354309
0004 000141 -13346.47641 0.0175557759
0005 000184 -13254.97615 0.0068557618
0006 000219 -13197.23906 0.0043558806
0007 000257 -13153.81446 0.0032904301
0008 000292 -13119.08609 0.0026401748
0009 000332 -13090.54974 0.0021751787
0010 000383 -13066.68787 0.0018228316
0011 000434 -13046.46320 0.0015478036
0012 000482 -13029.13096 0.0013285014
0013 000533 -13014.13616 0.0011508676
0014 000585 -13001.05498 0.0010051509
0015 000626 -12989.55822 0.0008842950
0016 000676 -12979.38650 0.0007830689
0017 000721 -12970.33300 0.0006975292
0018 000770 -12962.23093 0.0006246616
0019 000816 -12954.94443 0.0005621325
0020 000851 -12948.36183 0.0005081149
0021 000887 -12942.39053 0.0004611630
0022 000939 -12936.95315 0.0004201215
0023 000975 -12931.98460 0.0003840590
0024 001012 -12927.42972 0.0003522183
0025 001049 -12923.24150 0.0003239790
0026 001096 -12919.37966 0.0002988293
0027 001147 -12915.80946 0.0002763441
0028 001197 -12912.50085 0.0002561681
0029 001241 -12909.42764 0.0002380026
0030 001292 -12906.56697 0.0002215951
0031 001336 -12903.89878 0.0002067312
0032 001371 -12901.40539 0.0001932279
0033 001412 -12899.07116 0.0001809281
0034 001455 -12896.88223 0.0001696966
0035 001506 -12894.82626 0.0001594164
0036 001541 -12892.89222 0.0001499860
0037 001590 -12891.07023 0.0001413169
0038 001641 -12889.35144 0.0001333316
0039 001692 -12887.72787 0.0001259622
0040 001743 -12886.19231 0.0001191489
0041 001791 -12884.73825 0.0001128388
0042 001840 -12883.35978 0.0001069851
0043 001892 -12882.05152 0.0001015463
0044 001943 -12880.80859 0.0000964852
0045 001989 -12879.62653 0.0000917690
0046 002040 -12878.50127 0.0000873679
0047 002092 -12877.42906 0.0000832555
0048 002143 -12876.40649 0.0000794079
0049 002194 -12875.43041 0.0000758035
0050 002245 -12874.49794 0.0000724231
0051 002296 -12873.60639 0.0000692490
0052 002333 -12872.75332 0.0000662653
0053 002368 -12871.93644 0.0000634576
0054 002401 -12871.15366 0.0000608128
0055 002452 -12870.40303 0.0000583190
0056 002503 -12869.68274 0.0000559651
0057 002551 -12868.99110 0.0000537414
0058 002585 -12868.32657 0.0000516386
