nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 002389 -12874.74329 0.0000503531
0060 002441 -12874.11963 0.0000484410
0061 002491 -12873.51934 0.0000466277
0062 002533 -12872.94123 0.0000449067
0063 002584 -12872.38419 0.0000432720
0064 002635 -12871.84718 0.0000417182
0065 002686 -12871.32921 0.0000402402
0066 002737 -12870.82938 0.0000388332
0067 002784 -12870.34681 0.0000374929
0068 002818 -12869.88071 0.0000362154
0069 002860 -12869.43030 0.0000349968
0070 002911 -12868.99488 0.0000338338
0071 002959 -12868.57377 0.0000327231
0072 002992 -12868.16633 0.0000316617
0073 003025 -12867.77196 0.0000306468
0074 003061 -12867.39010 0.0000296759
0075 003096 -12867.02020 0.0000287465
0076 003140 -12866.66177 0.0000278564
0077 003187 -12866.31433 0.0000270035
0078 003229 -12865.97741 0.0000261857
0079 003280 -12865.65060 0.0000254014
0080 003330 -12865.33348 0.0000246486
0081 003365 -12865.02567 0.0000239258
0082 003400 -12864.72679 0.0000232316
0083 003434 -12864.43651 0.0000225644
0084 003468 -12864.15448 0.0000219229
0085 003507 -12863.88040 0.0000213059
0086 003556 -12863.61396 0.0000207122
0087 003605 -12863.35488 0.0000201406
0088 003639 -12863.10288 0.0000195902
0089 003674 -12862.85771 0.0000190600
0090 003714 -12862.61912 0.0000185489
0091 003749 -12862.38687 0.0000180562
0092 003794 -12862.16074 0.0000175810
0093 003829 -12861.94051 0.0000171224
0094 003877 -12861.72597 0.0000166799
0095 003919 -12861.51693 0.0000162527
0096 003966 -12861.31321 0.0000158400
0097 004016 -12861.11461 0.0000154413
0098 004052 -12860.92097 0.0000150560
0099 004094 -12860.73213 0.0000146836
0100 004145 -12860.54792 0.0000143234
0101 004196 -12860.36820 0.0000139750
0102 004231 -12860.19281 0.0000136378
0103 004270 -12860.02162 0.0000133115
0104 004321 -12859.85449 0.0000129957
0105 004372 -12859.69131 0.0000126897
0106 004423 -12859.53193 0.0000123934
0107 004465 -12859.37625 0.0000121063
0108 004499 -12859.22415 0.0000118280
0109 004535 -12859.07552 0.0000115583
0110 004587 -12858.93025 0.0000112967
0111 004638 -12858.78825 0.0000110430
0112 004689 -12858.64942 0.0000107969
0113 004740 -12858.51365 0.0000105581
0114 004791 -12858.38087 0.0000103263
0115 004830 -12858.25098 0.0000101013
0116 004864 -12858.12391 0.0000098828
0117 004898 -12857.99956 0.0000096706
0118 004936 -12857.87787 0.0000094645
0119 004970 -12857.75875 0.0000092642
0120 005005 -12857.64214 0.0000090696
0121 005040 -12857.52795 0.0000088804
0122 005086 -12857.41614 0.0000086964
0123 005123 -12857.30663 0.0000085175
0124 005158 -12857.19935 0.0000083436
0125 005199 -12857.09425 0.0000081743
0126 005236 -12856.99127 0.0000080096
0127 005281 -12856.89035 0.0000078494
0128 005329 -12856.79144 0.0000076934
0129 005380 -12856.69448 0.0000075416
0130 005432 -12856.59942 0.0000073937
0131 005483 -12856.50621 0.0000072497
0132 005534 -12856.41481 0.0000071095
0133 005585 -12856.32517 0.0000069728
0134 005618 -12856.23723 0.0000068397
0135 005645 -12856.15097 0.0000067100
0136 005673 -12856.06633 0.0000065835
0137 005699 -12855.98328 0.0000064602
0138 005726 -12855.90177 0.0000063400
0139 005753 -12855.82177 0.0000062228
0140 005780 -12855.74324 0.0000061085
0141 005807 -12855.66614 0.0000059970
0142 005835 -12855.59045 0.0000058882
0143 005862 -12855.51611 0.0000057821
0144 005890 -12855.44311 0.0000056785
0145 005917 -12855.37141 0.0000055774
0146 005945 -12855.30098 0.0000054787
0147 005971 -12855.23179 0.0000053823
0148 005999 -12855.16381 0.0000052882
0149 006026 -12855.09701 0.0000051963
0150 006054 -12855.03137 0.0000051065
0151 006081 -12854.96685 0.0000050189
0152 006108 -12854.90343 0.0000049332
0153 006134 -12854.84109 0.0000048495
0154 006161 -12854.77981 0.0000047677
0155 006188 -12854.71955 0.0000046877
0156 006215 -12854.66029 0.0000046095
0157 006242 -12854.60202 0.0000045331
0158 006268 -12854.54471 0.0000044584
0159 006295 -12854.48834 0.0000043853
0160 006322 -12854.43289 0.0000043139
0161 006349 -12854.37833 0.0000042440
0162 006376 -12854.32466 0.0000041756
0163 006403 -12854.27184 0.0000041087
0164 006430 -12854.21987 0.0000040432
0165 006457 -12854.16872 0.0000039791
0166 006484 -12854.11838 0.0000039164
0167 006511 -12854.06883 0.0000038550
0168 006538 -12854.02005 0.0000037949
0169 006565 -12853.97202 0.0000037361
0170 006592 -12853.92474 0.0000036785
0171 006619 -12853.87818 0.0000036221
0172 006646 -12853.83234 0.0000035668
0173 006672 -12853.78718 0.0000035127
0174 006699 -12853.74271 0.0000034597
0175 006726 -12853.69891 0.0000034077
0176 006755 -12853.65577 0.0000033568
0177 006782 -12853.61326 0.0000033069
0178 006809 -12853.57138 0.0000032580
0179 006836 -12853.53012 0.0000032101
0180 006863 -12853.48946 0.0000031631
0181 006890 -12853.44940 0.0000031171
0182 006917 -12853.40991 0.0000030719
0183 006944 -12853.37100 0.0000030277
0184 006971 -12853.33264 0.0000029843
0185 006998 -12853.29483 0.0000029417
0186 007025 -12853.25755 0.0000028999
0187 007052 -12853.22081 0.0000028590
0188 007080 -12853.18458 0.0000028188
0189 007107 -12853.14885 0.0000027793
0190 007135 -12853.11363 0.0000027407
0191 007163 -12853.07889 0.0000027027
0192 007191 -12853.04463 0.0000026654
0193 007218 -12853.01084 0.0000026289
0194 007246 -12852.97751 0.0000025930
0195 007274 -12852.94464 0.0000025577
0196 007301 -12852.91221 0.0000025231
0197 007329 -12852.88022 0.0000024892
0198 007356 -12852.84865 0.0000024558
0199 007383 -12852.81751 0.0000024231
0200 007410 -12852.78678 0.0000023909
Start evaluating ...
  Columns 1 through 7

    0.1118    0.1817    0.2439    0.2888    0.3089    0.3180    0.3236

  Columns 8 through 10

    0.3259    0.3273    0.3289

    0.0253

Elapsed time is 7432.456986 seconds.
