nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/pmf/lastfm-alg40-sp1-20170409134153206 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp1-20170409134153206 --user data/lastfm/ctr-data/sp1/train-users.dat --item data/lastfm/ctr-data/sp1/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp1-20170409134153206/ctr-log

iter time likelihood converge
0001 000012 -3543.95807 1.0000000000
0002 000022 -2723.43643 0.2315269019
0003 000034 -2502.29498 0.0811994194
0004 000045 -2393.29204 0.0435611854
0005 000056 -2326.87589 0.0277509589
0006 000067 -2281.49067 0.0195047889
0007 000078 -2248.10088 0.0146350752
0008 000090 -2222.23840 0.0115041480
0009 000101 -2201.43499 0.0093614634
0010 000112 -2184.21210 0.0078234868
0011 000123 -2169.62734 0.0066773529
0012 000134 -2157.04998 0.0057970152
0013 000146 -2146.04077 0.0051038272
0014 000157 -2136.28372 0.0045465361
0015 000168 -2127.54526 0.0040904941
0016 000178 -2119.64878 0.0037115456
0017 000192 -2112.45806 0.0033924097
0018 000206 -2105.86624 0.0031204519
0019 000218 -2099.78816 0.0028862601
0020 000231 -2094.15505 0.0026827059
0021 000242 -2088.91064 0.0025043071
0022 000253 -2084.00841 0.0023467884
0023 000266 -2079.40948 0.0022067714
0024 000282 -2075.08107 0.0020815539
0025 000294 -2070.99534 0.0019689505
0026 000305 -2067.12843 0.0018671761
0027 000316 -2063.45977 0.0017747595
0028 000329 -2059.97154 0.0016904783
0029 000341 -2056.64817 0.0016133094
0030 000357 -2053.47601 0.0015423909
0031 000370 -2050.44304 0.0014769924
0032 000381 -2047.53861 0.0014164914
0033 000392 -2044.75323 0.0013603544
0034 000404 -2042.07844 0.0013081223
0035 000416 -2039.50665 0.0012593977
0036 000427 -2037.03103 0.0012138354
0037 000438 -2034.64539 0.0011711338
0038 000449 -2032.34415 0.0011310288
0039 000460 -2030.12221 0.0010932877
0040 000471 -2027.97494 0.0010577052
0041 000485 -2025.89810 0.0010240988
0042 000497 -2023.88778 0.0009923066
0043 000508 -2021.94043 0.0009621837
0044 000519 -2020.05275 0.0009336005
0045 000530 -2018.22169 0.0009064405
0046 000541 -2016.44445 0.0008805990
0047 000552 -2014.71841 0.0008559813
0048 000563 -2013.04115 0.0008325017
0049 000574 -2011.41042 0.0008100825
0050 000585 -2009.82412 0.0007886531
0051 000597 -2008.28027 0.0007681490
0052 000608 -2006.77705 0.0007485115
0053 000618 -2005.31273 0.0007296867
0054 000629 -2003.88570 0.0007116253
0055 000640 -2002.49444 0.0006942820
0056 000651 -2001.13752 0.0006776149
0057 000662 -1999.81360 0.0006615856
0058 000675 -1998.52140 0.0006461585
