nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 8 - Loc: save/pmf/lastfm-alg40-sp8-20170409134153339 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp8-20170409134153339 --user data/lastfm/ctr-data/sp8/train-users.dat --item data/lastfm/ctr-data/sp8/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp8-20170409134153339/ctr-log

iter time likelihood converge
0001 000011 -3525.10565 1.0000000000
0002 000022 -2709.26704 0.2314366396
0003 000033 -2489.18351 0.0812336063
0004 000044 -2380.61721 0.0436152265
0005 000055 -2314.65824 0.0277066654
0006 000066 -2269.77661 0.0193901770
0007 000077 -2236.88858 0.0144895472
0008 000088 -2211.49235 0.0113533715
0009 000099 -2191.10420 0.0092191815
0010 000110 -2174.24288 0.0076953538
0011 000121 -2159.97015 0.0065644594
0012 000133 -2147.66183 0.0056983738
0013 000144 -2136.88537 0.0050177621
0014 000155 -2127.33065 0.0044713310
0015 000166 -2118.76892 0.0040246372
0016 000178 -2111.02740 0.0036537811
0017 000189 -2103.97296 0.0033417076
0018 000200 -2097.50124 0.0030759533
0019 000211 -2091.52918 0.0028472266
0020 000222 -2085.98980 0.0026484823
0021 000234 -2080.82844 0.0024743010
0022 000245 -2075.99996 0.0023204602
0023 000256 -2071.46674 0.0021836316
0024 000267 -2067.19711 0.0020611632
0025 000279 -2063.16417 0.0019509202
0026 000290 -2059.34491 0.0018511678
0027 000301 -2055.71947 0.0017604829
0028 000312 -2052.27061 0.0016776878
0029 000323 -2048.98328 0.0016018001
0030 000335 -2045.84425 0.0015319938
0031 000347 -2042.84183 0.0014675692
0032 000357 -2039.96566 0.0014079295
0033 000369 -2037.20648 0.0013525624
0034 000380 -2034.55602 0.0013010254
0035 000391 -2032.00685 0.0012529342
0036 000402 -2029.55228 0.0012079536
0037 000413 -2027.18625 0.0011657893
0038 000424 -2024.90327 0.0011261823
0039 000436 -2022.69835 0.0010889039
0040 000447 -2020.56693 0.0010537510
0041 000458 -2018.50485 0.0010205431
0042 000469 -2016.50831 0.0009891192
0043 000480 -2014.57380 0.0009593355
0044 000491 -2012.69811 0.0009310632
0045 000502 -2010.87825 0.0009041864
0046 000512 -2009.11149 0.0008786012
0047 000523 -2007.39528 0.0008542137
0048 000534 -2005.72726 0.0008309395
0049 000545 -2004.10522 0.0008087019
0050 000556 -2002.52713 0.0007874315
0051 000567 -2000.99106 0.0007670655
0052 000578 -1999.49522 0.0007475465
0053 000589 -1998.03795 0.0007288224
0054 000600 -1996.61765 0.0007108453
0055 000611 -1995.23285 0.0006935717
0056 000622 -1993.88216 0.0006769615
0057 000633 -1992.56425 0.0006609777
0058 000644 -1991.27787 0.0006455864
