nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 000683 -1997.95579 0.0006301231
0060 000694 -1996.72589 0.0006155751
0061 000705 -1995.52476 0.0006015520
0062 000715 -1994.35134 0.0005880273
0063 000727 -1993.20463 0.0005749762
0064 000738 -1992.08370 0.0005623753
0065 000748 -1990.98765 0.0005502030
0066 000759 -1989.91563 0.0005384387
0067 000769 -1988.86682 0.0005270634
0068 000780 -1987.84044 0.0005160590
0069 000790 -1986.83577 0.0005054087
0070 000801 -1985.85210 0.0004950964
0071 000812 -1984.88874 0.0004851073
0072 000823 -1983.94507 0.0004754271
0073 000839 -1983.02047 0.0004660426
0074 000853 -1982.11435 0.0004569411
0075 000863 -1981.22614 0.0004481107
0076 000874 -1980.35531 0.0004395403
0077 000885 -1979.50135 0.0004312191
0078 000896 -1978.66375 0.0004231370
0079 000907 -1977.84204 0.0004152846
0080 000918 -1977.03576 0.0004076527
0081 000929 -1976.24449 0.0004002328
0082 000943 -1975.46779 0.0003930166
0083 000955 -1974.70527 0.0003859965
0084 000966 -1973.95653 0.0003791650
0085 000978 -1973.22120 0.0003725150
0086 000993 -1972.49892 0.0003660400
0087 001008 -1971.78935 0.0003597335
0088 001022 -1971.09215 0.0003535894
0089 001034 -1970.40699 0.0003476020
0090 001045 -1969.73357 0.0003417657
0091 001056 -1969.07159 0.0003360751
0092 001067 -1968.42077 0.0003305253
0093 001078 -1967.78081 0.0003251114
0094 001089 -1967.15146 0.0003198288
0095 001100 -1966.53245 0.0003146731
0096 001111 -1965.92353 0.0003096400
0097 001122 -1965.32446 0.0003047255
0098 001133 -1964.73501 0.0002999257
0099 001144 -1964.15495 0.0002952368
0100 001154 -1963.58406 0.0002906553
0101 001166 -1963.02212 0.0002861778
0102 001177 -1962.46894 0.0002818010
0103 001193 -1961.92431 0.0002775216
0104 001204 -1961.38805 0.0002733368
0105 001215 -1960.85996 0.0002692436
0106 001226 -1960.33986 0.0002652391
0107 001237 -1959.82758 0.0002613208
0108 001249 -1959.32295 0.0002574860
0109 001265 -1958.82581 0.0002537322
0110 001279 -1958.33599 0.0002500570
0111 001290 -1957.85335 0.0002464582
0112 001302 -1957.37772 0.0002429336
0113 001313 -1956.90896 0.0002394809
0114 001323 -1956.44694 0.0002360983
0115 001334 -1955.99151 0.0002327836
0116 001345 -1955.54254 0.0002295349
0117 001356 -1955.09990 0.0002263505
0118 001367 -1954.66347 0.0002232286
0119 001377 -1954.23312 0.0002201675
0120 001389 -1953.80872 0.0002171655
0121 001403 -1953.39018 0.0002142210
0122 001414 -1952.97736 0.0002113325
0123 001430 -1952.57017 0.0002084986
0124 001441 -1952.16849 0.0002057178
0125 001452 -1951.77222 0.0002029886
0126 001463 -1951.38126 0.0002003099
0127 001474 -1950.99551 0.0001976803
0128 001485 -1950.61488 0.0001950985
0129 001500 -1950.23926 0.0001925634
0130 001516 -1949.86857 0.0001900738
0131 001528 -1949.50272 0.0001876285
0132 001541 -1949.14162 0.0001852265
0133 001555 -1948.78519 0.0001828668
0134 001570 -1948.43334 0.0001805482
0135 001586 -1948.08599 0.0001782699
0136 001599 -1947.74307 0.0001760309
0137 001610 -1947.40449 0.0001738301
0138 001621 -1947.07019 0.0001716668
0139 001631 -1946.74008 0.0001695401
0140 001642 -1946.41410 0.0001674491
0141 001655 -1946.09218 0.0001653930
0142 001666 -1945.77424 0.0001633710
0143 001679 -1945.46023 0.0001613824
0144 001694 -1945.15007 0.0001594264
0145 001710 -1944.84370 0.0001575022
0146 001726 -1944.54107 0.0001556093
0147 001742 -1944.24210 0.0001537468
0148 001755 -1943.94674 0.0001519141
0149 001769 -1943.65494 0.0001501106
0150 001779 -1943.36662 0.0001483357
0151 001790 -1943.08175 0.0001465887
0152 001803 -1942.80026 0.0001448691
0153 001813 -1942.52209 0.0001431763
0154 001825 -1942.24721 0.0001415098
0155 001836 -1941.97555 0.0001398689
0156 001847 -1941.70706 0.0001382531
0157 001857 -1941.44171 0.0001366621
0158 001869 -1941.17943 0.0001350951
0159 001879 -1940.92018 0.0001335518
0160 001891 -1940.66391 0.0001320318
0161 001901 -1940.41059 0.0001305344
0162 001912 -1940.16016 0.0001290593
0163 001923 -1939.91259 0.0001276061
0164 001933 -1939.66782 0.0001261743
0165 001944 -1939.42582 0.0001247635
0166 001954 -1939.18655 0.0001233733
0167 001965 -1938.94996 0.0001220033
0168 001976 -1938.71602 0.0001206531
0169 001987 -1938.48469 0.0001193224
0170 001997 -1938.25593 0.0001180107
0171 002008 -1938.02970 0.0001167178
0172 002017 -1937.80596 0.0001154433
0173 002028 -1937.58469 0.0001141868
0174 002038 -1937.36585 0.0001129480
0175 002048 -1937.14939 0.0001117266
0176 002058 -1936.93529 0.0001105223
0177 002068 -1936.72352 0.0001093347
0178 002079 -1936.51404 0.0001081637
0179 002090 -1936.30681 0.0001070088
0180 002100 -1936.10181 0.0001058697
0181 002110 -1935.89902 0.0001047463
0182 002120 -1935.69838 0.0001036383
0183 002130 -1935.49989 0.0001025453
0184 002140 -1935.30350 0.0001014671
0185 002150 -1935.10918 0.0001004035
0186 002160 -1934.91692 0.0000993541
0187 002170 -1934.72668 0.0000983189
0188 002180 -1934.53844 0.0000972974
0189 002189 -1934.35216 0.0000962896
0190 002199 -1934.16783 0.0000952951
0191 002210 -1933.98541 0.0000943137
0192 002221 -1933.80488 0.0000933453
0193 002231 -1933.62622 0.0000923896
0194 002241 -1933.44940 0.0000914463
0195 002252 -1933.27439 0.0000905154
0196 002263 -1933.10118 0.0000895965
0197 002275 -1932.92973 0.0000886896
0198 002286 -1932.76003 0.0000877943
0199 002295 -1932.59205 0.0000869105
0200 002305 -1932.42578 0.0000860381
Start evaluating ...
  Columns 1 through 7

    0.2436    0.3320    0.3864    0.4252    0.4558    0.4805    0.4989

  Columns 8 through 10

    0.5145    0.5273    0.5398

    0.0721

Elapsed time is 2317.085664 seconds.
