nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 10 - Loc: save/pmf/lastfm-alg40-sp10-20170409134153238 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/lastfm-alg40-sp10-20170409134153238 --user data/lastfm/ctr-data/sp10/train-users.dat --item data/lastfm/ctr-data/sp10/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/lastfm-alg40-sp10-20170409134153238/ctr-log

iter time likelihood converge
0001 000013 -35749.98855 1.0000000000
0002 000026 -8920.13945 0.7504855300
0003 000037 -8014.03340 0.1015798074
0004 000048 -7779.25703 0.0292956563
0005 000059 -7675.19977 0.0133762464
0006 000070 -7617.38319 0.0075329089
0007 000081 -7580.81040 0.0048012271
0008 000091 -7555.65048 0.0033188959
0009 000102 -7537.29965 0.0024287566
0010 000113 -7523.33269 0.0018530458
0011 000124 -7512.35924 0.0014585886
0012 000135 -7503.52672 0.0011757322
0013 000146 -7496.28180 0.0009655348
0014 000157 -7490.24808 0.0008048944
0015 000168 -7485.15942 0.0006793719
0016 000179 -7480.82161 0.0005795219
0017 000189 -7477.08929 0.0004989183
0018 000200 -7473.85140 0.0004330414
0019 000211 -7471.02163 0.0003786229
0020 000227 -7468.53194 0.0003332458
0021 000243 -7466.32806 0.0002950888
0022 000256 -7464.36622 0.0002627581
0023 000267 -7462.61080 0.0002351731
0024 000281 -7461.03257 0.0002114862
0025 000296 -7459.60731 0.0001910260
0026 000311 -7458.31489 0.0001732557
0027 000325 -7457.13840 0.0001577425
0028 000337 -7456.06357 0.0001441345
0029 000348 -7455.07830 0.0001321437
0030 000359 -7454.17226 0.0001215327
0031 000369 -7453.33662 0.0001121044
0032 000380 -7452.56375 0.0001036944
0033 000391 -7451.84708 0.0000961645
0034 000401 -7451.18089 0.0000893984
0035 000413 -7450.56023 0.0000832974
0036 000424 -7449.98074 0.0000777778
0037 000439 -7449.43862 0.0000727680
0038 000454 -7448.93052 0.0000682066
0039 000469 -7448.45348 0.0000640411
0040 000484 -7448.00489 0.0000602263
0041 000496 -7447.58241 0.0000567231
0042 000507 -7447.18399 0.0000534977
0043 000517 -7446.80775 0.0000505209
0044 000528 -7446.45203 0.0000477672
0045 000540 -7446.11535 0.0000452144
0046 000554 -7445.79633 0.0000428432
0047 000568 -7445.49376 0.0000406365
0048 000579 -7445.20652 0.0000385795
0049 000590 -7444.93358 0.0000366590
0050 000605 -7444.67403 0.0000348632
0051 000620 -7444.42700 0.0000331819
0052 000631 -7444.19171 0.0000316058
0053 000642 -7443.96745 0.0000301267
0054 000654 -7443.75353 0.0000287371
0055 000670 -7443.54934 0.0000274304
0056 000686 -7443.35432 0.0000262005
0057 000702 -7443.16792 0.0000250419
0058 000718 -7442.98966 0.0000239497
