nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 000739 -1999.95939 0.0006355414
0060 000750 -1998.71729 0.0006210619
0061 000763 -1997.50385 0.0006071070
0062 000778 -1996.31803 0.0005936493
0063 000793 -1995.15885 0.0005806633
0064 000808 -1994.02535 0.0005681251
0065 000819 -1992.91664 0.0005560123
0066 000829 -1991.83189 0.0005443040
0067 000839 -1990.77028 0.0005329806
0068 000850 -1989.73105 0.0005220237
0069 000860 -1988.71347 0.0005114160
0070 000871 -1987.71685 0.0005011414
0071 000882 -1986.74051 0.0004911846
0072 000893 -1985.78383 0.0004815313
0073 000907 -1984.84621 0.0004721680
0074 000923 -1983.92706 0.0004630820
0075 000939 -1983.02584 0.0004542614
0076 000955 -1982.14202 0.0004456948
0077 000971 -1981.27508 0.0004373717
0078 000986 -1980.42456 0.0004292821
0079 001002 -1979.58998 0.0004214164
0080 001018 -1978.77089 0.0004137657
0081 001034 -1977.96687 0.0004063216
0082 001050 -1977.17751 0.0003990760
0083 001065 -1976.40242 0.0003920213
0084 001081 -1975.64120 0.0003851505
0085 001096 -1974.89351 0.0003784565
0086 001107 -1974.15898 0.0003719331
0087 001118 -1973.43728 0.0003655741
0088 001129 -1972.72808 0.0003593735
0089 001141 -1972.03106 0.0003533259
0090 001152 -1971.34593 0.0003474261
0091 001163 -1970.67238 0.0003416688
0092 001174 -1970.01014 0.0003360494
0093 001186 -1969.35892 0.0003305633
0094 001202 -1968.71848 0.0003252060
0095 001218 -1968.08854 0.0003199734
0096 001234 -1967.46886 0.0003148615
0097 001248 -1966.85921 0.0003098665
0098 001262 -1966.25935 0.0003049847
0099 001277 -1965.66905 0.0003002125
0100 001288 -1965.08811 0.0002955467
0101 001304 -1964.51630 0.0002909839
0102 001320 -1963.95342 0.0002865210
0103 001336 -1963.39928 0.0002821551
0104 001352 -1962.85369 0.0002778832
0105 001363 -1962.31645 0.0002737027
0106 001373 -1961.78739 0.0002696108
0107 001384 -1961.26633 0.0002656051
0108 001396 -1960.75310 0.0002616829
0109 001409 -1960.24753 0.0002578421
0110 001420 -1959.74947 0.0002540802
0111 001432 -1959.25876 0.0002503951
0112 001448 -1958.77525 0.0002467846
0113 001463 -1958.29878 0.0002432467
0114 001478 -1957.82922 0.0002397795
0115 001493 -1957.36643 0.0002363809
0116 001507 -1956.91026 0.0002330493
0117 001518 -1956.46060 0.0002297827
0118 001529 -1956.01731 0.0002265796
0119 001539 -1955.58026 0.0002234381
0120 001550 -1955.14933 0.0002203568
0121 001561 -1954.72441 0.0002173341
0122 001572 -1954.30538 0.0002143684
0123 001583 -1953.89213 0.0002114584
0124 001593 -1953.48454 0.0002086027
0125 001604 -1953.08251 0.0002057998
0126 001615 -1952.68594 0.0002030485
0127 001626 -1952.29472 0.0002003475
0128 001637 -1951.90876 0.0001976956
0129 001653 -1951.52796 0.0001950916
0130 001669 -1951.15223 0.0001925344
0131 001681 -1950.78146 0.0001900228
0132 001692 -1950.41558 0.0001875558
0133 001703 -1950.05450 0.0001851322
0134 001714 -1949.69812 0.0001827512
0135 001725 -1949.34638 0.0001804117
0136 001735 -1948.99917 0.0001781127
0137 001746 -1948.65643 0.0001758534
0138 001757 -1948.31808 0.0001736328
0139 001772 -1947.98404 0.0001714500
0140 001788 -1947.65424 0.0001693043
0141 001802 -1947.32861 0.0001671948
0142 001815 -1947.00706 0.0001651206
0143 001827 -1946.68954 0.0001630811
0144 001842 -1946.37598 0.0001610754
0145 001858 -1946.06630 0.0001591029
0146 001874 -1945.76045 0.0001571627
0147 001890 -1945.45837 0.0001552543
0148 001905 -1945.15998 0.0001533770
0149 001921 -1944.86523 0.0001515300
0150 001936 -1944.57406 0.0001497127
0151 001948 -1944.28641 0.0001479246
0152 001964 -1944.00222 0.0001461650
0153 001980 -1943.72144 0.0001444333
0154 001995 -1943.44402 0.0001427290
0155 002010 -1943.16989 0.0001410515
0156 002026 -1942.89901 0.0001394002
0157 002037 -1942.63133 0.0001377746
0158 002049 -1942.36679 0.0001361743
0159 002065 -1942.10535 0.0001345986
0160 002078 -1941.84696 0.0001330471
0161 002088 -1941.59157 0.0001315194
0162 002098 -1941.33914 0.0001300148
0163 002108 -1941.08961 0.0001285331
0164 002118 -1940.84295 0.0001270738
0165 002128 -1940.59911 0.0001256363
0166 002138 -1940.35805 0.0001242203
0167 002148 -1940.11972 0.0001228254
0168 002158 -1939.88409 0.0001214512
0169 002168 -1939.65112 0.0001200972
0170 002177 -1939.42076 0.0001187632
0171 002187 -1939.19297 0.0001174486
0172 002197 -1938.96773 0.0001161532
0173 002208 -1938.74499 0.0001148766
0174 002219 -1938.52471 0.0001136184
0175 002229 -1938.30686 0.0001123783
0176 002240 -1938.09141 0.0001111559
0177 002250 -1937.87831 0.0001099510
0178 002262 -1937.66754 0.0001087631
0179 002274 -1937.45907 0.0001075921
0180 002284 -1937.25285 0.0001064376
0181 002294 -1937.04886 0.0001052992
0182 002304 -1936.84706 0.0001041767
0183 002314 -1936.64743 0.0001030699
0184 002324 -1936.44993 0.0001019784
0185 002334 -1936.25454 0.0001009019
0186 002344 -1936.06123 0.0000998402
0187 002354 -1935.86996 0.0000987931
0188 002363 -1935.68071 0.0000977602
0189 002373 -1935.49345 0.0000967413
0190 002382 -1935.30815 0.0000957362
0191 002392 -1935.12479 0.0000947447
0192 002403 -1934.94334 0.0000937664
0193 002412 -1934.76377 0.0000928012
0194 002422 -1934.58607 0.0000918489
0195 002432 -1934.41020 0.0000909092
0196 002441 -1934.23614 0.0000899819
0197 002450 -1934.06386 0.0000890668
0198 002460 -1933.89335 0.0000881636
0199 002470 -1933.72457 0.0000872723
0200 002481 -1933.55751 0.0000863926
Start evaluating ...
  Columns 1 through 7

    0.2379    0.3295    0.3884    0.4263    0.4563    0.4801    0.5017

  Columns 8 through 10

    0.5183    0.5320    0.5447

    0.0709

Elapsed time is 2492.219178 seconds.
