nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 000654 -7448.89208 0.0000232797
0060 000665 -7448.72607 0.0000222868
0061 000676 -7448.56703 0.0000213514
0062 000687 -7448.41456 0.0000204698
0063 000697 -7448.26829 0.0000196382
0064 000709 -7448.12786 0.0000188532
0065 000719 -7447.99296 0.0000181119
0066 000730 -7447.86328 0.0000174112
0067 000741 -7447.73854 0.0000167485
0068 000752 -7447.61848 0.0000161213
0069 000763 -7447.50284 0.0000155273
0070 000774 -7447.39139 0.0000149643
0071 000784 -7447.28392 0.0000144304
0072 000795 -7447.18023 0.0000139236
0073 000806 -7447.08012 0.0000134423
0074 000817 -7446.98342 0.0000129848
0075 000827 -7446.88996 0.0000125496
0076 000838 -7446.79959 0.0000121354
0077 000850 -7446.71216 0.0000117407
0078 000861 -7446.62753 0.0000113645
0079 000872 -7446.54558 0.0000110056
0080 000883 -7446.46618 0.0000106630
0081 000894 -7446.38921 0.0000103356
0082 000906 -7446.31458 0.0000100225
0083 000917 -7446.24218 0.0000097229
0084 000929 -7446.17192 0.0000094361
0085 000941 -7446.10370 0.0000091612
0086 000952 -7446.03745 0.0000088976
0087 000963 -7445.97308 0.0000086447
0088 000975 -7445.91052 0.0000084018
0089 000987 -7445.84970 0.0000081684
0090 000999 -7445.79055 0.0000079440
0091 001011 -7445.73301 0.0000077281
0092 001023 -7445.67701 0.0000075203
0093 001034 -7445.62251 0.0000073201
0094 001045 -7445.56945 0.0000071271
0095 001056 -7445.51777 0.0000069410
0096 001067 -7445.46742 0.0000067614
0097 001078 -7445.41837 0.0000065880
0098 001089 -7445.37057 0.0000064205
0099 001100 -7445.32397 0.0000062587
0100 001111 -7445.27854 0.0000061022
0101 001123 -7445.23423 0.0000059508
0102 001135 -7445.19102 0.0000058044
0103 001146 -7445.14886 0.0000056626
0104 001157 -7445.10772 0.0000055252
0105 001168 -7445.06758 0.0000053922
0106 001179 -7445.02839 0.0000052633
0107 001190 -7444.99014 0.0000051382
0108 001201 -7444.95279 0.0000050170
0109 001213 -7444.91631 0.0000048994
0110 001224 -7444.88068 0.0000047853
0111 001235 -7444.84588 0.0000046745
0112 001246 -7444.81188 0.0000045669
0113 001258 -7444.77866 0.0000044625
0114 001269 -7444.74620 0.0000043610
0115 001280 -7444.71446 0.0000042624
0116 001291 -7444.68344 0.0000041666
0117 001302 -7444.65312 0.0000040734
0118 001313 -7444.62347 0.0000039829
0119 001324 -7444.59447 0.0000038948
0120 001335 -7444.56611 0.0000038092
0121 001346 -7444.53838 0.0000037259
0122 001357 -7444.51124 0.0000036448
0123 001368 -7444.48470 0.0000035659
0124 001379 -7444.45872 0.0000034892
0125 001390 -7444.43330 0.0000034144
0126 001401 -7444.40843 0.0000033417
0127 001412 -7444.38408 0.0000032709
0128 001424 -7444.36024 0.0000032019
0129 001435 -7444.33690 0.0000031347
0130 001446 -7444.31405 0.0000030693
0131 001457 -7444.29168 0.0000030056
0132 001468 -7444.26977 0.0000029435
0133 001479 -7444.24831 0.0000028830
0134 001490 -7444.22728 0.0000028240
0135 001502 -7444.20669 0.0000027666
0136 001513 -7444.18651 0.0000027106
0137 001524 -7444.16674 0.0000026560
0138 001536 -7444.14736 0.0000026028
0139 001547 -7444.12837 0.0000025509
0140 001558 -7444.10976 0.0000025003
0141 001569 -7444.09152 0.0000024509
0142 001580 -7444.07363 0.0000024028
0143 001591 -7444.05609 0.0000023559
0144 001602 -7444.03890 0.0000023101
0145 001613 -7444.02203 0.0000022654
0146 001625 -7444.00549 0.0000022219
0147 001636 -7443.98927 0.0000021793
0148 001647 -7443.97335 0.0000021379
0149 001658 -7443.95774 0.0000020974
0150 001669 -7443.94242 0.0000020579
0151 001680 -7443.92739 0.0000020193
0152 001691 -7443.91264 0.0000019817
0153 001702 -7443.89816 0.0000019449
0154 001713 -7443.88395 0.0000019090
0155 001725 -7443.87000 0.0000018740
0156 001736 -7443.85631 0.0000018398
0157 001747 -7443.84286 0.0000018064
0158 001758 -7443.82966 0.0000017738
0159 001769 -7443.81669 0.0000017420
0160 001780 -7443.80395 0.0000017109
0161 001791 -7443.79144 0.0000016805
0162 001802 -7443.77916 0.0000016508
0163 001814 -7443.76708 0.0000016218
0164 001825 -7443.75522 0.0000015935
0165 001836 -7443.74357 0.0000015659
0166 001847 -7443.73211 0.0000015388
0167 001858 -7443.72085 0.0000015124
0168 001869 -7443.70979 0.0000014866
0169 001880 -7443.69891 0.0000014614
0170 001891 -7443.68821 0.0000014367
0171 001902 -7443.67770 0.0000014126
0172 001912 -7443.66736 0.0000013891
0173 001924 -7443.65719 0.0000013660
0174 001935 -7443.64719 0.0000013435
0175 001945 -7443.63735 0.0000013215
0176 001956 -7443.62768 0.0000013000
0177 001967 -7443.61816 0.0000012790
0178 001978 -7443.60879 0.0000012584
0179 001990 -7443.59957 0.0000012383
0180 002001 -7443.59050 0.0000012186
0181 002012 -7443.58157 0.0000011994
0182 002023 -7443.57279 0.0000011805
0183 002033 -7443.56414 0.0000011621
0184 002044 -7443.55562 0.0000011441
0185 002055 -7443.54723 0.0000011265
0186 002065 -7443.53898 0.0000011092
0187 002076 -7443.53085 0.0000010924
0188 002087 -7443.52284 0.0000010759
0189 002097 -7443.51495 0.0000010597
0190 002108 -7443.50718 0.0000010439
0191 002118 -7443.49952 0.0000010284
0192 002128 -7443.49198 0.0000010133
0193 002139 -7443.48455 0.0000009985
Start evaluating ...
  Columns 1 through 7

    0.2693    0.3698    0.4298    0.4730    0.5052    0.5309    0.5550

  Columns 8 through 10

    0.5740    0.5905    0.6040

    0.0828

Elapsed time is 2150.708251 seconds.
