nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 7 - Loc: save/pmf/delicious-alg40-sp7-20170409142652701 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp7-20170409142652701 --user data/delicious/ctr-data/sp7/train-users.dat --item data/delicious/ctr-data/sp7/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp7-20170409142652701/ctr-log

iter time likelihood converge
0001 000036 -41858.06796 1.0000000000
0002 000071 -15872.09050 0.6208116793
0003 000107 -13581.00510 0.1443467953
0004 000143 -13345.16292 0.0173655911
0005 000179 -13254.39765 0.0068013606
0006 000214 -13196.78798 0.0043464574
0007 000250 -13153.26398 0.0032980748
0008 000286 -13118.34586 0.0026547118
0009 000321 -13089.57458 0.0021932091
0010 000356 -13065.47180 0.0018413729
0011 000392 -13045.02069 0.0015652790
0012 000428 -13027.48286 0.0013444080
0013 000463 -13012.30403 0.0011651388
0014 000497 -12999.05879 0.0010179011
0015 000532 -12987.41522 0.0008957244
0016 000566 -12977.11099 0.0007934011
0017 000601 -12967.93660 0.0007069671
0018 000636 -12959.72311 0.0006333688
0019 000672 -12952.33303 0.0005702344
0020 000710 -12945.65344 0.0005157056
0021 000747 -12939.59082 0.0004683135
0022 000782 -12934.06710 0.0004268855
0023 000817 -12929.01663 0.0003904776
0024 000852 -12924.38386 0.0003583234
0025 000887 -12920.12146 0.0003297957
0026 000923 -12916.18886 0.0003043780
0027 000958 -12912.55112 0.0002816414
0028 000993 -12909.17800 0.0002612282
0029 001029 -12906.04316 0.0002428378
0030 001064 -12903.12361 0.0002262163
0031 001100 -12900.39913 0.0002111482
0032 001135 -12897.85196 0.0001974495
0033 001170 -12895.46634 0.0001849627
0034 001205 -12893.22830 0.0001735518
0035 001240 -12891.12543 0.0001630993
0036 001275 -12889.14660 0.0001535033
0037 001311 -12887.28186 0.0001446748
0038 001347 -12885.52228 0.0001365362
0039 001383 -12883.85981 0.0001290189
0040 001419 -12882.28716 0.0001220631
0041 001455 -12880.79777 0.0001156155
0042 001490 -12879.38566 0.0001096291
0043 001526 -12878.04540 0.0001040623
0044 001562 -12876.77205 0.0000988776
0045 001597 -12875.56109 0.0000940420
0046 001635 -12874.40840 0.0000895257
0047 001669 -12873.31019 0.0000853021
0048 001704 -12872.26298 0.0000813471
0049 001738 -12871.26359 0.0000776392
0050 001772 -12870.30907 0.0000741589
0051 001806 -12869.39671 0.0000708886
0052 001841 -12868.52401 0.0000678123
0053 001877 -12867.68864 0.0000649155
0054 001913 -12866.88846 0.0000621849
0055 001951 -12866.12149 0.0000596087
0056 001986 -12865.38586 0.0000571757
0057 002021 -12864.67985 0.0000548760
0058 002057 -12864.00188 0.0000527005
