nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 000666 -1996.56391 0.0006297350
0060 000677 -1995.33531 0.0006153586
0061 000688 -1994.13511 0.0006015017
0062 000699 -1992.96229 0.0005881372
0063 000710 -1991.81586 0.0005752397
0064 000721 -1990.69489 0.0005627860
0065 000732 -1989.59851 0.0005507538
0066 000742 -1988.52587 0.0005391229
0067 000753 -1987.47618 0.0005278738
0068 000764 -1986.44867 0.0005169888
0069 000774 -1985.44264 0.0005064509
0070 000786 -1984.45737 0.0004962443
0071 000797 -1983.49222 0.0004863542
0072 000808 -1982.54656 0.0004767666
0073 000818 -1981.61978 0.0004674683
0074 000829 -1980.71131 0.0004584469
0075 000840 -1979.82061 0.0004496908
0076 000851 -1978.94713 0.0004411890
0077 000862 -1978.09038 0.0004329309
0078 000872 -1977.24988 0.0004249069
0079 000884 -1976.42515 0.0004171075
0080 000895 -1975.61576 0.0004095239
0081 000906 -1974.82127 0.0004021478
0082 000917 -1974.04127 0.0003949711
0083 000929 -1973.27537 0.0003879864
0084 000940 -1972.52319 0.0003811866
0085 000951 -1971.78435 0.0003745647
0086 000963 -1971.05851 0.0003681142
0087 000974 -1970.34532 0.0003618291
0088 000986 -1969.64446 0.0003557034
0089 000998 -1968.95562 0.0003497314
0090 001011 -1968.27848 0.0003439079
0091 001022 -1967.61275 0.0003382276
0092 001034 -1966.95815 0.0003326857
0093 001044 -1966.31441 0.0003272774
0094 001056 -1965.68126 0.0003219983
0095 001067 -1965.05845 0.0003168441
0096 001078 -1964.44572 0.0003118106
0097 001088 -1963.84285 0.0003068939
0098 001099 -1963.24959 0.0003020902
0099 001110 -1962.66573 0.0002973959
0100 001121 -1962.09104 0.0002928074
0101 001134 -1961.52533 0.0002883215
0102 001145 -1960.96838 0.0002839349
0103 001156 -1960.42001 0.0002796445
0104 001167 -1959.88002 0.0002754473
0105 001178 -1959.34822 0.0002713405
0106 001189 -1958.82445 0.0002673214
0107 001201 -1958.30852 0.0002633872
0108 001212 -1957.80027 0.0002595356
0109 001223 -1957.29953 0.0002557639
0110 001234 -1956.80616 0.0002520700
0111 001245 -1956.31998 0.0002484514
0112 001256 -1955.84087 0.0002449061
0113 001267 -1955.36867 0.0002414320
0114 001278 -1954.90324 0.0002380269
0115 001290 -1954.44444 0.0002346891
0116 001301 -1953.99215 0.0002314165
0117 001312 -1953.54624 0.0002282075
0118 001323 -1953.10657 0.0002250603
0119 001334 -1952.67303 0.0002219731
0120 001345 -1952.24551 0.0002189445
0121 001356 -1951.82388 0.0002159727
0122 001367 -1951.40803 0.0002130565
0123 001379 -1950.99785 0.0002101942
0124 001391 -1950.59325 0.0002073845
0125 001402 -1950.19410 0.0002046261
0126 001413 -1949.80032 0.0002019176
0127 001424 -1949.41181 0.0001992578
0128 001435 -1949.02847 0.0001966455
0129 001446 -1948.65020 0.0001940795
0130 001457 -1948.27692 0.0001915588
0131 001468 -1947.90854 0.0001890821
0132 001480 -1947.54496 0.0001866485
0133 001491 -1947.18611 0.0001842569
0134 001502 -1946.83191 0.0001819063
0135 001513 -1946.48227 0.0001795959
0136 001524 -1946.13711 0.0001773246
0137 001535 -1945.79635 0.0001750916
0138 001546 -1945.45993 0.0001728960
0139 001557 -1945.12777 0.0001707369
0140 001568 -1944.79980 0.0001686136
0141 001579 -1944.47594 0.0001665253
0142 001590 -1944.15613 0.0001644712
0143 001601 -1943.84030 0.0001624505
0144 001612 -1943.52839 0.0001604626
0145 001623 -1943.22032 0.0001585068
0146 001635 -1942.91605 0.0001565823
0147 001646 -1942.61550 0.0001546885
0148 001657 -1942.31862 0.0001528248
0149 001668 -1942.02535 0.0001509906
0150 001679 -1941.73563 0.0001491852
0151 001690 -1941.44940 0.0001474081
0152 001701 -1941.16661 0.0001456586
0153 001712 -1940.88721 0.0001439363
0154 001723 -1940.61114 0.0001422406
0155 001735 -1940.33834 0.0001405710
0156 001746 -1940.06878 0.0001389269
0157 001757 -1939.80239 0.0001373079
0158 001768 -1939.53913 0.0001357135
0159 001779 -1939.27896 0.0001341431
0160 001790 -1939.02181 0.0001325964
0161 001801 -1938.76766 0.0001310729
0162 001813 -1938.51645 0.0001295721
0163 001824 -1938.26814 0.0001280936
0164 001836 -1938.02268 0.0001266370
0165 001846 -1937.78004 0.0001252019
0166 001857 -1937.54017 0.0001237879
0167 001868 -1937.30302 0.0001223946
0168 001879 -1937.06857 0.0001210216
0169 001890 -1936.83676 0.0001196685
0170 001901 -1936.60756 0.0001183350
0171 001912 -1936.38094 0.0001170208
0172 001923 -1936.15685 0.0001157254
0173 001934 -1935.93526 0.0001144485
0174 001944 -1935.71613 0.0001131899
0175 001955 -1935.49943 0.0001119491
0176 001967 -1935.28512 0.0001107259
0177 001977 -1935.07317 0.0001095200
0178 001988 -1934.86354 0.0001083310
0179 001999 -1934.65620 0.0001071586
0180 002010 -1934.45112 0.0001060026
0181 002020 -1934.24827 0.0001048627
0182 002031 -1934.04762 0.0001037386
0183 002042 -1933.84913 0.0001026300
0184 002052 -1933.65277 0.0001015366
0185 002063 -1933.45852 0.0001004583
0186 002074 -1933.26634 0.0000993947
0187 002085 -1933.07621 0.0000983455
0188 002095 -1932.88811 0.0000973106
0189 002106 -1932.70199 0.0000962898
0190 002116 -1932.51783 0.0000952826
0191 002126 -1932.33562 0.0000942890
0192 002137 -1932.15532 0.0000933088
0193 002147 -1931.97690 0.0000923416
0194 002157 -1931.80034 0.0000913872
0195 002168 -1931.62562 0.0000904455
0196 002178 -1931.45270 0.0000895163
0197 002189 -1931.28158 0.0000885993
0198 002199 -1931.11222 0.0000876944
0199 002209 -1930.94459 0.0000868012
0200 002220 -1930.77869 0.0000859198
Start evaluating ...
  Columns 1 through 7

    0.2357    0.3322    0.3870    0.4300    0.4603    0.4844    0.5031

  Columns 8 through 10

    0.5198    0.5323    0.5432

    0.0693

Elapsed time is 2232.637530 seconds.
