nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 100.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 3 - Loc: save/pmf/delicious-alg40-sp3-20170409142652480 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp3-20170409142652480 --user data/delicious/ctr-data/sp3/train-users.dat --item data/delicious/ctr-data/sp3/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp3-20170409142652480/ctr-log

iter time likelihood converge
0001 000043 -41830.84832 1.0000000000
0002 000078 -15867.91510 0.6206647549
0003 000118 -13575.87553 0.1444449099
0004 000162 -13338.05232 0.0175180755
0005 000210 -13247.36933 0.0067988182
0006 000261 -13190.31677 0.0043067081
0007 000312 -13147.36202 0.0032565372
0008 000364 -13112.94640 0.0026176822
0009 000409 -13084.60568 0.0021612781
0010 000442 -13060.86032 0.0018147553
0011 000476 -13040.69972 0.0015435887
0012 000510 -13023.39572 0.0013269231
0013 000552 -13008.40499 0.0011510617
0014 000603 -12995.31218 0.0010064885
0015 000640 -12983.79383 0.0008863461
0016 000676 -12973.59430 0.0007855588
0017 000714 -12964.50910 0.0007002838
0018 000761 -12956.37303 0.0006275647
0019 000812 -12949.05135 0.0005651028
0020 000851 -12942.43315 0.0005110953
0021 000885 -12936.42638 0.0004641149
0022 000921 -12930.95401 0.0004230200
0023 000956 -12925.95116 0.0003868896
0024 000990 -12921.36279 0.0003549735
0025 001024 -12917.14194 0.0003266564
0026 001061 -12913.24833 0.0003014296
0027 001112 -12909.64722 0.0002788697
0028 001155 -12906.30849 0.0002586225
0029 001193 -12903.20595 0.0002403897
0030 001234 -12900.31668 0.0002239189
0031 001277 -12897.62057 0.0002089954
0032 001311 -12895.09991 0.0001954357
0033 001346 -12892.73905 0.0001830822
0034 001393 -12890.52409 0.0001717994
0035 001443 -12888.44266 0.0001614695
0036 001479 -12886.48374 0.0001519908
0037 001530 -12884.63743 0.0001432742
0038 001581 -12882.89489 0.0001352419
0039 001629 -12881.24813 0.0001278258
0040 001681 -12879.68994 0.0001209657
0041 001732 -12878.21381 0.0001146086
0042 001783 -12876.81385 0.0001087077
0043 001821 -12875.48469 0.0001032212
0044 001861 -12874.22145 0.0000981120
0045 001896 -12873.01968 0.0000933472
0046 001934 -12871.87531 0.0000888971
0047 001971 -12870.78461 0.0000847352
0048 002022 -12869.74416 0.0000808378
0049 002070 -12868.75083 0.0000771834
0050 002105 -12867.80172 0.0000737527
0051 002152 -12866.89418 0.0000705283
0052 002203 -12866.02574 0.0000674942
0053 002254 -12865.19412 0.0000646363
0054 002305 -12864.39724 0.0000619415
0055 002356 -12863.63312 0.0000593979
0056 002403 -12862.89996 0.0000569947
0057 002454 -12862.19607 0.0000547221
0058 002504 -12861.51989 0.0000525711
