nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 0.0100|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 3 - Loc: save/pmf/delicious-alg40-sp3-20170409142652632 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp3-20170409142652632 --user data/delicious/ctr-data/sp3/train-users.dat --item data/delicious/ctr-data/sp3/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 0.010000 --lambda_u 0.010000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp3-20170409142652632/ctr-log

iter time likelihood converge
0001 000035 -8072.12814 1.0000000000
0002 000073 -7224.80887 0.1049685101
0003 000110 -6808.97987 0.0575557095
0004 000148 -6521.04211 0.0422879452
0005 000187 -6300.82624 0.0337700414
0006 000232 -6124.00366 0.0280633961
0007 000281 -5977.85969 0.0238641225
0008 000324 -5854.64880 0.0206112049
0009 000358 -5749.19772 0.0180115125
0010 000397 -5657.84681 0.0158893317
0011 000435 -5577.90571 0.0141292443
0012 000474 -5507.34090 0.0126507712
0013 000525 -5444.58191 0.0113955153
0014 000576 -5388.39439 0.0103198966
0015 000615 -5337.79360 0.0093906991
0016 000660 -5291.98373 0.0085821732
0017 000710 -5250.31427 0.0078740710
0018 000743 -5212.24807 0.0072502724
0019 000783 -5177.33746 0.0066978020
0020 000830 -5145.20632 0.0062061123
0021 000875 -5115.53622 0.0057665522
0022 000923 -5088.05572 0.0053719688
0023 000965 -5062.53198 0.0050164032
0024 000999 -5038.76412 0.0046948574
0025 001033 -5016.57787 0.0044031131
0026 001068 -4995.82133 0.0041375886
0027 001118 -4976.36147 0.0038952268
0028 001169 -4958.08128 0.0036734047
0029 001205 -4940.87743 0.0034698612
0030 001245 -4924.65832 0.0032826386
0031 001290 -4909.34246 0.0031100344
0032 001341 -4894.85714 0.0029505626
0033 001391 -4881.13724 0.0028029210
0034 001432 -4868.12430 0.0026659651
0035 001480 -4855.76566 0.0025386849
0036 001532 -4844.01380 0.0024201875
0037 001567 -4832.82567 0.0023096808
0038 001618 -4822.16224 0.0022064605
0039 001669 -4811.98796 0.0021098988
0040 001721 -4802.27047 0.0020194347
0041 001772 -4792.98016 0.0019345658
0042 001812 -4784.08994 0.0018548406
0043 001851 -4775.57497 0.0017798523
0044 001903 -4767.41240 0.0017092338
0045 001951 -4759.58119 0.0016426527
0046 001987 -4752.06197 0.0015798073
0047 002022 -4744.83683 0.0015204235
0048 002056 -4737.88919 0.0014642518
0049 002104 -4731.20372 0.0014110647
0050 002147 -4724.76619 0.0013606544
0051 002181 -4718.56337 0.0013128310
0052 002216 -4712.58297 0.0012674203
0053 002267 -4706.81353 0.0012242628
0054 002304 -4701.24437 0.0011832118
0055 002339 -4695.86552 0.0011441326
0056 002374 -4690.66766 0.0011069010
0057 002409 -4685.64207 0.0010714022
0058 002443 -4680.78057 0.0010375307
