nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 002599 -4684.38141 0.0010044168
0060 002645 -4679.82099 0.0009735362
0061 002688 -4675.40320 0.0009440095
0062 002732 -4671.12165 0.0009157587
0063 002768 -4666.97037 0.0008887117
0064 002818 -4662.94371 0.0008628012
0065 002869 -4659.03633 0.0008379644
0066 002918 -4655.24320 0.0008141432
0067 002953 -4651.55959 0.0007912830
0068 002986 -4647.98099 0.0007693329
0069 003020 -4644.50316 0.0007482455
0070 003059 -4641.12207 0.0007279763
0071 003106 -4637.83391 0.0007084837
0072 003155 -4634.63506 0.0006897286
0073 003197 -4631.52210 0.0006716745
0074 003231 -4628.49175 0.0006542870
0075 003265 -4625.54093 0.0006375339
0076 003300 -4622.66669 0.0006213848
0077 003335 -4619.86623 0.0006058111
0078 003369 -4617.13688 0.0005907860
0079 003404 -4614.47609 0.0005762841
0080 003439 -4611.88146 0.0005622817
0081 003491 -4609.35066 0.0005487560
0082 003526 -4606.88150 0.0005356859
0083 003562 -4604.47186 0.0005230513
0084 003597 -4602.11975 0.0005108331
0085 003631 -4599.82323 0.0004990134
0086 003666 -4597.58047 0.0004875751
0087 003713 -4595.38971 0.0004765022
0088 003757 -4593.24927 0.0004657793
0089 003798 -4591.15754 0.0004553919
0090 003850 -4589.11298 0.0004453264
0091 003889 -4587.11410 0.0004355697
0092 003925 -4585.15949 0.0004261093
0093 003969 -4583.24778 0.0004169334
0094 004010 -4581.37768 0.0004080310
0095 004055 -4579.54791 0.0003993913
0096 004106 -4577.75729 0.0003910042
0097 004157 -4576.00465 0.0003828600
0098 004208 -4574.28888 0.0003749496
0099 004259 -4572.60891 0.0003672641
0100 004293 -4570.96370 0.0003597952
0101 004332 -4569.35228 0.0003525349
0102 004369 -4567.77368 0.0003454757
0103 004406 -4566.22699 0.0003386102
0104 004441 -4564.71131 0.0003319314
0105 004485 -4563.22580 0.0003254328
0106 004520 -4561.76964 0.0003191080
0107 004564 -4560.34203 0.0003129510
0108 004615 -4558.94221 0.0003069559
0109 004660 -4557.56943 0.0003011172
0110 004694 -4556.22299 0.0002954295
0111 004729 -4554.90220 0.0002898877
0112 004764 -4553.60639 0.0002844871
0113 004798 -4552.33492 0.0002792228
0114 004843 -4551.08717 0.0002740904
0115 004894 -4549.86253 0.0002690856
0116 004938 -4548.66044 0.0002642042
0117 004982 -4547.48033 0.0002594424
0118 005016 -4546.32165 0.0002547962
0119 005053 -4545.18387 0.0002502620
0120 005088 -4544.06650 0.0002458363
0121 005124 -4542.96904 0.0002415157
0122 005160 -4541.89101 0.0002372970
0123 005197 -4540.83194 0.0002331771
0124 005235 -4539.79140 0.0002291529
0125 005270 -4538.76894 0.0002252215
0126 005313 -4537.76414 0.0002213802
0127 005364 -4536.77661 0.0002176262
0128 005415 -4535.80593 0.0002139571
0129 005466 -4534.85173 0.0002103702
0130 005518 -4533.91364 0.0002068633
0131 005569 -4532.99129 0.0002034340
0132 005609 -4532.08433 0.0002000800
0133 005636 -4531.19242 0.0001967992
0134 005663 -4530.31522 0.0001935896
0135 005689 -4529.45243 0.0001904491
0136 005716 -4528.60372 0.0001873758
0137 005743 -4527.76879 0.0001843679
0138 005770 -4526.94735 0.0001814235
0139 005797 -4526.13910 0.0001785409
0140 005823 -4525.34378 0.0001757184
0141 005850 -4524.56110 0.0001729545
0142 005877 -4523.79080 0.0001702475
0143 005904 -4523.03263 0.0001675959
0144 005931 -4522.28634 0.0001649982
0145 005958 -4521.55168 0.0001624531
0146 005984 -4520.82842 0.0001599591
0147 006011 -4520.11632 0.0001575149
0148 006038 -4519.41516 0.0001551193
0149 006065 -4518.72473 0.0001527710
0150 006092 -4518.04480 0.0001504688
0151 006119 -4517.37517 0.0001482115
0152 006146 -4516.71565 0.0001459980
0153 006173 -4516.06602 0.0001438272
0154 006200 -4515.42610 0.0001416980
0155 006226 -4514.79571 0.0001396095
0156 006253 -4514.17465 0.0001375605
0157 006280 -4513.56275 0.0001355502
0158 006307 -4512.95984 0.0001335776
0159 006333 -4512.36575 0.0001316419
0160 006360 -4511.78030 0.0001297420
0161 006387 -4511.20335 0.0001278772
0162 006414 -4510.63473 0.0001260466
0163 006440 -4510.07428 0.0001242494
0164 006467 -4509.52187 0.0001224849
0165 006494 -4508.97733 0.0001207523
0166 006521 -4508.44054 0.0001190508
0167 006547 -4507.91134 0.0001173798
0168 006574 -4507.38960 0.0001157384
0169 006601 -4506.87519 0.0001141262
0170 006628 -4506.36797 0.0001125423
0171 006654 -4505.86783 0.0001109862
0172 006681 -4505.37463 0.0001094572
0173 006708 -4504.88825 0.0001079548
0174 006735 -4504.40858 0.0001064783
0175 006764 -4503.93549 0.0001050271
0176 006791 -4503.46888 0.0001036008
0177 006818 -4503.00863 0.0001021988
0178 006845 -4502.55464 0.0001008205
0179 006872 -4502.10679 0.0000994655
0180 006899 -4501.66498 0.0000981332
0181 006926 -4501.22912 0.0000968231
0182 006953 -4500.79909 0.0000955348
0183 006980 -4500.37481 0.0000942679
0184 007007 -4499.95618 0.0000930219
0185 007034 -4499.54310 0.0000917962
0186 007061 -4499.13548 0.0000905906
0187 007087 -4498.73324 0.0000894046
0188 007114 -4498.33628 0.0000882378
0189 007141 -4497.94452 0.0000870899
0190 007168 -4497.55788 0.0000859603
0191 007194 -4497.17626 0.0000848488
0192 007221 -4496.79960 0.0000837549
0193 007248 -4496.42782 0.0000826784
0194 007275 -4496.06082 0.0000816189
0195 007303 -4495.69855 0.0000805761
0196 007330 -4495.34092 0.0000795495
0197 007357 -4494.98786 0.0000785390
0198 007384 -4494.63930 0.0000775441
0199 007411 -4494.29517 0.0000765646
0200 007438 -4493.95540 0.0000756002
Start evaluating ...
  Columns 1 through 7

    0.1448    0.2200    0.2781    0.3109    0.3212    0.3269    0.3310

  Columns 8 through 10

    0.3333    0.3346    0.3371

    0.0324

Elapsed time is 7461.056870 seconds.
