nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.1000]
Staring Sample 4 - Loc: save/pmf/delicious-alg40-sp4-20170416155413099 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp4-20170416155413099 --user data/delicious/ctr-data/sp4/train-users.dat --item data/delicious/ctr-data/sp4/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp4-20170416155413099/ctr-log

iter time likelihood converge
0001 000028 -41823.26248 1.0000000000
0002 000055 -39608.97815 0.0529438451
0003 000082 -28921.27290 0.2698303704
0004 000108 -27772.79007 0.0397106600
0005 000135 -27599.26309 0.0062480930
0006 000162 -27508.76635 0.0032789550
0007 000188 -27444.87088 0.0023227312
0008 000215 -27394.97364 0.0018180898
0009 000241 -27354.34131 0.0014832038
0010 000268 -27320.50918 0.0012368105
0011 000295 -27291.90378 0.0010470303
0012 000321 -27267.42661 0.0008968654
0013 000348 -27246.27463 0.0007757233
0014 000375 -27227.84188 0.0006765238
0015 000401 -27211.66019 0.0005943067
0016 000428 -27197.36132 0.0005254686
0017 000454 -27184.65146 0.0004673196
0018 000481 -27173.29344 0.0004178100
0019 000508 -27163.09386 0.0003753530
0020 000534 -27153.89360 0.0003387043
0021 000561 -27145.56066 0.0003068784
0022 000588 -27137.98469 0.0002790868
0023 000614 -27131.07282 0.0002546938
0024 000641 -27124.74634 0.0002331820
0025 000667 -27118.93818 0.0002141276
0026 000694 -27113.59086 0.0001971804
0027 000725 -27108.65484 0.0001820498
0028 000776 -27104.08724 0.0001684923
0029 000827 -27099.85078 0.0001563034
0030 000878 -27095.91290 0.0001453100
0031 000930 -27092.24506 0.0001353650
0032 000981 -27088.82214 0.0001263430
0033 001032 -27085.62197 0.0001181363
0034 001083 -27082.62489 0.0001106521
0035 001134 -27079.81343 0.0001038104
0036 001186 -27077.17202 0.0000975417
0037 001237 -27074.68673 0.0000917853
0038 001288 -27072.34508 0.0000864885
0039 001339 -27070.13584 0.0000816049
0040 001390 -27068.04890 0.0000770939
0041 001442 -27066.07512 0.0000729193
0042 001484 -27064.20621 0.0000690497
0043 001516 -27062.43468 0.0000654567
0044 001567 -27060.75369 0.0000621154
0045 001618 -27059.15701 0.0000590034
0046 001669 -27057.63897 0.0000561010
0047 001721 -27056.19435 0.0000533902
0048 001772 -27054.81841 0.0000508551
0049 001823 -27053.50676 0.0000484812
0050 001869 -27052.25538 0.0000462556
0051 001896 -27051.06057 0.0000441667
0052 001924 -27049.91891 0.0000422038
0053 001950 -27048.82725 0.0000403573
0054 001977 -27047.78266 0.0000386186
0055 002005 -27046.78245 0.0000369797
0056 002031 -27045.82409 0.0000354333
0057 002059 -27044.90526 0.0000339729
0058 002086 -27044.02380 0.0000325926
