nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.0100]
Staring Sample 8 - Loc: save/sorec/lastfm-alg50-sp8-20170417105621338 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp8-20170417105621338 --user data/lastfm/ctr-data/sp8/train-users.dat --item data/lastfm/ctr-data/sp8/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 0.010000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp8-20170417105621338/ctr-log

iter time likelihood converge
0001 000008 -22276.74148 1.0000000000
0002 000017 3287.46641 1.1475739354
0003 000025 5591.81066 0.7009483773
0004 000033 5974.57310 0.0684505369
0005 000042 6144.59523 0.0284576210
0006 000050 6238.82126 0.0153347816
0007 000058 6296.78033 0.0092900670
0008 000067 6335.65192 0.0061732492
0009 000075 6363.69012 0.0044254635
0010 000083 6385.14610 0.0033716253
0011 000092 6402.33322 0.0026917347
0012 000100 6416.57453 0.0022243943
0013 000108 6428.66718 0.0018845957
0014 000117 6439.11978 0.0016259361
0015 000125 6448.27662 0.0014220635
0016 000133 6456.38361 0.0012572342
0017 000142 6463.62416 0.0011214551
0018 000150 6470.13936 0.0010079807
0019 000158 6476.04022 0.0009120143
0020 000167 6481.41542 0.0008300124
0021 000175 6486.33669 0.0007592902
0022 000183 6490.86271 0.0006977772
0023 000192 6495.04189 0.0006438559
0024 000200 6498.91455 0.0005962483
0025 000208 6502.51452 0.0005539344
0026 000217 6505.87042 0.0005160931
0027 000225 6509.00663 0.0004820582
0028 000234 6511.94405 0.0004512858
0029 000242 6514.70075 0.0004233294
0030 000250 6517.29243 0.0003978206
0031 000259 6519.73286 0.0003744538
0032 000267 6522.03416 0.0003529741
0033 000275 6524.20708 0.0003331673
0034 000284 6526.26125 0.0003148524
0035 000292 6528.20526 0.0002978750
0036 000301 6530.04688 0.0002821022
0037 000309 6531.79314 0.0002674189
0038 000318 6533.45041 0.0002537245
0039 000326 6535.02452 0.0002409305
0040 000335 6536.52077 0.0002289585
0041 000343 6537.94402 0.0002177387
0042 000352 6539.29874 0.0002072088
0043 000361 6540.58903 0.0001973130
0044 000369 6541.81867 0.0001880009
0045 000378 6542.99114 0.0001792273
0046 000386 6544.10967 0.0001709515
0047 000394 6545.17726 0.0001631364
0048 000403 6546.19666 0.0001557486
0049 000412 6547.17046 0.0001487579
0050 000420 6548.10105 0.0001421367
0051 000429 6548.99068 0.0001358602
0052 000437 6549.84143 0.0001299056
0053 000446 6550.65526 0.0001242521
0054 000454 6551.43401 0.0001188810
0055 000463 6552.17940 0.0001137750
0056 000471 6552.89305 0.0001089181
0057 000480 6553.57649 0.0001042959
0058 000488 6554.23116 0.0000998951
