nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 1.0000]
Staring Sample 3 - Loc: save/sorec/lastfm-alg50-sp3-20170416114202651 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp3-20170416114202651 --b 1 --user data/lastfm/ctr-data/sp3/train-users.dat --item data/lastfm/ctr-data/sp3/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 1.000000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp3-20170416114202651/ctr-log

iter time likelihood converge
0001 000009 -35958.85104 1.0000000000
0002 000017 -13455.04634 0.6258210163
0003 000025 -11111.80921 0.1741530329
0004 000034 -9594.51328 0.1365480543
0005 000042 -8722.95151 0.0908396028
0006 000051 -8131.48842 0.0678053849
0007 000060 -7700.29407 0.0530277278
0008 000068 -7368.21525 0.0431254727
0009 000077 -7115.46219 0.0343031588
0010 000085 -6912.81807 0.0284794035
0011 000094 -6740.60506 0.0249121279
0012 000102 -6584.87507 0.0231032661
0013 000110 -6446.51697 0.0210114994
0014 000119 -6323.36303 0.0191039499
0015 000127 -6230.28438 0.0147198017
0016 000136 -6149.21363 0.0130123684
0017 000144 -6066.74264 0.0134116320
0018 000152 -5980.60133 0.0141989396
0019 000161 -5895.39020 0.0142479191
0020 000169 -5819.30411 0.0129060323
0021 000178 -5752.29058 0.0115157283
0022 000186 -5690.15213 0.0108023846
0023 000194 -5632.06500 0.0102083602
0024 000203 -5572.23729 0.0106226958
0025 000211 -5512.29697 0.0107569577
0026 000219 -5457.84010 0.0098791615
0027 000228 -5406.68904 0.0093720328
0028 000236 -5357.10039 0.0091717224
0029 000245 -5309.48835 0.0088876511
0030 000253 -5264.68925 0.0084375555
0031 000261 -5224.65516 0.0076042652
0032 000270 -5189.54148 0.0067207641
0033 000278 -5157.23191 0.0062259005
0034 000287 -5126.27972 0.0060017063
0035 000295 -5096.43728 0.0058214623
0036 000303 -5069.22817 0.0053388490
0037 000312 -5044.36490 0.0049047433
0038 000320 -5020.98306 0.0046352406
0039 000329 -4998.71173 0.0044356505
0040 000338 -4977.19291 0.0043048739
0041 000346 -4956.71614 0.0041141193
0042 000355 -4937.62553 0.0038514633
0043 000363 -4920.00732 0.0035681549
0044 000372 -4903.88949 0.0032759780
0045 000380 -4888.99393 0.0030374986
0046 000388 -4874.90697 0.0028813613
0047 000397 -4861.48503 0.0027532702
0048 000405 -4848.79648 0.0026100169
0049 000413 -4836.85635 0.0024624921
0050 000422 -4825.56255 0.0023349471
0051 000431 -4814.83210 0.0022236674
0052 000439 -4804.67546 0.0021094488
0053 000447 -4795.15117 0.0019822967
0054 000456 -4786.25769 0.0018546825
0055 000464 -4777.90354 0.0017454450
