nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.1000]
Staring Sample 7 - Loc: save/pmf/delicious-alg40-sp7-20170416155413509 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp7-20170416155413509 --user data/delicious/ctr-data/sp7/train-users.dat --item data/delicious/ctr-data/sp7/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp7-20170416155413509/ctr-log

iter time likelihood converge
0001 000051 -41865.38470 1.0000000000
0002 000102 -39622.85683 0.0535652038
0003 000153 -28932.64999 0.2697989923
0004 000205 -27785.75222 0.0396402599
0005 000256 -27609.63444 0.0063384205
0006 000307 -27520.01538 0.0032459344
0007 000358 -27456.27772 0.0023160473
0008 000410 -27406.47148 0.0018140202
0009 000461 -27365.99530 0.0014768839
0010 000512 -27332.31914 0.0012305843
0011 000563 -27303.84512 0.0010417709
0012 000615 -27279.47239 0.0008926486
0013 000666 -27258.39988 0.0007724676
0014 000717 -27240.02333 0.0006741609
0015 000744 -27223.87616 0.0005927736
0016 000771 -27209.59218 0.0005246858
0017 000798 -27196.88012 0.0004671905
0018 000825 -27185.50554 0.0004182312
0019 000851 -27175.27771 0.0003762235
0020 000878 -27166.03998 0.0003399316
0021 000905 -27157.66249 0.0003083806
0022 000931 -27150.03680 0.0002807936
0023 000958 -27143.07158 0.0002565455
0024 000984 -27136.68946 0.0002351287
0025 001011 -27130.82445 0.0002161283
0026 001038 -27125.41994 0.0001992019
0027 001065 -27120.42710 0.0001840652
0028 001092 -27115.80359 0.0001704807
0029 001118 -27111.51255 0.0001582485
0030 001145 -27107.52175 0.0001471996
0031 001172 -27103.80286 0.0001371903
0032 001198 -27100.33093 0.0001280976
0033 001225 -27097.08387 0.0001198162
0034 001264 -27094.04209 0.0001122549
0035 001315 -27091.18814 0.0001053351
0036 001366 -27088.50643 0.0000989882
0037 001418 -27085.98301 0.0000931546
0038 001469 -27083.60534 0.0000877820
0039 001503 -27081.36216 0.0000828246
0040 001537 -27079.24326 0.0000782418
0041 001564 -27077.23945 0.0000739980
0042 001592 -27075.34238 0.0000700616
0043 001618 -27073.54445 0.0000664047
0044 001645 -27071.83876 0.0000630021
0045 001672 -27070.21901 0.0000598316
0046 001698 -27068.67943 0.0000568733
0047 001725 -27067.21476 0.0000541094
0048 001751 -27065.82016 0.0000515237
0049 001778 -27064.49118 0.0000491019
0050 001805 -27063.22372 0.0000468309
0051 001831 -27062.01402 0.0000446990
0052 001860 -27060.85860 0.0000426954
0053 001888 -27059.75423 0.0000408106
0054 001922 -27058.69793 0.0000390357
0055 001949 -27057.68694 0.0000373627
0056 001976 -27056.71870 0.0000357843
0057 002003 -27055.79083 0.0000342938
0058 002030 -27054.90109 0.0000328853
