nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0056 000657 -4737.78902 0.0017310369
0057 000665 -4730.12863 0.0016168709
0058 000673 -4723.08793 0.0014884801
0059 000682 -4716.66698 0.0013594811
0060 000690 -4710.82244 0.0012391243
0061 000699 -4705.50548 0.0011286705
0062 000708 -4700.67714 0.0010261035
0063 000716 -4696.30424 0.0009302696
0064 000725 -4692.35317 0.0008413147
0065 000733 -4688.78793 0.0007597997
0066 000742 -4685.57080 0.0006861323
0067 000750 -4682.66337 0.0006205060
0068 000758 -4680.02736 0.0005629298
0069 000767 -4677.62599 0.0005131110
0070 000775 -4675.42583 0.0004703578
0071 000784 -4673.39827 0.0004336632
0072 000792 -4671.51997 0.0004019137
0073 000801 -4669.77242 0.0003740844
0074 000810 -4668.14106 0.0003493447
0075 000818 -4666.61424 0.0003270739
0076 000826 -4665.18243 0.0003068191
0077 000835 -4663.83778 0.0002882312
0078 000843 -4662.57387 0.0002710021
0079 000852 -4661.38574 0.0002548228
0080 000860 -4660.26990 0.0002393785
0081 000868 -4659.22420 0.0002243866
0082 000877 -4658.24734 0.0002096615
0083 000885 -4657.33820 0.0001951675
0084 000894 -4656.49513 0.0001810200
0085 000902 -4655.71550 0.0001674287
0086 000911 -4654.99566 0.0001546139
0087 000920 -4654.33121 0.0001427388
0088 000928 -4653.71740 0.0001318795
0089 000937 -4653.14951 0.0001220309
0090 000945 -4652.62309 0.0001131319
0091 000954 -4652.13412 0.0001050938
0092 000962 -4651.67903 0.0000978239
0093 000970 -4651.25462 0.0000912395
0094 000979 -4650.85799 0.0000852727
0095 000987 -4650.48653 0.0000798707
0096 000996 -4650.13778 0.0000749915
0097 001004 -4649.80948 0.0000705990
0098 001013 -4649.49953 0.0000666591
0099 001021 -4649.20598 0.0000631367
0100 001030 -4648.92705 0.0000599947
0101 001039 -4648.66116 0.0000571940
0102 001047 -4648.40690 0.0000546943
0103 001056 -4648.16307 0.0000524556
0104 001064 -4647.92862 0.0000504394
0105 001073 -4647.70268 0.0000486098
0106 001081 -4647.48455 0.0000469341
0107 001090 -4647.27362 0.0000453841
0108 001098 -4647.06944 0.0000439356
0109 001106 -4646.87162 0.0000425690
0110 001115 -4646.67985 0.0000412687
0111 001123 -4646.49388 0.0000400232
0112 001132 -4646.31348 0.0000388241
0113 001140 -4646.13847 0.0000376659
0114 001149 -4645.96868 0.0000365449
0115 001157 -4645.80394 0.0000354594
0116 001166 -4645.64408 0.0000344084
0117 001175 -4645.48896 0.0000333915
0118 001184 -4645.33840 0.0000324089
0119 001192 -4645.19226 0.0000314604
0120 001201 -4645.05037 0.0000305461
0121 001210 -4644.91257 0.0000296657
0122 001219 -4644.77871 0.0000288184
0123 001227 -4644.64864 0.0000280035
0124 001236 -4644.52221 0.0000272200
0125 001245 -4644.39929 0.0000264664
0126 001253 -4644.27973 0.0000257416
0127 001262 -4644.16342 0.0000250438
0128 001271 -4644.05024 0.0000243717
0129 001280 -4643.94006 0.0000237238
0130 001288 -4643.83279 0.0000230984
0131 001297 -4643.72833 0.0000224942
0132 001306 -4643.62659 0.0000219098
0133 001314 -4643.52748 0.0000213441
0134 001323 -4643.43091 0.0000207957
0135 001332 -4643.33682 0.0000202638
0136 001341 -4643.24513 0.0000197472
0137 001349 -4643.15577 0.0000192452
0138 001358 -4643.06867 0.0000187570
0139 001367 -4642.98379 0.0000182820
0140 001375 -4642.90105 0.0000178195
0141 001384 -4642.82041 0.0000173689
0142 001392 -4642.74181 0.0000169299
0143 001401 -4642.66519 0.0000165021
0144 001409 -4642.59052 0.0000160850
0145 001418 -4642.51773 0.0000156784
0146 001426 -4642.44678 0.0000152820
0147 001435 -4642.37763 0.0000148956
0148 001443 -4642.31023 0.0000145189
0149 001452 -4642.24453 0.0000141517
0150 001460 -4642.18050 0.0000137938
0151 001469 -4642.11808 0.0000134451
0152 001478 -4642.05724 0.0000131054
0153 001486 -4641.99794 0.0000127746
0154 001495 -4641.94014 0.0000124525
0155 001504 -4641.88379 0.0000121390
0156 001512 -4641.82886 0.0000118339
0157 001521 -4641.77531 0.0000115370
0158 001529 -4641.72309 0.0000112483
0159 001538 -4641.67219 0.0000109675
0160 001546 -4641.62255 0.0000106945
0161 001555 -4641.57414 0.0000104292
0162 001563 -4641.52693 0.0000101713
0163 001571 -4641.48088 0.0000099208
Start evaluating ...
  Columns 1 through 7

    0.2159    0.3067    0.3641    0.4050    0.4364    0.4639    0.4852

  Columns 8 through 10

    0.5035    0.5198    0.5332

    0.0682

Elapsed time is 1581.509540 seconds.
