nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.1000]
Staring Sample 6 - Loc: save/pmf/delicious-alg40-sp6-20170416155413531 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp6-20170416155413531 --user data/delicious/ctr-data/sp6/train-users.dat --item data/delicious/ctr-data/sp6/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp6-20170416155413531/ctr-log

iter time likelihood converge
0001 000050 -41927.46397 1.0000000000
0002 000101 -39681.93299 0.0535575197
0003 000152 -28957.90241 0.2702497025
0004 000203 -27818.84317 0.0393350049
0005 000254 -27643.48976 0.0063034041
0006 000305 -27553.63628 0.0032504390
0007 000357 -27489.91248 0.0023127186
0008 000408 -27440.22769 0.0018073824
0009 000459 -27399.91510 0.0014691054
0010 000510 -27366.41642 0.0012225836
0011 000561 -27338.12341 0.0010338587
0012 000612 -27313.92717 0.0008850730
0013 000663 -27293.02150 0.0007653850
0014 000715 -27274.80055 0.0006676047
0015 000766 -27258.79765 0.0005867286
0016 000817 -27244.64662 0.0005191361
0017 000868 -27232.05609 0.0004621287
0018 000919 -27220.79151 0.0004136517
0019 000970 -27210.66222 0.0003721159
0020 001021 -27201.51187 0.0003362780
0021 001072 -27193.21117 0.0003051559
0022 001124 -27185.65234 0.0002779675
0023 001175 -27178.74488 0.0002540849
0024 001226 -27172.41225 0.0002329993
0025 001258 -27166.58931 0.0002142960
0026 001285 -27161.22027 0.0001976338
0027 001312 -27156.25709 0.0001827302
0028 001338 -27151.65819 0.0001693498
0029 001365 -27147.38737 0.0001572950
0030 001392 -27143.41301 0.0001463993
0031 001418 -27139.70735 0.0001365215
0032 001447 -27136.24592 0.0001275411
0033 001475 -27133.00708 0.0001193550
0034 001502 -27129.97159 0.0001118745
0035 001529 -27127.12232 0.0001050228
0036 001556 -27124.44397 0.0000987334
0037 001583 -27121.92280 0.0000929482
0038 001610 -27119.54648 0.0000876163
0039 001637 -27117.30387 0.0000826933
0040 001663 -27115.18493 0.0000781398
0041 001690 -27113.18055 0.0000739211
0042 001717 -27111.28245 0.0000700064
0043 001743 -27109.48312 0.0000663683
0044 001770 -27107.77570 0.0000629823
0045 001797 -27106.15393 0.0000598268
0046 001823 -27104.61208 0.0000568820
0047 001851 -27103.14489 0.0000541304
0048 001879 -27101.74756 0.0000515563
0049 001907 -27100.41563 0.0000491453
0050 001934 -27099.14504 0.0000468845
0051 001960 -27097.93202 0.0000447623
0052 001987 -27096.77309 0.0000427681
0053 002014 -27095.66505 0.0000408923
0054 002042 -27094.60490 0.0000391260
0055 002069 -27093.58990 0.0000374614
0056 002096 -27092.61748 0.0000358911
0057 002123 -27091.68526 0.0000344085
0058 002150 -27090.79104 0.0000330074
