nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0056 000815 -4806.29241 0.0015694366
0057 000824 -4799.27441 0.0014601698
0058 000832 -4792.78349 0.0013524791
0059 000841 -4786.79418 0.0012496523
0060 000850 -4781.24790 0.0011586631
0061 000858 -4776.05770 0.0010855324
0062 000866 -4771.13753 0.0010301742
0063 000875 -4766.43553 0.0009855084
0064 000883 -4761.94471 0.0009421759
0065 000892 -4757.68521 0.0008944864
0066 000900 -4753.68204 0.0008414115
0067 000909 -4749.95571 0.0007838838
0068 000918 -4746.52002 0.0007233092
0069 000926 -4743.37840 0.0006618782
0070 000935 -4740.52050 0.0006025041
0071 000943 -4737.92361 0.0005478075
0072 000952 -4735.55837 0.0004992131
0073 000960 -4733.39504 0.0004568277
0074 000968 -4731.40759 0.0004198790
0075 000977 -4729.57517 0.0003872874
0076 000985 -4727.88152 0.0003580978
0077 000994 -4726.31348 0.0003316585
0078 001002 -4724.85976 0.0003075794
0079 001011 -4723.51034 0.0002856009
0080 001019 -4722.25628 0.0002654927
0081 001028 -4721.08980 0.0002470186
0082 001036 -4720.00419 0.0002299471
0083 001044 -4718.99376 0.0002140757
0084 001053 -4718.05350 0.0001992485
0085 001061 -4717.17896 0.0001853620
0086 001070 -4716.36591 0.0001723588
0087 001078 -4715.61027 0.0001602153
0088 001087 -4714.90800 0.0001489254
0089 001095 -4714.25505 0.0001384860
0090 001104 -4713.64745 0.0001288858
0091 001112 -4713.08134 0.0001200995
0092 001121 -4712.55307 0.0001120871
0093 001129 -4712.05921 0.0001047957
0094 001137 -4711.59666 0.0000981639
0095 001146 -4711.16259 0.0000921267
0096 001154 -4710.75452 0.0000866189
0097 001163 -4710.37022 0.0000815786
0098 001172 -4710.00776 0.0000769489
0099 001180 -4709.66545 0.0000726792
0100 001189 -4709.34177 0.0000687252
0101 001198 -4709.03543 0.0000650492
0102 001206 -4708.74527 0.0000616192
0103 001215 -4708.47023 0.0000584086
0104 001223 -4708.20941 0.0000553952
0105 001232 -4707.96194 0.0000525607
0106 001240 -4707.72706 0.0000498900
0107 001249 -4707.50405 0.0000473705
0108 001257 -4707.29225 0.0000449918
0109 001266 -4707.09104 0.0000427451
0110 001274 -4706.89982 0.0000406234
0111 001282 -4706.71804 0.0000386209
0112 001291 -4706.54514 0.0000367332
0113 001299 -4706.38062 0.0000349566
0114 001308 -4706.22395 0.0000332882
0115 001316 -4706.07465 0.0000317253
0116 001325 -4705.93222 0.0000302652
0117 001334 -4705.79619 0.0000289046
0118 001342 -4705.66613 0.0000276400
0119 001351 -4705.54158 0.0000264670
0120 001360 -4705.42215 0.0000253811
0121 001368 -4705.30744 0.0000243770
0122 001376 -4705.19711 0.0000234496
0123 001385 -4705.09080 0.0000225934
0124 001394 -4704.98821 0.0000218031
0125 001402 -4704.88907 0.0000210732
0126 001411 -4704.79309 0.0000203986
0127 001419 -4704.70006 0.0000197744
0128 001428 -4704.60975 0.0000191956
0129 001437 -4704.52197 0.0000186577
0130 001446 -4704.43655 0.0000181563
0131 001455 -4704.35335 0.0000176873
0132 001464 -4704.27221 0.0000172469
0133 001472 -4704.19303 0.0000168315
0134 001481 -4704.11570 0.0000164379
0135 001490 -4704.04014 0.0000160630
0136 001498 -4703.96627 0.0000157043
0137 001507 -4703.89402 0.0000153592
0138 001516 -4703.82334 0.0000150256
0139 001525 -4703.75419 0.0000147017
0140 001533 -4703.68652 0.0000143857
0141 001542 -4703.62031 0.0000140764
0142 001551 -4703.55553 0.0000137726
0143 001559 -4703.49215 0.0000134732
0144 001567 -4703.43017 0.0000131776
0145 001576 -4703.36957 0.0000128850
0146 001584 -4703.31033 0.0000125951
0147 001593 -4703.25245 0.0000123074
0148 001601 -4703.19590 0.0000120218
0149 001608 -4703.14070 0.0000117381
0150 001616 -4703.08682 0.0000114564
0151 001624 -4703.03425 0.0000111766
0152 001632 -4702.98299 0.0000108988
0153 001640 -4702.93303 0.0000106232
0154 001648 -4702.88436 0.0000103499
0155 001656 -4702.83696 0.0000100792
0156 001663 -4702.79082 0.0000098114
Start evaluating ...
  Columns 1 through 7

    0.2206    0.3114    0.3675    0.4098    0.4435    0.4694    0.4902

  Columns 8 through 10

    0.5079    0.5242    0.5365

    0.0695

Elapsed time is 1672.778217 seconds.
