nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 001605 -27104.61072 0.0000318316
0060 001631 -27103.78200 0.0000305747
0061 001658 -27102.98561 0.0000293830
0062 001685 -27102.21989 0.0000282525
0063 001712 -27101.48328 0.0000271790
0064 001738 -27100.77432 0.0000261591
0065 001765 -27100.09167 0.0000251895
0066 001792 -27099.43403 0.0000242670
0067 001819 -27098.80021 0.0000233889
0068 001846 -27098.18906 0.0000225524
0069 001880 -27097.59954 0.0000217551
0070 001908 -27097.03063 0.0000209948
0071 001935 -27096.48139 0.0000202693
0072 001961 -27095.95094 0.0000195766
0073 001988 -27095.43842 0.0000189150
0074 002016 -27094.94304 0.0000182827
0075 002043 -27094.46405 0.0000176781
0076 002071 -27094.00074 0.0000170997
0077 002098 -27093.55244 0.0000165461
0078 002125 -27093.11851 0.0000160160
0079 002152 -27092.69835 0.0000155082
0080 002179 -27092.29137 0.0000150216
0081 002206 -27091.89705 0.0000145549
0082 002234 -27091.51485 0.0000141073
0083 002261 -27091.14430 0.0000136778
0084 002289 -27090.78492 0.0000132655
0085 002316 -27090.43628 0.0000128695
0086 002343 -27090.09794 0.0000124891
0087 002371 -27089.76952 0.0000121234
0088 002398 -27089.45062 0.0000117719
0089 002426 -27089.14088 0.0000114338
0090 002454 -27088.83996 0.0000111086
0091 002481 -27088.54752 0.0000107955
0092 002508 -27088.26326 0.0000104941
0093 002535 -27087.98685 0.0000102038
0094 002562 -27087.71803 0.0000099241
0095 002588 -27087.45651 0.0000096546
0096 002615 -27087.20202 0.0000093948
0097 002642 -27086.95433 0.0000091443
0098 002669 -27086.71319 0.0000089026
0099 002696 -27086.47836 0.0000086694
0100 002723 -27086.24963 0.0000084444
0101 002753 -27086.02679 0.0000082271
0102 002780 -27085.80963 0.0000080173
0103 002807 -27085.59797 0.0000078146
0104 002834 -27085.39161 0.0000076188
0105 002861 -27085.19038 0.0000074295
0106 002888 -27084.99411 0.0000072465
0107 002915 -27084.80263 0.0000070695
0108 002942 -27084.61579 0.0000068983
0109 002969 -27084.43344 0.0000067327
0110 002996 -27084.25543 0.0000065724
0111 003024 -27084.08162 0.0000064173
0112 003051 -27083.91188 0.0000062671
0113 003078 -27083.74608 0.0000061216
0114 003105 -27083.58410 0.0000059807
0115 003132 -27083.42583 0.0000058441
0116 003159 -27083.27113 0.0000057118
0117 003186 -27083.11991 0.0000055835
0118 003213 -27082.97206 0.0000054591
0119 003239 -27082.82748 0.0000053384
0120 003266 -27082.68607 0.0000052214
0121 003292 -27082.54774 0.0000051078
0122 003318 -27082.41239 0.0000049976
0123 003344 -27082.27994 0.0000048906
0124 003370 -27082.15030 0.0000047868
0125 003395 -27082.02340 0.0000046859
0126 003421 -27081.89915 0.0000045879
0127 003448 -27081.77748 0.0000044928
0128 003473 -27081.65831 0.0000044003
0129 003500 -27081.54158 0.0000043104
0130 003526 -27081.42721 0.0000042230
0131 003552 -27081.31515 0.0000041380
0132 003577 -27081.20532 0.0000040554
0133 003603 -27081.09767 0.0000039750
0134 003629 -27080.99214 0.0000038968
0135 003655 -27080.88868 0.0000038207
0136 003681 -27080.78721 0.0000037467
0137 003707 -27080.68770 0.0000036746
0138 003733 -27080.59009 0.0000036044
0139 003759 -27080.49434 0.0000035360
0140 003784 -27080.40038 0.0000034695
0141 003811 -27080.30818 0.0000034046
0142 003838 -27080.21770 0.0000033414
0143 003866 -27080.12888 0.0000032798
0144 003893 -27080.04168 0.0000032198
0145 003920 -27079.95608 0.0000031613
0146 003947 -27079.87201 0.0000031042
0147 003974 -27079.78946 0.0000030486
0148 004001 -27079.70837 0.0000029944
0149 004028 -27079.62872 0.0000029414
0150 004055 -27079.55046 0.0000028898
0151 004082 -27079.47358 0.0000028394
0152 004110 -27079.39802 0.0000027902
0153 004137 -27079.32376 0.0000027422
0154 004164 -27079.25078 0.0000026953
0155 004191 -27079.17903 0.0000026495
0156 004219 -27079.10849 0.0000026048
0157 004246 -27079.03914 0.0000025612
0158 004273 -27078.97094 0.0000025185
0159 004300 -27078.90387 0.0000024768
0160 004328 -27078.83790 0.0000024361
0161 004355 -27078.77302 0.0000023963
0162 004382 -27078.70918 0.0000023574
0163 004410 -27078.64637 0.0000023194
0164 004437 -27078.58458 0.0000022822
0165 004464 -27078.52376 0.0000022458
0166 004491 -27078.46391 0.0000022102
0167 004519 -27078.40501 0.0000021754
0168 004546 -27078.34702 0.0000021414
0169 004574 -27078.28994 0.0000021081
0170 004601 -27078.23374 0.0000020755
0171 004628 -27078.17840 0.0000020436
0172 004656 -27078.12391 0.0000020124
0173 004683 -27078.07024 0.0000019818
0174 004710 -27078.01739 0.0000019519
0175 004737 -27077.96532 0.0000019226
0176 004765 -27077.91404 0.0000018939
0177 004792 -27077.86352 0.0000018658
0178 004820 -27077.81374 0.0000018383
0179 004847 -27077.76469 0.0000018114
0180 004874 -27077.71636 0.0000017849
0181 004901 -27077.66873 0.0000017591
0182 004929 -27077.62178 0.0000017337
0183 004956 -27077.57551 0.0000017088
0184 004983 -27077.52990 0.0000016845
0185 005011 -27077.48494 0.0000016606
0186 005038 -27077.44061 0.0000016371
0187 005065 -27077.39690 0.0000016142
0188 005092 -27077.35380 0.0000015916
0189 005120 -27077.31130 0.0000015696
0190 005147 -27077.26939 0.0000015479
0191 005175 -27077.22805 0.0000015266
0192 005202 -27077.18728 0.0000015058
0193 005229 -27077.14706 0.0000014853
0194 005257 -27077.10739 0.0000014652
0195 005284 -27077.06825 0.0000014455
0196 005311 -27077.02963 0.0000014262
0197 005338 -27076.99153 0.0000014072
0198 005366 -27076.95393 0.0000013886
0199 005393 -27076.91682 0.0000013703
0200 005421 -27076.88020 0.0000013524
Start evaluating ...
  Columns 1 through 7

    0.0732    0.1143    0.1726    0.2305    0.2727    0.3011    0.3164

  Columns 8 through 10

    0.3230    0.3263    0.3285

    0.0187

Elapsed time is 5443.102813 seconds.
