nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.1000]
Staring Sample 10 - Loc: save/pmf/delicious-alg40-sp10-20170416155413482 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp10-20170416155413482 --user data/delicious/ctr-data/sp10/train-users.dat --item data/delicious/ctr-data/sp10/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp10-20170416155413482/ctr-log

iter time likelihood converge
0001 000049 -41881.08070 1.0000000000
0002 000101 -39645.75511 0.0533731593
0003 000152 -28940.91991 0.2700121405
0004 000203 -27794.12541 0.0396253645
0005 000254 -27618.40086 0.0063223631
0006 000305 -27529.24060 0.0032282917
0007 000357 -27466.51669 0.0022784468
0008 000408 -27417.52320 0.0017837534
0009 000459 -27377.57062 0.0014571915
0010 000511 -27344.24269 0.0012173442
0011 000562 -27316.03119 0.0010317162
0012 000613 -27291.87366 0.0008843721
0013 000664 -27270.98386 0.0007654220
0014 000716 -27252.76632 0.0006680191
0015 000767 -27236.76136 0.0005872783
0016 000818 -27222.60795 0.0005196436
0017 000869 -27210.01836 0.0004624684
0018 000921 -27198.76042 0.0004137423
0019 000972 -27188.64483 0.0003719136
0020 001023 -27179.51574 0.0003357686
0021 001074 -27171.24373 0.0003043472
0022 001125 -27163.72050 0.0002768819
0023 001177 -27156.85477 0.0002527537
0024 001228 -27150.56908 0.0002314588
0025 001279 -27144.79731 0.0002125837
0026 001330 -27139.48272 0.0001957866
0027 001382 -27134.57637 0.0001807827
0028 001433 -27130.03584 0.0001673336
0029 001484 -27125.82422 0.0001552383
0030 001536 -27121.90924 0.0001443267
0031 001587 -27118.26259 0.0001344540
0032 001639 -27114.85935 0.0001254962
0033 001690 -27111.67750 0.0001173471
0034 001742 -27108.69752 0.0001099151
0035 001793 -27105.90205 0.0001031208
0036 001844 -27103.27561 0.0000968955
0037 001880 -27100.80436 0.0000911791
0038 001908 -27098.47588 0.0000859192
0039 001934 -27096.27901 0.0000810696
0040 001961 -27094.20371 0.0000765901
0041 001988 -27092.24087 0.0000724448
0042 002016 -27090.38229 0.0000686022
0043 002043 -27088.62048 0.0000650343
0044 002070 -27086.94868 0.0000617162
0045 002097 -27085.36069 0.0000586257
0046 002124 -27083.85087 0.0000557431
0047 002151 -27082.41405 0.0000530506
0048 002177 -27081.04552 0.0000505322
0049 002204 -27079.74092 0.0000481739
0050 002234 -27078.49626 0.0000459626
0051 002260 -27077.30788 0.0000438867
0052 002288 -27076.17237 0.0000419358
0053 002315 -27075.08661 0.0000401004
0054 002342 -27074.04769 0.0000383717
0055 002368 -27073.05293 0.0000367421
0056 002395 -27072.09984 0.0000352043
0057 002423 -27071.18611 0.0000337518
0058 002451 -27070.30958 0.0000323788
