nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0056 000732 -4734.79218 0.0013989648
0057 000741 -4728.58970 0.0013099792
0058 000749 -4722.71506 0.0012423650
0059 000758 -4717.10752 0.0011873568
0060 000766 -4711.74434 0.0011369622
0061 000774 -4706.62918 0.0010856195
0062 000783 -4701.77577 0.0010311872
0063 000791 -4697.19395 0.0009744854
0064 000800 -4692.88727 0.0009168633
0065 000808 -4688.85611 0.0008589933
0066 000817 -4685.09830 0.0008014334
0067 000825 -4681.60744 0.0007451002
0068 000834 -4678.37215 0.0006910628
0069 000842 -4675.37801 0.0006399971
0070 000850 -4672.61073 0.0005918825
0071 000859 -4670.05814 0.0005462872
0072 000867 -4667.70925 0.0005029699
0073 000876 -4665.55165 0.0004622388
0074 000884 -4663.56971 0.0004248032
0075 000893 -4661.74470 0.0003913322
0076 000901 -4660.05673 0.0003620895
0077 000910 -4658.48715 0.0003368171
0078 000919 -4657.02051 0.0003148321
0079 000927 -4655.64556 0.0002952407
0080 000936 -4654.35510 0.0002771819
0081 000944 -4653.14487 0.0002600226
0082 000953 -4652.01210 0.0002434406
0083 000961 -4650.95429 0.0002273878
0084 000970 -4649.96838 0.0002119801
0085 000978 -4649.05057 0.0001973801
0086 000986 -4648.19646 0.0001837168
0087 000995 -4647.40139 0.0001710499
0088 001003 -4646.66072 0.0001593715
0089 001012 -4645.97012 0.0001486247
0090 001020 -4645.32559 0.0001387275
0091 001029 -4644.72360 0.0001295917
0092 001037 -4644.16096 0.0001211345
0093 001046 -4643.63485 0.0001132841
0094 001054 -4643.14271 0.0001059808
0095 001063 -4642.68223 0.0000991752
0096 001071 -4642.25127 0.0000928265
0097 001079 -4641.84785 0.0000869005
0098 001088 -4641.47015 0.0000813679
0099 001096 -4641.11646 0.0000762035
0100 001105 -4640.78515 0.0000713854
0101 001114 -4640.47471 0.0000668944
0102 001123 -4640.18369 0.0000627135
0103 001131 -4639.91072 0.0000588272
0104 001139 -4639.65449 0.0000552215
0105 001148 -4639.41378 0.0000518827
0106 001156 -4639.18739 0.0000487972
0107 001165 -4638.97421 0.0000459515
0108 001174 -4638.77319 0.0000433320
0109 001182 -4638.58335 0.0000409248
0110 001191 -4638.40376 0.0000387161
0111 001199 -4638.23357 0.0000366922
0112 001207 -4638.07197 0.0000348398
0113 001216 -4637.91824 0.0000331459
0114 001224 -4637.77169 0.0000315980
0115 001233 -4637.63171 0.0000301841
0116 001241 -4637.49771 0.0000288930
0117 001250 -4637.36919 0.0000277141
0118 001258 -4637.24566 0.0000266372
0119 001266 -4637.12670 0.0000256531
0120 001275 -4637.01192 0.0000247530
0121 001283 -4636.90096 0.0000239287
0122 001292 -4636.79351 0.0000231726
0123 001300 -4636.68929 0.0000224777
0124 001309 -4636.58803 0.0000218374
0125 001317 -4636.48952 0.0000212458
0126 001325 -4636.39356 0.0000206973
0127 001334 -4636.29997 0.0000201867
0128 001343 -4636.20859 0.0000197094
0129 001351 -4636.11929 0.0000192611
0130 001360 -4636.03196 0.0000188379
0131 001369 -4635.94648 0.0000184364
0132 001377 -4635.86279 0.0000180533
0133 001386 -4635.78080 0.0000176858
0134 001395 -4635.70046 0.0000173314
0135 001403 -4635.62171 0.0000169879
0136 001412 -4635.54451 0.0000166533
0137 001420 -4635.46883 0.0000163260
0138 001429 -4635.39464 0.0000160045
0139 001438 -4635.32192 0.0000156876
0140 001446 -4635.25066 0.0000153743
0141 001455 -4635.18083 0.0000150637
0142 001463 -4635.11244 0.0000147554
0143 001472 -4635.04547 0.0000144486
0144 001480 -4634.97991 0.0000141432
0145 001489 -4634.91577 0.0000138388
0146 001498 -4634.85304 0.0000135354
0147 001507 -4634.79170 0.0000132330
0148 001516 -4634.73177 0.0000129316
0149 001524 -4634.67323 0.0000126313
0150 001533 -4634.61607 0.0000123323
0151 001541 -4634.56029 0.0000120348
0152 001550 -4634.50589 0.0000117392
0153 001559 -4634.45284 0.0000114457
0154 001567 -4634.40115 0.0000111545
0155 001576 -4634.35079 0.0000108661
0156 001584 -4634.30175 0.0000105806
0157 001592 -4634.25403 0.0000102985
0158 001601 -4634.20759 0.0000100201
0159 001608 -4634.16243 0.0000097455
Start evaluating ...
  Columns 1 through 7

    0.2120    0.3033    0.3595    0.4023    0.4344    0.4579    0.4795

  Columns 8 through 10

    0.4962    0.5132    0.5287

    0.0688

Elapsed time is 1619.358349 seconds.
