nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.1000]
Staring Sample 8 - Loc: save/pmf/delicious-alg40-sp8-20170416155413207 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp8-20170416155413207 --user data/delicious/ctr-data/sp8/train-users.dat --item data/delicious/ctr-data/sp8/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp8-20170416155413207/ctr-log

iter time likelihood converge
0001 000028 -41847.12516 1.0000000000
0002 000055 -39616.91207 0.0532942964
0003 000081 -28921.06841 0.2699817603
0004 000108 -27771.45036 0.0397501930
0005 000135 -27596.81831 0.0062881861
0006 000162 -27507.24352 0.0032458378
0007 000188 -27443.95835 0.0023006728
0008 000215 -27394.82709 0.0017902397
0009 000242 -27354.91043 0.0014570873
0010 000268 -27321.64302 0.0012161405
0011 000295 -27293.46569 0.0010313190
0012 000322 -27269.31228 0.0008849520
0013 000349 -27248.40428 0.0007667227
0014 000375 -27230.15306 0.0006698089
0015 000402 -27214.10339 0.0005894079
0016 000429 -27199.89711 0.0005220192
0017 000455 -27187.24838 0.0004650283
0018 000482 -27175.92642 0.0004164438
0019 000509 -27165.74294 0.0003747243
0020 000536 -27156.54294 0.0003386619
0021 000562 -27148.19774 0.0003072997
0022 000589 -27140.59970 0.0002798727
0023 000616 -27133.65813 0.0002557636
0024 000642 -27127.29608 0.0002344705
0025 000669 -27121.44793 0.0002155819
0026 000696 -27116.05733 0.0001987578
0027 000728 -27111.07570 0.0001837153
0028 000780 -27106.46091 0.0001702179
0029 000831 -27102.17629 0.0001580663
0030 000882 -27098.18978 0.0001470919
0031 000934 -27094.47323 0.0001371512
0032 000985 -27091.00184 0.0001281216
0033 001036 -27087.75369 0.0001198979
0034 001087 -27084.70931 0.0001123894
0035 001139 -27081.85140 0.0001055175
0036 001190 -27079.16450 0.0000992140
0037 001241 -27076.63478 0.0000934196
0038 001270 -27074.24981 0.0000880822
0039 001321 -27071.99841 0.0000831563
0040 001373 -27069.87051 0.0000786016
0041 001424 -27067.85698 0.0000743828
0042 001465 -27065.94955 0.0000704685
0043 001511 -27064.14071 0.0000668309
0044 001562 -27062.42362 0.0000634451
0045 001613 -27060.79205 0.0000602892
0046 001664 -27059.24029 0.0000573434
0047 001716 -27057.76312 0.0000545900
0048 001767 -27056.35577 0.0000520130
0049 001818 -27055.01382 0.0000495983
0050 001859 -27053.73323 0.0000473329
0051 001895 -27052.51026 0.0000452051
0052 001922 -27051.34148 0.0000432044
0053 001949 -27050.22368 0.0000413212
0054 001975 -27049.15393 0.0000395469
0055 002003 -27048.12948 0.0000378735
0056 002030 -27047.14780 0.0000362939
0057 002057 -27046.20652 0.0000348013
0058 002084 -27045.30345 0.0000333899
