nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 1.0000]
Staring Sample 1 - Loc: save/sorec/lastfm-alg50-sp1-20170416114202860 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp1-20170416114202860 --b 1 --user data/lastfm/ctr-data/sp1/train-users.dat --item data/lastfm/ctr-data/sp1/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 1.000000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp1-20170416114202860/ctr-log

iter time likelihood converge
0001 000009 -35982.57726 1.0000000000
0002 000017 -13523.06577 0.6241773992
0003 000026 -11262.89816 0.1671342613
0004 000034 -9619.84674 0.1458817617
0005 000042 -8774.60783 0.0878640720
0006 000051 -8199.46929 0.0655457824
0007 000060 -7759.60612 0.0536453220
0008 000068 -7427.71385 0.0427717935
0009 000077 -7163.64120 0.0355523460
0010 000085 -6937.23105 0.0316054564
0011 000094 -6754.66749 0.0263164882
0012 000102 -6605.63729 0.0220632924
0013 000110 -6475.99273 0.0196263518
0014 000119 -6365.56632 0.0170516572
0015 000127 -6266.70378 0.0155308314
0016 000136 -6172.85244 0.0149761898
0017 000144 -6083.92647 0.0144059765
0018 000153 -6000.46080 0.0137190463
0019 000161 -5922.17966 0.0130458554
0020 000169 -5847.42963 0.0126220457
0021 000178 -5772.53970 0.0128073259
0022 000186 -5701.63295 0.0122834569
0023 000195 -5638.15286 0.0111336697
0024 000203 -5580.24025 0.0102715560
0025 000211 -5523.67025 0.0101375561
0026 000220 -5469.75560 0.0097606574
0027 000228 -5423.65822 0.0084276858
0028 000237 -5379.56732 0.0081293655
0029 000245 -5335.68387 0.0081574306
0030 000253 -5294.67689 0.0076854211
0031 000262 -5257.41548 0.0070375235
0032 000270 -5224.02482 0.0063511560
0033 000279 -5192.38864 0.0060558999
0034 000287 -5162.15052 0.0058235476
0035 000296 -5134.38481 0.0053787109
0036 000304 -5108.82466 0.0049782299
0037 000312 -5083.72557 0.0049128882
0038 000321 -5058.54972 0.0049522442
0039 000329 -5034.48252 0.0047577288
0040 000339 -5012.19145 0.0044276780
0041 000347 -4991.62104 0.0041040742
0042 000356 -4972.73680 0.0037831875
0043 000364 -4955.26569 0.0035133798
0044 000372 -4938.52103 0.0033791659
0045 000381 -4922.24314 0.0032961062
0046 000389 -4906.66223 0.0031654082
0047 000398 -4892.00081 0.0029880643
0048 000406 -4878.36528 0.0027873103
0049 000414 -4865.78997 0.0025777722
0050 000423 -4854.26952 0.0023676417
0051 000431 -4843.74458 0.0021681817
0052 000440 -4834.09881 0.0019913878
0053 000448 -4825.20936 0.0018389051
0054 000456 -4816.99072 0.0017032703
0055 000465 -4809.36724 0.0015826244
