nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 1.0000]
Staring Sample 6 - Loc: save/sorec/lastfm-alg50-sp6-20170416114202156 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp6-20170416114202156 --b 1 --user data/lastfm/ctr-data/sp6/train-users.dat --item data/lastfm/ctr-data/sp6/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 1.000000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp6-20170416114202156/ctr-log

iter time likelihood converge
0001 000016 -35997.23455 1.0000000000
0002 000032 -13570.51323 0.6230123397
0003 000048 -11436.08208 0.1572844829
0004 000065 -9705.55079 0.1513220418
0005 000081 -8842.70198 0.0889026109
0006 000097 -8221.03767 0.0703025284
0007 000113 -7789.58943 0.0524809960
0008 000129 -7465.86573 0.0415585056
0009 000146 -7206.84120 0.0346945078
0010 000162 -6998.54356 0.0289027648
0011 000178 -6821.44788 0.0253046479
0012 000194 -6665.80493 0.0228167029
0013 000210 -6535.36248 0.0195688974
0014 000227 -6423.33449 0.0171418170
0015 000243 -6322.44251 0.0157071029
0016 000259 -6226.76795 0.0151325317
0017 000275 -6130.68012 0.0154314139
0018 000291 -6041.40719 0.0145616679
0019 000307 -5958.28879 0.0137581192
0020 000324 -5887.12473 0.0119437077
0021 000340 -5821.39704 0.0111646510
0022 000356 -5756.74823 0.0111053776
0023 000372 -5694.00138 0.0108997032
0024 000388 -5632.12104 0.0108676368
0025 000405 -5573.66027 0.0103798845
0026 000421 -5517.97968 0.0099899504
0027 000430 -5465.09367 0.0095843082
0028 000439 -5417.34100 0.0087377575
0029 000448 -5373.22457 0.0081435576
0030 000457 -5331.01101 0.0078562807
0031 000465 -5291.26135 0.0074563080
0032 000474 -5256.11137 0.0066430246
0033 000483 -5226.41490 0.0056498940
0034 000491 -5198.76734 0.0052899673
0035 000500 -5170.16907 0.0055009703
0036 000508 -5141.50510 0.0055441073
0037 000517 -5114.79289 0.0051954066
0038 000525 -5090.38354 0.0047723058
0039 000534 -5068.28300 0.0043416240
0040 000543 -5047.92706 0.0040163386
0041 000559 -5028.29901 0.0038883390
0042 000575 -5008.30897 0.0039755084
0043 000592 -4987.88407 0.0040782027
0044 000608 -4968.19321 0.0039477379
0045 000624 -4950.12246 0.0036372879
0046 000640 -4933.89425 0.0032783452
0047 000656 -4919.34121 0.0029496059
0048 000673 -4906.03846 0.0027041724
0049 000689 -4893.59130 0.0025371098
0050 000705 -4881.81120 0.0024072512
0051 000715 -4870.60599 0.0022952974
0052 000723 -4859.96385 0.0021849731
0053 000732 -4849.98588 0.0020530955
0054 000740 -4840.78215 0.0018976808
0055 000749 -4832.37244 0.0017372624
