nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 1.0000]
Staring Sample 4 - Loc: save/sorec/lastfm-alg50-sp4-20170416114201963 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp4-20170416114201963 --b 1 --user data/lastfm/ctr-data/sp4/train-users.dat --item data/lastfm/ctr-data/sp4/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 1.000000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp4-20170416114201963/ctr-log

iter time likelihood converge
0001 000016 -35860.15441 1.0000000000
0002 000032 -13394.21890 0.6264874171
0003 000048 -11199.46125 0.1638585771
0004 000058 -9627.54022 0.1403568436
0005 000067 -8743.25256 0.0918498015
0006 000075 -8128.62137 0.0702977733
0007 000084 -7675.72195 0.0557166342
0008 000092 -7337.64161 0.0440454125
0009 000101 -7081.00045 0.0349759743
0010 000109 -6875.24576 0.0290572903
0011 000118 -6706.80113 0.0245001610
0012 000126 -6566.64903 0.0208970121
0013 000134 -6448.18324 0.0180405233
0014 000143 -6340.51829 0.0166969438
0015 000151 -6241.59095 0.0156024060
0016 000160 -6146.24321 0.0152761916
0017 000168 -6051.08522 0.0154823010
0018 000177 -5963.80896 0.0144232406
0019 000185 -5882.06434 0.0137067809
0020 000193 -5799.74327 0.0139952688
0021 000202 -5724.48567 0.0129760223
0022 000210 -5655.75949 0.0120056515
0023 000219 -5589.67824 0.0116838873
0024 000227 -5528.71537 0.0109063285
0025 000236 -5474.80191 0.0097515339
0026 000244 -5426.15245 0.0088860681
0027 000252 -5381.39122 0.0082491649
0028 000261 -5339.86431 0.0077167619
0029 000269 -5300.09142 0.0074482961
0030 000278 -5260.55504 0.0074595648
0031 000286 -5219.91530 0.0077253715
0032 000295 -5179.75510 0.0076936506
0033 000303 -5142.13398 0.0072631076
0034 000311 -5107.90295 0.0066569688
0035 000320 -5076.82663 0.0060839696
0036 000328 -5048.75727 0.0055289183
0037 000337 -5022.92465 0.0051166292
0038 000346 -4998.89071 0.0047848493
0039 000354 -4976.59754 0.0044596241
0040 000363 -4955.99052 0.0041407847
0041 000371 -4936.86202 0.0038596724
0042 000379 -4918.71178 0.0036764720
0043 000388 -4901.21011 0.0035581832
0044 000396 -4884.24313 0.0034617934
0045 000404 -4867.92818 0.0033403237
0046 000413 -4852.69946 0.0031283763
0047 000421 -4838.88449 0.0028468635
0048 000430 -4826.40316 0.0025793818
0049 000438 -4814.91026 0.0023812550
0050 000447 -4804.15491 0.0022337607
0051 000455 -4794.11837 0.0020891366
0052 000464 -4784.81379 0.0019408317
0053 000472 -4776.15387 0.0018098764
0054 000480 -4768.02147 0.0017027098
0055 000489 -4760.33370 0.0016123604
