nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 1.0000]
Staring Sample 8 - Loc: save/sorec/lastfm-alg50-sp8-20170416114202424 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp8-20170416114202424 --b 1 --user data/lastfm/ctr-data/sp8/train-users.dat --item data/lastfm/ctr-data/sp8/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 1.000000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp8-20170416114202424/ctr-log

iter time likelihood converge
0001 000016 -35927.20033 1.0000000000
0002 000032 -13502.46231 0.6241715975
0003 000049 -11194.77832 0.1709083818
0004 000058 -9625.14042 0.1402116111
0005 000067 -8740.83422 0.0918746283
0006 000075 -8135.19391 0.0692886171
0007 000084 -7681.65923 0.0557497064
0008 000092 -7348.96460 0.0433102570
0009 000100 -7099.95483 0.0338836534
0010 000109 -6900.52770 0.0280885070
0011 000117 -6740.81946 0.0231443520
0012 000125 -6600.49805 0.0208166685
0013 000134 -6467.55822 0.0201408784
0014 000142 -6346.30144 0.0187484643
0015 000150 -6241.54859 0.0165061260
0016 000159 -6149.26724 0.0147850086
0017 000167 -6062.63430 0.0140883357
0018 000176 -5979.35950 0.0137357442
0019 000184 -5901.01797 0.0131019941
0020 000192 -5823.14204 0.0131970337
0021 000201 -5747.20322 0.0130408660
0022 000209 -5676.78151 0.0122532138
0023 000217 -5615.61448 0.0107749496
0024 000226 -5561.86042 0.0095722481
0025 000234 -5511.22686 0.0091037094
0026 000242 -5461.38961 0.0090428590
0027 000251 -5412.43926 0.0089629845
0028 000259 -5364.90394 0.0087826065
0029 000267 -5318.75946 0.0086011750
0030 000276 -5275.43975 0.0081447014
0031 000284 -5235.45941 0.0075785798
0032 000292 -5196.93067 0.0073591901
0033 000301 -5160.96597 0.0069203733
0034 000309 -5128.53543 0.0062838124
0035 000318 -5098.36200 0.0058834395
0036 000326 -5069.43428 0.0056739247
0037 000335 -5042.25646 0.0053611147
0038 000344 -5017.14811 0.0049795864
0039 000352 -4994.18639 0.0045766486
0040 000360 -4972.99797 0.0042426155
0041 000369 -4952.80048 0.0040614316
0042 000377 -4933.46297 0.0039043602
0043 000385 -4915.32022 0.0036774862
0044 000394 -4898.27156 0.0034684741
0045 000402 -4882.11338 0.0032987523
0046 000410 -4866.90433 0.0031152597
0047 000419 -4852.61641 0.0029357305
0048 000428 -4839.16964 0.0027710348
0049 000436 -4826.71375 0.0025739722
0050 000444 -4815.35390 0.0023535375
0051 000453 -4804.95667 0.0021591822
0052 000461 -4795.26036 0.0020179805
0053 000469 -4786.01741 0.0019275194
0054 000478 -4777.12124 0.0018587827
0055 000486 -4768.62179 0.0017791982
