nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: lastfm - Non-Coldstart]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 1.0000]
Staring Sample 9 - Loc: save/sorec/lastfm-alg50-sp9-20170416114202829 
SoRec Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-sorec/ctr --directory save/sorec/lastfm-alg50-sp9-20170416114202829 --b 1 --user data/lastfm/ctr-data/sp9/train-users.dat --item data/lastfm/ctr-data/sp9/train-items.dat --net data/lastfm/ctr-data/net-users.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --lambda_q 1.000000 --lambda_s 0.010000 --save_lag 100 --random_seed 123 >> save/sorec/lastfm-alg50-sp9-20170416114202829/ctr-log

iter time likelihood converge
0001 000009 -35923.88514 1.0000000000
0002 000017 -13438.82776 0.6259082861
0003 000026 -11333.67336 0.1566471750
0004 000034 -9684.04313 0.1455512416
0005 000042 -8784.38223 0.0929013726
0006 000052 -8171.51748 0.0697675411
0007 000068 -7721.98657 0.0550119263
0008 000084 -7386.50925 0.0434444319
0009 000100 -7123.76394 0.0355709707
0010 000116 -6918.02165 0.0288811221
0011 000133 -6749.33404 0.0243837921
0012 000149 -6611.90551 0.0203617919
0013 000165 -6492.42363 0.0180707180
0014 000181 -6374.16823 0.0182143689
0015 000197 -6261.67390 0.0176484714
0016 000214 -6164.65017 0.0154948555
0017 000230 -6071.64528 0.0150868076
0018 000246 -5978.99123 0.0152601219
0019 000262 -5899.42419 0.0133077706
0020 000278 -5831.10574 0.0115805280
0021 000294 -5764.91909 0.0113506187
0022 000311 -5698.72438 0.0114823302
0023 000327 -5639.35293 0.0104183765
0024 000343 -5582.74814 0.0100374611
0025 000359 -5524.86810 0.0103676604
0026 000376 -5469.53465 0.0100153446
0027 000392 -5419.98707 0.0090588278
0028 000408 -5373.82510 0.0085169889
0029 000424 -5330.10774 0.0081352406
0030 000440 -5286.26677 0.0082251561
0031 000457 -5244.64179 0.0078741737
0032 000473 -5207.90592 0.0070044575
0033 000489 -5174.91518 0.0063347422
0034 000498 -5143.52559 0.0060657214
0035 000507 -5114.03095 0.0057343219
0036 000515 -5087.19119 0.0052482610
0037 000523 -5061.28633 0.0050921734
0038 000532 -5035.21130 0.0051518582
0039 000540 -5009.60999 0.0050844561
0040 000549 -4985.35381 0.0048419281
0041 000557 -4962.91946 0.0045000520
0042 000566 -4942.82618 0.0040486830
0043 000574 -4925.17688 0.0035706890
0044 000583 -4909.43610 0.0031959831
0045 000591 -4895.11654 0.0029167415
0046 000599 -4881.91368 0.0026971501
0047 000608 -4869.47088 0.0025487532
0048 000616 -4857.39414 0.0024800937
0049 000625 -4845.47351 0.0024541204
0050 000633 -4833.76769 0.0024158260
0051 000641 -4822.39506 0.0023527474
0052 000650 -4811.46604 0.0022663035
0053 000658 -4801.22708 0.0021280344
0054 000667 -4791.90534 0.0019415327
0055 000675 -4783.50129 0.0017538009
