nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Non-Coldstart]
Init social model
Could not use CUDA
Params [lbd-U: 0.1000|lbd-V: 100.0000|lbd-N: -1.0000|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/pmf/delicious-alg40-sp1-20170416155413459 
PMF with confidence Running ...
export LD_LIBRARY_PATH=../gsldump/lib && ctr-part-pmf/ctr --directory save/pmf/delicious-alg40-sp1-20170416155413459 --user data/delicious/ctr-data/sp1/train-users.dat --item data/delicious/ctr-data/sp1/train-items.dat --max_iter 200 --num_factors 100 --lambda_v 100.000000 --lambda_u 0.100000 --save_lag 100 --random_seed 123 >> save/pmf/delicious-alg40-sp1-20170416155413459/ctr-log

iter time likelihood converge
0001 000049 -41862.59395 1.0000000000
0002 000100 -39636.12372 0.0531851950
0003 000152 -28926.12556 0.2702080113
0004 000203 -27782.24967 0.0395447321
0005 000254 -27608.98265 0.0062366088
0006 000305 -27519.17925 0.0032526877
0007 000356 -27456.13848 0.0022907940
0008 000407 -27406.95726 0.0017912649
0009 000458 -27366.86830 0.0014627292
0010 000509 -27333.45971 0.0012207678
0011 000560 -27305.20115 0.0010338450
0012 000612 -27281.01984 0.0008855937
0013 000663 -27260.12582 0.0007658813
0014 000714 -27241.91956 0.0006678713
0015 000765 -27225.93656 0.0005867060
0016 000816 -27211.81139 0.0005188130
0017 000867 -27199.25295 0.0004615071
0018 000918 -27188.02674 0.0004127394
0019 000969 -27177.94196 0.0003709275
0020 001020 -27168.84183 0.0003348349
0021 001065 -27160.59649 0.0003034852
0022 001091 -27153.09746 0.0002760995
0023 001118 -27146.25349 0.0002520513
0024 001145 -27139.98728 0.0002308317
0025 001172 -27134.23293 0.0002120245
0026 001199 -27128.93398 0.0001952865
0027 001226 -27124.04175 0.0001803328
0028 001254 -27119.51407 0.0001669250
0029 001281 -27115.31425 0.0001548631
0030 001308 -27111.41025 0.0001439779
0031 001334 -27107.77392 0.0001341254
0032 001361 -27104.38048 0.0001251830
0033 001388 -27101.20804 0.0001170454
0034 001414 -27098.23716 0.0001096218
0035 001442 -27095.45054 0.0001028338
0036 001469 -27092.83277 0.0000966132
0037 001520 -27090.37001 0.0000909006
0038 001571 -27088.04988 0.0000856440
0039 001622 -27085.86123 0.0000807979
0040 001673 -27083.79398 0.0000763221
0041 001725 -27081.83904 0.0000721811
0042 001776 -27079.98817 0.0000683436
0043 001827 -27078.23388 0.0000647815
0044 001864 -27076.56938 0.0000614703
0045 001891 -27074.98844 0.0000583876
0046 001919 -27073.48541 0.0000555137
0047 001945 -27072.05510 0.0000528308
0048 001972 -27070.69275 0.0000503229
0049 002000 -27069.39402 0.0000479758
0050 002026 -27068.15488 0.0000457765
0051 002054 -27066.97164 0.0000437132
0052 002081 -27065.84091 0.0000417754
0053 002108 -27064.75953 0.0000399535
0054 002135 -27063.72460 0.0000382388
0055 002162 -27062.73344 0.0000366234
0056 002189 -27061.78354 0.0000350999
0057 002215 -27060.87259 0.0000336619
0058 002242 -27059.99843 0.0000323033
