nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 007001 -1485.98646:[26522.55829:-275.34334:-322.03397] 0.0004884848
0036 007157 -1485.34320:[26527.52672:-277.18302:-319.90882] 0.0004328836
0037 007325 -1484.77112:[26532.05886:-278.87584:-317.97559] 0.0003851490
0038 007493 -1484.26025:[26536.19670:-280.43282:-316.21575] 0.0003440713
0039 007660 -1483.80216:[26539.97772:-281.86426:-314.61270] 0.0003086343
0040 007828 -1483.38969:[26543.43547:-283.17978:-313.15160] 0.0002779824
0041 007996 -1483.01677:[26546.60002:-284.38836:-311.81914] 0.0002513945
0042 008164 -1482.67825:[26549.49836:-285.49833:-310.60335] 0.0002282627
0043 008332 -1482.36975:[26552.15478:-286.51743:-309.49347] 0.0002080740
0044 008499 -1482.08751:[26554.59116:-287.45286:-308.47982] 0.0001903966
0045 008667 -1481.82834:[26556.82723:-288.31127:-307.55365] 0.0001748659
0046 008835 -1481.58951:[26558.88080:-289.09883:-306.70707] 0.0001611742
0047 009004 -1481.36866:[26560.76798:-289.82124:-305.93293] 0.0001490613
0048 009172 -1481.16378:[26562.50337:-290.48377:-305.22478] 0.0001383075
0049 009341 -1480.97311:[26564.10018:-291.09127:-304.57675] 0.0001287272
0050 009509 -1480.79515:[26565.57041:-291.64822:-303.98355] 0.0001201635
0051 009618 -1480.62859:[26566.92495:-292.15877:-303.44033] 0.0001124827
0052 009709 -1480.47228:[26568.17370:-292.62670:-302.94273] 0.0001055701
0053 009800 -1480.32523:[26569.32565:-293.05554:-302.48675] 0.0000993275
0054 009891 -1480.18656:[26570.38899:-293.44850:-302.06878] 0.0000936702
0055 009983 -1480.05553:[26571.37118:-293.80854:-301.68553] 0.0000885254
0056 010074 -1479.93145:[26572.27901:-294.13839:-301.33400] 0.0000838308
0057 010165 -1479.81375:[26573.11866:-294.44056:-301.01145] 0.0000795331
0058 010257 -1479.70190:[26573.89578:-294.71734:-300.71541] 0.0000755874
0059 010421 -1479.59542:[26574.61553:-294.97084:-300.44360] 0.0000719550
0060 010589 -1479.49392:[26575.28262:-295.20301:-300.19396] 0.0000686022
0061 010758 -1479.39701:[26575.90134:-295.41563:-299.96459] 0.0000654993
0062 010928 -1479.30438:[26576.47561:-295.61032:-299.75378] 0.0000626196
0063 011054 -1479.21571:[26577.00904:-295.78859:-299.55995] 0.0000599393
0064 011224 -1479.13074:[26577.50491:-295.95180:-299.38167] 0.0000574376
0065 011366 -1479.04925:[26577.96621:-296.10122:-299.21764] 0.0000550969
0066 011456 -1478.97100:[26578.39569:-296.23801:-299.06666] 0.0000529019
0067 011545 -1478.89582:[26578.79587:-296.36321:-298.92764] 0.0000508390
0068 011634 -1478.82350:[26579.16905:-296.47781:-298.79959] 0.0000488969
0069 011735 -1478.75390:[26579.51735:-296.58269:-298.68159] 0.0000470654
0070 011900 -1478.68686:[26579.84270:-296.67867:-298.57281] 0.0000453358
0071 012065 -1478.62224:[26580.14688:-296.76649:-298.47248] 0.0000437000
0072 012231 -1478.55992:[26580.43151:-296.84684:-298.37992] 0.0000421507
0073 012396 -1478.49977:[26580.69809:-296.92035:-298.29447] 0.0000406815
0074 012559 -1478.44168:[26580.94800:-296.98759:-298.21555] 0.0000392865
0075 012722 -1478.38556:[26581.18248:-297.04909:-298.14263] 0.0000379607
0076 012843 -1478.33130:[26581.40271:-297.10532:-298.07522] 0.0000367000
0077 012965 -1478.27882:[26581.60975:-297.15675:-298.01286] 0.0000354998
0078 013075 -1478.22803:[26581.80457:-297.20376:-297.95515] 0.0000343563
0079 013165 -1478.17886:[26581.98807:-297.24672:-297.90170] 0.0000332657
0080 013256 -1478.13122:[26582.16108:-297.28599:-297.85218] 0.0000322250
0081 013344 -1478.08506:[26582.32436:-297.32187:-297.80625] 0.0000312308
0082 013433 -1478.04030:[26582.47861:-297.35464:-297.76364] 0.0000302800
0083 013520 -1477.99689:[26582.62447:-297.38456:-297.72408] 0.0000293699
0084 013610 -1477.95477:[26582.76254:-297.41188:-297.68732] 0.0000284983
0085 013699 -1477.91389:[26582.89337:-297.43682:-297.65315] 0.0000276633
0086 013787 -1477.87419:[26583.01745:-297.45957:-297.62135] 0.0000268627
0087 013872 -1477.83562:[26583.13525:-297.48031:-297.59173] 0.0000260943
0088 013958 -1477.79815:[26583.24720:-297.49922:-297.56414] 0.0000253559
0089 014044 -1477.76173:[26583.35369:-297.51645:-297.53840] 0.0000246460
0090 014129 -1477.72632:[26583.45509:-297.53215:-297.51438] 0.0000239633
0091 014214 -1477.69188:[26583.55173:-297.54643:-297.49193] 0.0000233068
0092 014300 -1477.65837:[26583.64392:-297.55943:-297.47095] 0.0000226752
0093 014386 -1477.62576:[26583.73195:-297.57124:-297.45132] 0.0000220676
0094 014472 -1477.59402:[26583.81610:-297.58197:-297.43292] 0.0000214832
0095 014557 -1477.56311:[26583.89659:-297.59171:-297.41568] 0.0000209210
0096 014642 -1477.53299:[26583.97368:-297.60054:-297.39949] 0.0000203794
0097 014728 -1477.50365:[26584.04756:-297.60854:-297.38428] 0.0000198568
0098 014814 -1477.47506:[26584.11842:-297.61577:-297.36998] 0.0000193525
0099 014899 -1477.44719:[26584.18646:-297.62231:-297.35652] 0.0000188658
0100 014985 -1477.42001:[26584.25183:-297.62822:-297.34383] 0.0000183963
0101 015087 -1477.39350:[26584.31470:-297.63353:-297.33186] 0.0000179433
0102 015173 -1477.36763:[26584.37521:-297.63832:-297.32056] 0.0000175060
0103 015258 -1477.34240:[26584.43349:-297.64261:-297.30988] 0.0000170837
0104 015343 -1477.31776:[26584.48967:-297.64645:-297.29976] 0.0000166759
0105 015429 -1477.29371:[26584.54387:-297.64989:-297.29018] 0.0000162817
0106 015514 -1477.27022:[26584.59619:-297.65295:-297.28109] 0.0000159004
0107 015599 -1477.24727:[26584.64673:-297.65566:-297.27246] 0.0000155318
0108 015685 -1477.22485:[26584.69559:-297.65806:-297.26426] 0.0000151754
0109 015772 -1477.20295:[26584.74286:-297.66018:-297.25645] 0.0000148303
0110 015858 -1477.18153:[26584.78862:-297.66203:-297.24901] 0.0000144959
0111 015944 -1477.16060:[26584.83293:-297.66364:-297.24192] 0.0000141715
0112 016030 -1477.14013:[26584.87588:-297.66503:-297.23515] 0.0000138570
0113 016116 -1477.12011:[26584.91754:-297.66622:-297.22868] 0.0000135521
0114 016202 -1477.10053:[26584.95795:-297.66722:-297.22249] 0.0000132566
0115 016288 -1477.08137:[26584.99718:-297.66806:-297.21656] 0.0000129702
0116 016375 -1477.06263:[26585.03529:-297.66874:-297.21088] 0.0000126922
0117 016460 -1477.04428:[26585.07233:-297.66929:-297.20543] 0.0000124220
0118 016546 -1477.02632:[26585.10834:-297.66970:-297.20019] 0.0000121595
0119 016632 -1477.00873:[26585.14337:-297.67001:-297.19516] 0.0000119046
0120 016717 -1476.99152:[26585.17746:-297.67020:-297.19032] 0.0000116570
0121 016803 -1476.97465:[26585.21065:-297.67030:-297.18566] 0.0000114164
0122 016888 -1476.95814:[26585.24298:-297.67031:-297.18117] 0.0000111820
0123 016974 -1476.94196:[26585.27448:-297.67024:-297.17684] 0.0000109531
0124 017059 -1476.92611:[26585.30519:-297.67010:-297.17267] 0.0000107293
0125 017144 -1476.91059:[26585.33513:-297.66989:-297.16864] 0.0000105106
0126 017230 -1476.89538:[26585.36433:-297.66963:-297.16475] 0.0000102979
0127 017315 -1476.88048:[26585.39283:-297.66931:-297.16099] 0.0000100923
0128 017401 -1476.86586:[26585.42065:-297.66894:-297.15735] 0.0000098942
Start evaluating ...
  Columns 1 through 7

    0.0676    0.0848    0.0909    0.0942    0.0955    0.0972    0.0984

  Columns 8 through 10

    0.0992    0.0995    0.1001

    0.0145

Elapsed time is 17471.556658 seconds.
