nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp1/2550]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 1.0000|lbd-V: 0.1000|lbd-N: 1.0000|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/ctr/delicious-alg80-sp1-cold20170221214429988 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000081 -13038.50000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000165 -9917.38602:[6714.05659:-243.16505:-1768.69968] 0.2393767674
0003 000313 -3001.61993:[21037.94378:-484.66447:-1404.84381] 0.6973375922
0004 000433 -2809.95895:[21587.32857:-566.13843:-1227.09513] 0.0638525138
0005 000515 -2717.53302:[21903.79449:-631.47783:-1112.92878] 0.0328922726
0006 000596 -2665.96051:[22109.80084:-682.79830:-1036.36696] 0.0189776920
0007 000683 -2635.18441:[22250.28883:-722.32883:-983.44031] 0.0115440957
0008 000762 -2615.77303:[22348.95251:-752.39276:-946.04166] 0.0073662302
0009 000860 -2602.88016:[22419.71323:-775.05625:-919.17945] 0.0049288944
0010 000957 -2593.88318:[22471.29402:-792.03297:-899.63729] 0.0034565509
0011 001037 -2587.30769:[22509.40309:-804.68997:-885.27075] 0.0025349968
0012 001116 -2582.29784:[22537.89393:-814.09225:-874.61292] 0.0019363186
0013 001195 -2578.34162:[22559.42858:-821.05649:-866.64074] 0.0015320529
0014 001333 -2575.12335:[22575.87850:-826.20219:-860.63004] 0.0012481944
0015 001412 -2572.44208:[22588.57750:-829.99564:-856.06235] 0.0010412187
0016 001492 -2570.16555:[22598.48670:-832.78589:-852.56308] 0.0008849708
0017 001607 -2568.20359:[22606.30496:-834.83314:-849.85958] 0.0007633573
0018 001727 -2566.49262:[22612.54435:-836.33081:-847.75216] 0.0006662144
0019 001830 -2564.98625:[22617.58262:-837.42240:-846.09377] 0.0005869363
0020 001928 -2563.64965:[22621.70013:-838.21420:-844.77564] 0.0005210967
0021 002007 -2562.45592:[22625.10613:-838.78485:-843.71692] 0.0004656371
0022 002086 -2561.38384:[22627.95770:-839.19253:-842.85724] 0.0004183793
0023 002166 -2560.41634:[22630.37338:-839.48019:-842.15138] 0.0003777263
0024 002245 -2559.53945:[22632.44317:-839.67961:-841.56526] 0.0003424772
0025 002324 -2558.74162:[22634.23580:-839.81423:-841.07311] 0.0003117083
0026 002403 -2558.01316:[22635.80410:-839.90137:-840.65532] 0.0002846955
0027 002483 -2557.34587:[22637.18895:-839.95381:-840.29690] 0.0002608617
0028 002562 -2556.73278:[22638.42222:-839.98099:-839.98633] 0.0002397387
0029 002641 -2556.16789:[22639.52893:-839.98985:-839.71469] 0.0002209416
0030 002720 -2555.64604:[22640.52890:-839.98554:-839.47501] 0.0002041521
0031 002800 -2555.16275:[22641.43796:-839.97182:-839.26185] 0.0001891071
0032 002879 -2554.71409:[22642.26888:-839.95147:-839.07086] 0.0001755884
0033 002958 -2554.29662:[22643.03206:-839.92655:-838.89859] 0.0001634136
