nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License
-47/300: 5273.527666/804.150079/4469.377587/0.000038758
-48/300: 5273.791607/804.547848/4469.243759/0.000050050
-49/300: 5274.611278/804.884112/4469.727166/0.000155423
-50/300: 5274.888367/805.167101/4469.721266/0.000052533
-51/300: 5274.904253/805.401822/4469.502431/0.000003012
-52/300: 5275.103209/805.595651/4469.507558/0.000037717
-53/300: 5275.395033/805.754872/4469.640161/0.000055321
-54/300: 5275.265805/805.885084/4469.380721/0.000024496
-55/300: 5275.336289/805.990290/4469.345999/0.000013361
-56/300: 5275.609005/806.073159/4469.535846/0.000051697
-57/300: 5275.733163/806.137961/4469.595202/0.000023534
-58/300: 5275.992102/806.189426/4469.802676/0.000049081
-59/300: 5275.800677/806.227826/4469.572851/0.000036282
-60/300: 5275.920830/806.256330/4469.664500/0.000022774
-61/300: 5275.803772/806.274421/4469.529351/0.000022187
-62/300: 5275.948278/806.285022/4469.663256/0.000027390
-63/300: 5276.355551/806.289801/4470.065750/0.000077194
-64/300: 5275.933422/806.289279/4469.644143/0.000080004
-65/300: 5276.044717/806.284355/4469.760362/0.000021095
-66/300: 5275.740097/806.275669/4469.464428/0.000057736
-67/300: 5275.498273/806.266186/4469.232087/0.000045837
-68/300: 5275.625954/806.255242/4469.370712/0.000024203
-69/300: 5275.579507/806.242732/4469.336775/0.000008804
-70/300: 5275.771744/806.228072/4469.543672/0.000036439
-71/300: 5275.922293/806.215981/4469.706312/0.000028536
-72/300: 5275.726060/806.201165/4469.524895/0.000037194
-73/300: 5275.368573/806.186225/4469.182348/0.000067761
-74/300: 5275.633809/806.171405/4469.462404/0.000050278
-75/300: 5275.527037/806.155521/4469.371516/0.000020239
-76/300: 5275.485649/806.140412/4469.345237/0.000007845
-77/300: 5275.741222/806.124539/4469.616683/0.000048445
-78/300: 5275.468430/806.107054/4469.361376/0.000051707
-79/300: 5275.323682/806.091435/4469.232247/0.000027438
-80/300: 5275.537688/806.074371/4469.463317/0.000040567
-81/300: 5275.467768/806.054395/4469.413373/0.000013254
-82/300: 5275.717754/806.033753/4469.684001/0.000047386
-83/300: 5275.945905/806.014818/4469.931087/0.000043246
-84/300: 5275.625642/805.995737/4469.629905/0.000060702
-85/300: 5275.299893/805.975855/4469.324038/0.000061746
-86/300: 5275.450536/805.954285/4469.496251/0.000028556
-87/300: 5275.276574/805.932285/4469.344289/0.000032976
-88/300: 5275.535770/805.912029/4469.623741/0.000049134
-89/300: 5275.417651/805.891482/4469.526169/0.000022390
-90/300: 5275.553679/805.868699/4469.684980/0.000025785
-91/300: 5275.511872/805.842579/4469.669293/0.000007925
-92/300: 5275.577556/805.818554/4469.759002/0.000012451
-93/300: 5275.352239/805.795378/4469.556861/0.000042709
-94/300: 5275.534309/805.765675/4469.768634/0.000034513
-95/300: 5275.050413/805.741519/4469.308894/0.000091725
-96/300: 5275.255394/805.714087/4469.541307/0.000038859
-97/300: 5275.493540/805.690489/4469.803051/0.000045144
-98/300: 5275.120563/805.660841/4469.459722/0.000070700
-99/300: 5275.020281/805.633371/4469.386910/0.000019010
Eval at EP-100 ...
  Columns 1 through 7

    0.0226    0.0394    0.0531    0.0640    0.0741    0.0834    0.0908

  Columns 8 through 10

    0.0976    0.1049    0.1116

-100/300: 5275.218212/805.607326/4469.610886/0.000037522
-101/300: 5275.462240/805.581185/4469.881055/0.000046259
-102/300: 5274.985281/805.557461/4469.427820/0.000090411
-103/300: 5275.103532/805.532254/4469.571278/0.000022417
-104/300: 5275.088624/805.506633/4469.581991/0.000002826
-105/300: 5274.941582/805.485893/4469.455689/0.000027875
-106/300: 5274.723290/805.462855/4469.260435/0.000041383
-107/300: 5274.945886/805.441371/4469.504515/0.000042200
-108/300: 5274.803941/805.419818/4469.384123/0.000026909
-109/300: 5274.809188/805.400257/4469.408931/0.000000995
-110/300: 5275.083515/805.379895/4469.703620/0.000052007
-111/300: 5275.187748/805.360624/4469.827124/0.000019760
-112/300: 5274.979594/805.340519/4469.639075/0.000039459
-113/300: 5274.565329/805.318852/4469.246477/0.000078534
-114/300: 5274.806870/805.301592/4469.505278/0.000045793
-115/300: 5274.721935/805.286505/4469.435430/0.000016102
-116/300: 5274.619071/805.266245/4469.352826/0.000019501
-117/300: 5274.793359/805.248026/4469.545333/0.000033043
-118/300: 5274.444175/805.233958/4469.210217/0.000066199
-119/300: 5274.612729/805.214928/4469.397801/0.000031957
-120/300: 5274.664786/805.198864/4469.465922/0.000009869
-121/300: 5274.501952/805.182765/4469.319187/0.000030871
-122/300: 5274.636392/805.168156/4469.468236/0.000025489
-123/300: 5274.491931/805.151120/4469.340811/0.000027388
-124/300: 5274.717813/805.140417/4469.577396/0.000042825
-125/300: 5274.641041/805.130685/4469.510356/0.000014555
-126/300: 5274.642598/805.119998/4469.522600/0.000000295
-127/300: 5274.626824/805.108102/4469.518722/0.000002991
-128/300: 5274.602430/805.097595/4469.504835/0.000004625
-129/300: 5274.547180/805.087594/4469.459586/0.000010475
-130/300: 5274.640720/805.075612/4469.565108/0.000017734
-131/300: 5274.582864/805.065409/4469.517455/0.000010969
-132/300: 5274.790156/805.052218/4469.737938/0.000039300
-133/300: 5274.692872/805.043574/4469.649298/0.000018443
-134/300: 5274.515641/805.033942/4469.481699/0.000033600
-135/300: 5274.471960/805.024646/4469.447314/0.000008281
-136/300: 5274.721059/805.015188/4469.705871/0.000047227
-137/300: 5274.554874/805.007431/4469.547443/0.000031506
-138/300: 5274.459464/805.001569/4469.457895/0.000018089
-139/300: 5274.540382/804.992580/4469.547802/0.000015342
-140/300: 5274.485450/804.984488/4469.500962/0.000010414
-141/300: 5274.546138/804.975629/4469.570509/0.000011506
-142/300: 5274.362601/804.968511/4469.394090/0.000034797
-143/300: 5274.382147/804.964172/4469.417975/0.000003706
-144/300: 5274.099052/804.958484/4469.140568/0.000053674
-145/300: 5274.321670/804.948132/4469.373538/0.000042210
-146/300: 5274.218507/804.944368/4469.274139/0.000019559
-147/300: 5274.772923/804.937444/4469.835479/0.000105118
-148/300: 5274.558682/804.930771/4469.627911/0.000040616
-149/300: 5274.101889/804.924888/4469.177001/0.000086603
-150/300: 5274.554071/804.917531/4469.636540/0.000085736
-151/300: 5274.452971/804.911116/4469.541855/0.000019168
-152/300: 5274.383260/804.906960/4469.476300/0.000013217
-153/300: 5274.212439/804.901639/4469.310800/0.000032387
-154/300: 5273.991874/804.896134/4469.095740/0.000041819
-155/300: 5274.164181/804.892300/4469.271881/0.000032671
-156/300: 5274.247538/804.886638/4469.360900/0.000015805
-157/300: 5274.493535/804.882089/4469.611446/0.000046641
-158/300: 5274.296091/804.875402/4469.420689/0.000037434
-159/300: 5274.327986/804.870708/4469.457278/0.000006047
-160/300: 5274.444384/804.865124/4469.579260/0.000022069
-161/300: 5274.475933/804.858640/4469.617293/0.000005982
-162/300: 5274.446534/804.855955/4469.590579/0.000005574
-163/300: 5274.339231/804.852226/4469.487005/0.000020344
-164/300: 5274.536178/804.846521/4469.689657/0.000037341
-165/300: 5274.213415/804.843061/4469.370354/0.000061193
-166/300: 5274.200481/804.839469/4469.361012/0.000002452
-167/300: 5274.262626/804.833896/4469.428730/0.000011783
-168/300: 5274.369514/804.829294/4469.540220/0.000020266
-169/300: 5274.382612/804.825043/4469.557569/0.000002483
-170/300: 5274.091163/804.820184/4469.270979/0.000055257
-171/300: 5274.335779/804.818694/4469.517085/0.000046381
-172/300: 5274.291958/804.813657/4469.478301/0.000008308
-173/300: 5274.367745/804.808134/4469.559611/0.000014369
-174/300: 5274.209383/804.801337/4469.408046/0.000030025
-175/300: 5274.490016/804.797698/4469.692318/0.000053209
-176/300: 5274.408648/804.794264/4469.614384/0.000015427
-177/300: 5274.355825/804.789834/4469.565991/0.000010015
-178/300: 5274.457942/804.787043/4469.670899/0.000019361
-179/300: 5274.354215/804.781250/4469.572965/0.000019666
-180/300: 5274.726479/804.776249/4469.950230/0.000070580
-181/300: 5274.215509/804.771802/4469.443707/0.000096871
-182/300: 5274.219761/804.767311/4469.452450/0.000000806
-183/300: 5274.266715/804.763527/4469.503188/0.000008903
-184/300: 5274.142948/804.757741/4469.385207/0.000023466
-185/300: 5274.351661/804.752275/4469.599386/0.000039573
-186/300: 5274.103047/804.749824/4469.353223/0.000047136
-187/300: 5274.054897/804.745302/4469.309595/0.000009130
-188/300: 5274.207155/804.740528/4469.466627/0.000028869
-189/300: 5274.399031/804.735572/4469.663459/0.000036380
-190/300: 5274.135937/804.732921/4469.403016/0.000049881
-191/300: 5274.201727/804.730531/4469.471196/0.000012474
-192/300: 5274.055517/804.725213/4469.330304/0.000027722
-193/300: 5274.246624/804.723964/4469.522660/0.000036235
-194/300: 5274.391926/804.719121/4469.672805/0.000027549
-195/300: 5274.389380/804.713782/4469.675598/0.000000483
-196/300: 5274.288814/804.707452/4469.581362/0.000019067
-197/300: 5274.235016/804.704802/4469.530214/0.000010200
-198/300: 5273.929929/804.700119/4469.229810/0.000057845
-199/300: 5274.386447/804.693940/4469.692507/0.000086561
Eval at EP-200 ...
  Columns 1 through 7

    0.0229    0.0387    0.0527    0.0634    0.0732    0.0811    0.0892

  Columns 8 through 10

    0.0966    0.1046    0.1112

-200/300: 5274.042253/804.687889/4469.354364/0.000065258
-201/300: 5274.053610/804.687608/4469.366002/0.000002153
-202/300: 5274.093643/804.684674/4469.408969/0.000007591
-203/300: 5274.021838/804.681838/4469.340000/0.000013615
-204/300: 5274.163271/804.678126/4469.485145/0.000026817
-205/300: 5274.145980/804.673193/4469.472787/0.000003278
-206/300: 5274.104252/804.669818/4469.434434/0.000007912
-207/300: 5273.955517/804.663558/4469.291959/0.000028201
-208/300: 5274.064670/804.662547/4469.402123/0.000020697
-209/300: 5273.880835/804.657443/4469.223392/0.000034856
-210/300: 5274.053306/804.655440/4469.397866/0.000032703
-211/300: 5274.097977/804.650895/4469.447082/0.000008470
-212/300: 5273.822832/804.649060/4469.173772/0.000052169
-213/300: 5274.066014/804.644510/4469.421504/0.000046111
-214/300: 5274.034092/804.640448/4469.393644/0.000006053
-215/300: 5273.912541/804.638064/4469.274477/0.000023047
-216/300: 5274.229197/804.633544/4469.595653/0.000060042
-217/300: 5274.301777/804.631215/4469.670562/0.000013761
-218/300: 5273.947369/804.626907/4469.320462/0.000067195
-219/300: 5274.262332/804.622742/4469.639590/0.000059720
-220/300: 5274.181646/804.619372/4469.562274/0.000015298
-221/300: 5273.924337/804.616019/4469.308318/0.000048787
-222/300: 5274.268403/804.611811/4469.656592/0.000065239
-223/300: 5274.255593/804.607831/4469.647762/0.000002429
-224/300: 5273.799863/804.604802/4469.195061/0.000086407
-225/300: 5274.111671/804.602269/4469.509402/0.000059124
-226/300: 5274.077039/804.598587/4469.478452/0.000006567
-227/300: 5274.055742/804.596430/4469.459312/0.000004038
-228/300: 5273.868211/804.591853/4469.276358/0.000035557
-229/300: 5273.659407/804.587632/4469.071775/0.000039592
-230/300: 5274.233558/804.582771/4469.650787/0.000108872
-231/300: 5273.911395/804.579009/4469.332386/0.000061082
-232/300: 5274.193616/804.576085/4469.617531/0.000053513
-233/300: 5274.211880/804.572659/4469.639221/0.000003463
-234/300: 5274.305517/804.573064/4469.732453/0.000017754
-235/300: 5274.142404/804.570207/4469.572197/0.000030926
-236/300: 5274.216390/804.566980/4469.649410/0.000014028
-237/300: 5274.060909/804.562328/4469.498581/0.000029479
-238/300: 5274.263768/804.560379/4469.703389/0.000038464
-239/300: 5273.825071/804.556846/4469.268225/0.000083177
-240/300: 5274.059428/804.554501/4469.504927/0.000044438
-241/300: 5273.619914/804.551908/4469.068006/0.000083335
-242/300: 5273.859061/804.549441/4469.309620/0.000045348
-243/300: 5274.123608/804.546956/4469.576652/0.000050162
-244/300: 5274.109242/804.541474/4469.567768/0.000002724
-245/300: 5273.741528/804.537636/4469.203892/0.000069721
-246/300: 5274.038423/804.533727/4469.504696/0.000056297
-247/300: 5274.032212/804.532664/4469.499548/0.000001178
-248/300: 5274.249717/804.530075/4469.719642/0.000041241
-249/300: 5273.860988/804.526367/4469.334621/0.000073703
-250/300: 5274.048400/804.523519/4469.524881/0.000035536
-251/300: 5274.230633/804.519988/4469.710645/0.000034553
-252/300: 5273.771257/804.517190/4469.254067/0.000087098
-253/300: 5273.925681/804.514736/4469.410945/0.000029282
-254/300: 5273.952773/804.513174/4469.439599/0.000005137
-255/300: 5274.313922/804.508739/4469.805183/0.000068478
-256/300: 5273.807478/804.508572/4469.298906/0.000096021
-257/300: 5273.948632/804.505805/4469.442827/0.000026765
-258/300: 5274.036191/804.502272/4469.533919/0.000016602
-259/300: 5273.814527/804.497941/4469.316586/0.000042029
-260/300: 5274.068211/804.495875/4469.572336/0.000048103
-261/300: 5274.116857/804.495020/4469.621837/0.000009224
-262/300: 5273.724715/804.491908/4469.232807/0.000074352
-263/300: 5273.873341/804.489700/4469.383641/0.000028182
-264/300: 5274.001789/804.486882/4469.514907/0.000024356
-265/300: 5273.900840/804.482857/4469.417983/0.000019141
-266/300: 5274.141887/804.480691/4469.661196/0.000045706
-267/300: 5273.980327/804.478020/4469.502307/0.000030632
-268/300: 5273.694523/804.475184/4469.219339/0.000054191
-269/300: 5273.954796/804.471068/4469.483728/0.000049353
-270/300: 5273.874468/804.468836/4469.405632/0.000015231
-271/300: 5273.961840/804.466921/4469.494919/0.000016567
-272/300: 5273.919177/804.462332/4469.456845/0.000008089
-273/300: 5273.860015/804.460023/4469.399992/0.000011218
-274/300: 5273.574097/804.457243/4469.116854/0.000054214
-275/300: 5273.875693/804.453003/4469.422690/0.000057190
-276/300: 5273.888932/804.450246/4469.438686/0.000002510
-277/300: 5273.912044/804.447769/4469.464275/0.000004382
-278/300: 5273.989248/804.445507/4469.543741/0.000014639
-279/300: 5274.021566/804.444912/4469.576654/0.000006128
-280/300: 5274.073656/804.442549/4469.631107/0.000009877
-281/300: 5274.022744/804.440547/4469.582197/0.000009653
-282/300: 5273.751500/804.439689/4469.311811/0.000051430
-283/300: 5274.021642/804.437556/4469.584086/0.000051224
-284/300: 5273.791567/804.435139/4469.356428/0.000043624
-285/300: 5273.862686/804.432516/4469.430170/0.000013485
-286/300: 5273.910369/804.430771/4469.479598/0.000009042
-287/300: 5273.960157/804.428553/4469.531604/0.000009440
-288/300: 5273.785563/804.427956/4469.357607/0.000033105
-289/300: 5274.065094/804.427160/4469.637934/0.000053004
-290/300: 5273.792404/804.424527/4469.367877/0.000051704
-291/300: 5274.169512/804.423180/4469.746332/0.000071506
-292/300: 5273.723516/804.421009/4469.302507/0.000084562
-293/300: 5273.710331/804.420234/4469.290097/0.000002500
-294/300: 5273.897243/804.416763/4469.480480/0.000035442
-295/300: 5273.620030/804.416170/4469.203860/0.000052563
-296/300: 5273.825373/804.413461/4469.411912/0.000038938
-297/300: 5273.777562/804.411199/4469.366363/0.000009066
-298/300: 5274.317209/804.408097/4469.909112/0.000102327
-299/300: 5274.079064/804.405914/4469.673150/0.000045152
-300/300: 5273.946307/804.402742/4469.543565/0.000025172
Start evaluating ...
  Columns 1 through 7

    0.0229    0.0393    0.0531    0.0638    0.0732    0.0808    0.0882

  Columns 8 through 10

    0.0959    0.1025    0.1096

Elapsed time is 15039.836847 seconds.
