nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 003577 -981.92465:[24334.09324:-110.47795:-75.59195] 0.0004379551
0036 003658 -981.52102:[24333.57612:-109.82188:-76.01583] 0.0004110678
0037 003738 -981.14199:[24333.06055:-109.19083:-76.42895] 0.0003861598
0038 003818 -980.78578:[24332.54772:-108.58361:-76.83153] 0.0003630557
0039 003899 -980.45075:[24332.03870:-107.99915:-77.22377] 0.0003415990
0040 003978 -980.13539:[24331.53438:-107.43642:-77.60590] 0.0003216499
0041 004057 -979.83832:[24331.03553:-106.89444:-77.97811] 0.0003030832
0042 004136 -979.55830:[24330.54282:-106.37231:-78.34063] 0.0002857862
0043 004215 -979.29415:[24330.05679:-105.86917:-78.69366] 0.0002696572
0044 004296 -979.04482:[24329.57792:-105.38420:-79.03740] 0.0002546040
0045 004377 -978.80932:[24329.10660:-104.91663:-79.37207] 0.0002405427
0046 004455 -978.58674:[24328.64317:-104.46574:-79.69786] 0.0002273969
0047 004534 -978.37625:[24328.18788:-104.03082:-80.01498] 0.0002150977
0048 004612 -978.17707:[24327.74094:-103.61124:-80.32363] 0.0002035828
0049 004691 -977.98848:[24327.30254:-103.20636:-80.62399] 0.0001927959
0050 004769 -977.80982:[24326.87279:-102.81559:-80.91628] 0.0001826858
0051 004848 -977.64045:[24326.45180:-102.43837:-81.20066] 0.0001732056
0052 004926 -977.47982:[24326.03962:-102.07417:-81.47732] 0.0001643115
0053 005005 -977.32737:[24325.63629:-101.72247:-81.74646] 0.0001559621
0054 005084 -977.18261:[24325.24182:-101.38280:-82.00824] 0.0001481186
0055 005163 -977.04507:[24324.85619:-101.05468:-82.26285] 0.0001407453
0056 005241 -976.91434:[24324.47937:-100.73768:-82.51046] 0.0001338092
0057 005320 -976.78999:[24324.11131:-100.43137:-82.75125] 0.0001272800
0058 005398 -976.67168:[24323.75194:-100.13536:-82.98540] 0.0001211299
0059 005477 -976.55903:[24323.40117:-99.84925:-83.21306] 0.0001153337
0060 005555 -976.45174:[24323.05891:-99.57268:-83.43441] 0.0001098685
0061 005634 -976.34949:[24322.72507:-99.30530:-83.64961] 0.0001047129
0062 005713 -976.25201:[24322.39953:-99.04677:-83.85881] 0.0000998476
0063 005791 -976.15901:[24322.08218:-98.79676:-84.06218] 0.0000952541
0064 005870 -976.07027:[24321.77290:-98.55498:-84.25987] 0.0000909161
0065 005949 -975.98552:[24321.47155:-98.32112:-84.45201] 0.0000868182
0066 006028 -975.90457:[24321.17801:-98.09490:-84.63876] 0.0000829462
0067 006107 -975.82719:[24320.89215:-97.87605:-84.82026] 0.0000792862
0068 006185 -975.75320:[24320.61382:-97.66430:-84.99664] 0.0000758253
0069 006264 -975.68241:[24320.34289:-97.45941:-85.16804] 0.0000725511
0070 006343 -975.61465:[24320.07922:-97.26114:-85.33458] 0.0000694524
0071 006422 -975.54975:[24319.82265:-97.06926:-85.49641] 0.0000665186
0072 006501 -975.48757:[24319.57306:-96.88354:-85.65364] 0.0000637395
0073 006580 -975.42796:[24319.33029:-96.70377:-85.80640] 0.0000611055
0074 006659 -975.37079:[24319.09420:-96.52974:-85.95481] 0.0000586072
0075 006738 -975.31594:[24318.86464:-96.36127:-86.09898] 0.0000562365
0076 006816 -975.26329:[24318.64147:-96.19816:-86.23904] 0.0000539864
0077 006895 -975.21272:[24318.42454:-96.04022:-86.37510] 0.0000518505
0078 006974 -975.16413:[24318.21372:-95.88729:-86.50725] 0.0000498221
0079 007053 -975.11743:[24318.00886:-95.73919:-86.63563] 0.0000478946
0080 007133 -975.07251:[24317.80982:-95.59577:-86.76031] 0.0000460618
0081 007212 -975.02930:[24317.61646:-95.45686:-86.88142] 0.0000443182
0082 007292 -974.98771:[24317.42864:-95.32231:-86.99905] 0.0000426589
0083 007371 -974.94765:[24317.24624:-95.19199:-87.11329] 0.0000410797
0084 007450 -974.90907:[24317.06911:-95.06574:-87.22424] 0.0000395766
0085 007529 -974.87188:[24316.89713:-94.94344:-87.33200] 0.0000381452
0086 007608 -974.83602:[24316.73017:-94.82496:-87.43664] 0.0000367817
0087 007688 -974.80143:[24316.56811:-94.71017:-87.53826] 0.0000354828
0088 007769 -974.76805:[24316.41081:-94.59895:-87.63694] 0.0000342452
0089 007848 -974.73582:[24316.25816:-94.49118:-87.73276] 0.0000330656
0090 007928 -974.70469:[24316.11004:-94.38675:-87.82580] 0.0000319410
0091 008007 -974.67460:[24315.96633:-94.28556:-87.91614] 0.0000308692
0092 008086 -974.64551:[24315.82693:-94.18749:-88.00385] 0.0000298479
0093 008165 -974.61736:[24315.69170:-94.09245:-88.08901] 0.0000288742
0094 008244 -974.59013:[24315.56056:-94.00034:-88.17168] 0.0000279450
0095 008323 -974.56376:[24315.43338:-93.91107:-88.25194] 0.0000270570
0096 008402 -974.53822:[24315.31007:-93.82454:-88.32986] 0.0000262071
0097 008481 -974.51347:[24315.19050:-93.74067:-88.40550] 0.0000253928
0098 008561 -974.48949:[24315.07459:-93.65937:-88.47892] 0.0000246121
0099 008640 -974.46623:[24314.96223:-93.58056:-88.55021] 0.0000238638
0100 008719 -974.44368:[24314.85333:-93.50416:-88.61941] 0.0000231468
0101 008815 -974.42179:[24314.74778:-93.43010:-88.68658] 0.0000224602
0102 008894 -974.40054:[24314.64550:-93.35830:-88.75179] 0.0000218026
0103 008973 -974.37991:[24314.54640:-93.28868:-88.81508] 0.0000211729
0104 009052 -974.35987:[24314.45039:-93.22119:-88.87652] 0.0000205696
0105 009132 -974.34039:[24314.35738:-93.15575:-88.93615] 0.0000199913
0106 009211 -974.32145:[24314.26729:-93.09230:-88.99402] 0.0000194367
0107 009290 -974.30304:[24314.18004:-93.03078:-89.05020] 0.0000189041
0108 009369 -974.28512:[24314.09554:-92.97113:-89.10471] 0.0000183918
0109 009448 -974.26768:[24314.01372:-92.91328:-89.15763] 0.0000178982
0110 009527 -974.25070:[24313.93451:-92.85718:-89.20899] 0.0000174221
0111 009606 -974.23418:[24313.85781:-92.80278:-89.25884] 0.0000169627
0112 009684 -974.21809:[24313.78357:-92.75003:-89.30722] 0.0000165195
0113 009764 -974.20241:[24313.71170:-92.69887:-89.35418] 0.0000160922
0114 009843 -974.18713:[24313.64215:-92.64926:-89.39976] 0.0000156806
0115 009922 -974.17224:[24313.57484:-92.60114:-89.44399] 0.0000152845
0116 010001 -974.15772:[24313.50971:-92.55447:-89.48693] 0.0000149039
0117 010080 -974.14356:[24313.44670:-92.50921:-89.52859] 0.0000145389
0118 010160 -974.12974:[24313.38575:-92.46530:-89.56903] 0.0000141887
0119 010239 -974.11624:[24313.32680:-92.42272:-89.60826] 0.0000138521
0120 010318 -974.10307:[24313.26979:-92.38142:-89.64633] 0.0000135279
0121 010399 -974.09019:[24313.21467:-92.34136:-89.68327] 0.0000132153
0122 010478 -974.07761:[24313.16137:-92.30250:-89.71912] 0.0000129135
0123 010557 -974.06532:[24313.10986:-92.26481:-89.75390] 0.0000126218
0124 010636 -974.05330:[24313.06006:-92.22824:-89.78765] 0.0000123394
0125 010715 -974.04155:[24313.01194:-92.19277:-89.82039] 0.0000120660
0126 010794 -974.03005:[24312.96543:-92.15837:-89.85216] 0.0000118015
0127 010873 -974.01881:[24312.92050:-92.12499:-89.88299] 0.0000115460
0128 010952 -974.00780:[24312.87710:-92.09261:-89.91289] 0.0000112992
0129 011031 -973.99703:[24312.83518:-92.06119:-89.94191] 0.0000110606
0130 011110 -973.98648:[24312.79470:-92.03072:-89.97006] 0.0000108298
0131 011190 -973.97615:[24312.75561:-92.00115:-89.99737] 0.0000106062
0132 011271 -973.96603:[24312.71787:-91.97247:-90.02387] 0.0000103891
0133 011352 -973.95612:[24312.68144:-91.94464:-90.04958] 0.0000101782
0134 011433 -973.94640:[24312.64628:-91.91764:-90.07451] 0.0000099733
Start evaluating ...
  Columns 1 through 7

    0.0621    0.0755    0.0793    0.0815    0.0826    0.0834    0.0839

  Columns 8 through 10

    0.0845    0.0850    0.0854

    0.0146

Elapsed time is 11485.399966 seconds.
