nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0034 002937 -2543.86399:[22647.58372:-833.03547:-831.46329] 0.0001204223
0035 003016 -2543.58210:[22648.26225:-833.09589:-831.37267] 0.0001108097
0036 003095 -2543.32098:[22648.89372:-833.14871:-831.29278] 0.0001026586
0037 003174 -2543.07741:[22649.48379:-833.19475:-831.22114] 0.0000957686
0038 003254 -2542.84863:[22650.03719:-833.23470:-831.15568] 0.0000899630
0039 003333 -2542.63226:[22650.55793:-833.26909:-831.09473] 0.0000850889
0040 003426 -2542.42626:[22651.04940:-833.29838:-831.03689] 0.0000810171
0041 003506 -2542.22886:[22651.51457:-833.32296:-830.98099] 0.0000776459
0042 003586 -2542.03845:[22651.95599:-833.34315:-830.92604] 0.0000748953
0043 003665 -2541.85367:[22652.37595:-833.35925:-830.87118] 0.0000726931
0044 003748 -2541.67328:[22652.77641:-833.37150:-830.81573] 0.0000709652
0045 003828 -2541.49630:[22653.15906:-833.38015:-830.75913] 0.0000696309
0046 003908 -2541.32193:[22653.52535:-833.38543:-830.70100] 0.0000686104
0047 003986 -2541.14953:[22653.87651:-833.38752:-830.64106] 0.0000678391
0048 004065 -2540.97858:[22654.21365:-833.38666:-830.57912] 0.0000672716
0049 004143 -2540.80867:[22654.53775:-833.38302:-830.51501] 0.0000668706
0050 004222 -2540.63945:[22654.84969:-833.37681:-830.44867] 0.0000666000
0051 004301 -2540.47069:[22655.15024:-833.36821:-830.38006] 0.0000664249
0052 004382 -2540.30223:[22655.44008:-833.35739:-830.30921] 0.0000663105
0053 004461 -2540.13400:[22655.71979:-833.34455:-830.23621] 0.0000662213
0054 004540 -2539.96603:[22655.98985:-833.32984:-830.16120] 0.0000661264
0055 004619 -2539.79839:[22656.25070:-833.31344:-830.08436] 0.0000660013
0056 004698 -2539.63121:[22656.50270:-833.29551:-830.00591] 0.0000658263
0057 004777 -2539.46464:[22656.74619:-833.27622:-829.92607] 0.0000655875
0058 004856 -2539.29886:[22656.98149:-833.25571:-829.84509] 0.0000652798
0059 004935 -2539.13406:[22657.20891:-833.23414:-829.76317] 0.0000649030
0060 005014 -2538.97040:[22657.42873:-833.21164:-829.68055] 0.0000644542
0061 005092 -2538.80809:[22657.64122:-833.18834:-829.59745] 0.0000639254
0062 005171 -2538.64736:[22657.84658:-833.16437:-829.51411] 0.0000633100
0063 005249 -2538.48842:[22658.04501:-833.13984:-829.43076] 0.0000626102
0064 005327 -2538.33144:[22658.23672:-833.11485:-829.34759] 0.0000618375
0065 005406 -2538.17658:[22658.42194:-833.08950:-829.26477] 0.0000610104
0066 005484 -2538.02391:[22658.60092:-833.06388:-829.18241] 0.0000601471
0067 005563 -2537.87351:[22658.77392:-833.03807:-829.10060] 0.0000592618
0068 005641 -2537.72538:[22658.94119:-833.01214:-829.01941] 0.0000583649
0069 005720 -2537.57956:[22659.10300:-832.98617:-828.93890] 0.0000574631
0070 005798 -2537.43603:[22659.25960:-832.96020:-828.85909] 0.0000565623
0071 005876 -2537.29479:[22659.41124:-832.93429:-828.78003] 0.0000556620
0072 005955 -2537.15585:[22659.55811:-832.90849:-828.70176] 0.0000547568
0073 006033 -2537.01924:[22659.70041:-832.88282:-828.62435] 0.0000538459
0074 006111 -2536.88495:[22659.83832:-832.85731:-828.54783] 0.0000529334
0075 006190 -2536.75295:[22659.97205:-832.83200:-828.47221] 0.0000520308
0076 006268 -2536.62318:[22660.10181:-832.80691:-828.39747] 0.0000511541
0077 006346 -2536.49556:[22660.22783:-832.78205:-828.32358] 0.0000503117
0078 006424 -2536.37001:[22660.35030:-832.75744:-828.25052] 0.0000494962
0079 006503 -2536.24651:[22660.46937:-832.73308:-828.17828] 0.0000486926
0080 006581 -2536.12506:[22660.58514:-832.70898:-828.10692] 0.0000478862
0081 006659 -2536.00568:[22660.69770:-832.68516:-828.03648] 0.0000470737
0082 006738 -2535.88836:[22660.80715:-832.66162:-827.96698] 0.0000462599
0083 006817 -2535.77311:[22660.91362:-832.63836:-827.89845] 0.0000454493
0084 006897 -2535.65989:[22661.01720:-832.61540:-827.83089] 0.0000446460
0085 006975 -2535.54869:[22661.11803:-832.59274:-827.76429] 0.0000438571
0086 007054 -2535.43943:[22661.21622:-832.57037:-827.69862] 0.0000430924
0087 007133 -2535.33203:[22661.31193:-832.54829:-827.63384] 0.0000423582
0088 007211 -2535.22643:[22661.40527:-832.52650:-827.56991] 0.0000416523
0089 007290 -2535.12257:[22661.49633:-832.50500:-827.50681] 0.0000409666
0090 007368 -2535.02040:[22661.58519:-832.48377:-827.44453] 0.0000402990
0091 007447 -2534.91987:[22661.67197:-832.46282:-827.38304] 0.0000396568
0092 007526 -2534.82090:[22661.75677:-832.44213:-827.32229] 0.0000390453
0093 007604 -2534.72340:[22661.83969:-832.42170:-827.26225] 0.0000384632
0094 007683 -2534.62733:[22661.92081:-832.40152:-827.20289] 0.0000379030
0095 007762 -2534.53265:[22662.00018:-832.38159:-827.14421] 0.0000373523
0096 007840 -2534.43937:[22662.07781:-832.36188:-827.08624] 0.0000368024
0097 007919 -2534.34751:[22662.15373:-832.34241:-827.02902] 0.0000362477
0098 007997 -2534.25707:[22662.22793:-832.32317:-826.97257] 0.0000356838
0099 008076 -2534.16808:[22662.30045:-832.30416:-826.91692] 0.0000351163
0100 008155 -2534.08051:[22662.37135:-832.28538:-826.86207] 0.0000345560
0101 008249 -2533.99431:[22662.44070:-832.26685:-826.80797] 0.0000340145
0102 008327 -2533.90942:[22662.50861:-832.24855:-826.75458] 0.0000334999
0103 008405 -2533.82577:[22662.57518:-832.23049:-826.70186] 0.0000330118
0104 008483 -2533.74330:[22662.64046:-832.21265:-826.64975] 0.0000325489
0105 008562 -2533.66193:[22662.70456:-832.19503:-826.59821] 0.0000321147
0106 008640 -2533.58159:[22662.76755:-832.17761:-826.54718] 0.0000317105
0107 008718 -2533.50221:[22662.82947:-832.16039:-826.49664] 0.0000313287
0108 008796 -2533.42379:[22662.89036:-832.14335:-826.44659] 0.0000309559
0109 008874 -2533.34632:[22662.95019:-832.12648:-826.39705] 0.0000305783
0110 008952 -2533.26985:[22663.00893:-832.10979:-826.34807] 0.0000301847
0111 009029 -2533.19444:[22663.06653:-832.09326:-826.29970] 0.0000297700
0112 009107 -2533.12011:[22663.12299:-832.07692:-826.25200] 0.0000293391
0113 009185 -2533.04691:[22663.17831:-832.06077:-826.20497] 0.0000289004
0114 009263 -2532.97481:[22663.23253:-832.04481:-826.15861] 0.0000284628
0115 009341 -2532.90380:[22663.28569:-832.02905:-826.11291] 0.0000280351
0116 009419 -2532.83382:[22663.33787:-832.01350:-826.06782] 0.0000276258
0117 009497 -2532.76483:[22663.38914:-831.99814:-826.02329] 0.0000272406
0118 009575 -2532.69675:[22663.43956:-831.98298:-825.97928] 0.0000268793
0119 009653 -2532.62953:[22663.48919:-831.96801:-825.93575] 0.0000265392
0120 009732 -2532.56313:[22663.53807:-831.95322:-825.89267] 0.0000262180
0121 009810 -2532.49751:[22663.58623:-831.93860:-825.85001] 0.0000259121
0122 009888 -2532.43264:[22663.63371:-831.92414:-825.80777] 0.0000256152
0123 009966 -2532.36853:[22663.68047:-831.90984:-825.76596] 0.0000253158
0124 010044 -2532.30519:[22663.72652:-831.89569:-825.72461] 0.0000250104
0125 010123 -2532.24263:[22663.77184:-831.88168:-825.68371] 0.0000247039
0126 010201 -2532.18084:[22663.81646:-831.86782:-825.64328] 0.0000244015
0127 010279 -2532.11980:[22663.86038:-831.85411:-825.60329] 0.0000241073
0128 010358 -2532.05947:[22663.90365:-831.84053:-825.56373] 0.0000238255
0129 010436 -2531.99982:[22663.94630:-831.82710:-825.52457] 0.0000235573
0130 010513 -2531.94083:[22663.98836:-831.81381:-825.48579] 0.0000232986
0131 010591 -2531.88248:[22664.02984:-831.80066:-825.44739] 0.0000230441
0132 010669 -2531.82477:[22664.07074:-831.78764:-825.40937] 0.0000227923
0133 010747 -2531.76769:[22664.11110:-831.77475:-825.37172] 0.0000225470
0134 010825 -2531.71120:[22664.15095:-831.76199:-825.33442] 0.0000223140
0135 010903 -2531.65527:[22664.19032:-831.74935:-825.29743] 0.0000220917
0136 010981 -2531.59989:[22664.22920:-831.73684:-825.26078] 0.0000218718
0137 011059 -2531.54507:[22664.26761:-831.72443:-825.22444] 0.0000216557
0138 011137 -2531.49078:[22664.30555:-831.71214:-825.18842] 0.0000214472
0139 011215 -2531.43699:[22664.34306:-831.69995:-825.15268] 0.0000212479
0140 011292 -2531.38368:[22664.38014:-831.68786:-825.11723] 0.0000210588
0141 011369 -2531.33083:[22664.41682:-831.67587:-825.08204] 0.0000208772
0142 011446 -2531.27843:[22664.45310:-831.66397:-825.04711] 0.0000206985
0143 011524 -2531.22650:[22664.48896:-831.65218:-825.01245] 0.0000205172
0144 011601 -2531.17505:[22664.52439:-831.64048:-824.97810] 0.0000203272
0145 011677 -2531.12411:[22664.55935:-831.62888:-824.94407] 0.0000201254
0146 011754 -2531.07370:[22664.59385:-831.61738:-824.91039] 0.0000199149
0147 011831 -2531.02383:[22664.62788:-831.60598:-824.87706] 0.0000197026
0148 011908 -2530.97449:[22664.66147:-831.59468:-824.84407] 0.0000194940
0149 011985 -2530.92567:[22664.69463:-831.58350:-824.81140] 0.0000192899
0150 012062 -2530.87736:[22664.72737:-831.57242:-824.77907] 0.0000190879
0151 012139 -2530.82956:[22664.75969:-831.56144:-824.74706] 0.0000188860
0152 012217 -2530.78227:[22664.79161:-831.55057:-824.71538] 0.0000186866
0153 012294 -2530.73547:[22664.82314:-831.53980:-824.68402] 0.0000184904
0154 012371 -2530.68917:[22664.85427:-831.52914:-824.65299] 0.0000182945
0155 012448 -2530.64338:[22664.88501:-831.51858:-824.62228] 0.0000180973
0156 012525 -2530.59808:[22664.91537:-831.50813:-824.59190] 0.0000178999
0157 012602 -2530.55327:[22664.94535:-831.49778:-824.56184] 0.0000177054
0158 012679 -2530.50894:[22664.97497:-831.48754:-824.53209] 0.0000175175
0159 012756 -2530.46507:[22665.00426:-831.47740:-824.50263] 0.0000173375
0160 012833 -2530.42164:[22665.03324:-831.46736:-824.47345] 0.0000171645
0161 012910 -2530.37863:[22665.06191:-831.45743:-824.44454] 0.0000169970
0162 012987 -2530.33603:[22665.09028:-831.44760:-824.41588] 0.0000168341
0163 013064 -2530.29383:[22665.11838:-831.43786:-824.38747] 0.0000166788
0164 013141 -2530.25199:[22665.14623:-831.42821:-824.35928] 0.0000165356
0165 013218 -2530.21048:[22665.17385:-831.41864:-824.33129] 0.0000164045
0166 013295 -2530.16929:[22665.20124:-831.40916:-824.30349] 0.0000162800
0167 013372 -2530.12841:[22665.22840:-831.39975:-824.27589] 0.0000161563
0168 013449 -2530.08785:[22665.25532:-831.39041:-824.24848] 0.0000160312
0169 013526 -2530.04761:[22665.28199:-831.38115:-824.22128] 0.0000159054
0170 013603 -2530.00768:[22665.30842:-831.37196:-824.19429] 0.0000157793
0171 013680 -2529.96808:[22665.33460:-831.36284:-824.16751] 0.0000156523
0172 013757 -2529.92881:[22665.36053:-831.35379:-824.14094] 0.0000155250
0173 013834 -2529.88984:[22665.38623:-831.34481:-824.11458] 0.0000154008
0174 013911 -2529.85118:[22665.41171:-831.33590:-824.08841] 0.0000152821
0175 013988 -2529.81281:[22665.43698:-831.32706:-824.06243] 0.0000151680
0176 014065 -2529.77472:[22665.46205:-831.31829:-824.03662] 0.0000150569
0177 014142 -2529.73691:[22665.48691:-831.30958:-824.01099] 0.0000149459
0178 014219 -2529.69940:[22665.51155:-831.30094:-823.98556] 0.0000148275
0179 014296 -2529.66222:[22665.53594:-831.29237:-823.96035] 0.0000146962
0180 014373 -2529.62541:[22665.56004:-831.28386:-823.93540] 0.0000145519
0181 014450 -2529.58899:[22665.58384:-831.27542:-823.91072] 0.0000143979
0182 014527 -2529.55297:[22665.60735:-831.26705:-823.88633] 0.0000142389
0183 014604 -2529.51736:[22665.63055:-831.25876:-823.86223] 0.0000140783
0184 014681 -2529.48215:[22665.65347:-831.25055:-823.83841] 0.0000139179
0185 014758 -2529.44735:[22665.67610:-831.24242:-823.81487] 0.0000137583
0186 014835 -2529.41295:[22665.69846:-831.23437:-823.79160] 0.0000136021
0187 014912 -2529.37891:[22665.72059:-831.22641:-823.76859] 0.0000134555
0188 014989 -2529.34521:[22665.74251:-831.21852:-823.74578] 0.0000133257
0189 015066 -2529.31177:[22665.76427:-831.21071:-823.72314] 0.0000132189
0190 015142 -2529.27854:[22665.78594:-831.20297:-823.70061] 0.0000131391
0191 015219 -2529.24544:[22665.80757:-831.19530:-823.67813] 0.0000130856
0192 015296 -2529.21243:[22665.82918:-831.18768:-823.65567] 0.0000130496
0193 015373 -2529.17951:[22665.85075:-831.18011:-823.63324] 0.0000130167
0194 015450 -2529.14670:[22665.87226:-831.17258:-823.61085] 0.0000129741
0195 015527 -2529.11403:[22665.89365:-831.16509:-823.58856] 0.0000129171
0196 015604 -2529.08153:[22665.91491:-831.15763:-823.56638] 0.0000128497
0197 015681 -2529.04921:[22665.93602:-831.15021:-823.54432] 0.0000127788
0198 015756 -2529.01707:[22665.95699:-831.14282:-823.52237] 0.0000127086
0199 015830 -2528.98511:[22665.97783:-831.13547:-823.50054] 0.0000126387
0200 015904 -2528.95333:[22665.99853:-831.12817:-823.47883] 0.0000125664
Start evaluating ...
  Columns 1 through 7

    0.0656    0.0779    0.0812    0.0831    0.0842    0.0853    0.0861

  Columns 8 through 10

    0.0865    0.0870    0.0876

    0.0150

Elapsed time is 15975.120675 seconds.
