nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp1/2550]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 1.0000|lbd-V: 0.0100|lbd-N: 1.0000|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/ctr/delicious-alg80-sp1-cold20170221214430062 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000152 -13038.50000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000295 -4369.89732:[17820.60273:-243.16505:-2193.39581] 0.6648466220
0003 000438 -2690.30670:[20783.36962:-44.81490:-1486.49391] 0.3843547106
0004 000549 -2249.80128:[21695.47236:-59.87302:-1185.75839] 0.1637379947
0005 000699 -2014.88102:[22194.15422:-74.09465:-995.05886] 0.1044182268
0006 000795 -1861.21654:[22528.43807:-87.49477:-862.06653] 0.0762647911
0007 000941 -1753.24270:[22769.95725:-100.25578:-763.81521] 0.0580125071
0008 001089 -1674.12582:[22952.48510:-112.40026:-688.47959] 0.0451260274
0009 001182 -1614.43115:[23094.96133:-123.94950:-629.06270] 0.0356572177
0010 001279 -1568.40775:[23208.92682:-134.91663:-581.16598] 0.0285075015
0011 001360 -1532.33545:[23301.84756:-145.31180:-541.87836] 0.0229993119
0012 001455 -1503.69523:[23378.78253:-155.14457:-509.19375] 0.0186905731
0013 001592 -1480.71878:[23443.28905:-164.42522:-481.68314] 0.0152799870
0014 001689 -1462.12847:[23497.94548:-173.16546:-458.30019] 0.0125549270
0015 001770 -1446.97922:[23544.66827:-181.37876:-438.26064] 0.0103610909
0016 001866 -1434.55844:[23584.91265:-189.08037:-420.96477] 0.0085839381
0017 001960 -1424.32020:[23619.80397:-196.28730:-405.94589] 0.0071368582
0018 002041 -1415.84071:[23650.22637:-203.01801:-392.83529] 0.0059533608
0019 002121 -1408.78733:[23676.88424:-209.29223:-381.33772] 0.0049817603
0020 002253 -1402.89654:[23700.34571:-215.13059:-371.21390] 0.0041814603
0021 002401 -1397.95793:[23721.07399:-220.55441:-362.26788] 0.0035202982
0022 002481 -1393.80235:[23739.45053:-225.58533:-354.33764] 0.0029726076
0023 002562 -1390.29306:[23755.79224:-230.24510:-347.28807] 0.0025177804
0024 002642 -1387.31897:[23770.36446:-234.55535:-341.00563] 0.0021391835
0025 002765 -1384.78942:[23783.39105:-238.53738:-335.39428] 0.0018233326
0026 002845 -1382.63018:[23795.06206:-242.21199:-330.37219] 0.0015592543
0027 002925 -1380.78024:[23805.53983:-245.59934:-325.86930] 0.0013379882
0028 003006 -1379.18931:[23814.96381:-248.71889:-321.82530] 0.0011521966
0029 003086 -1377.81584:[23823.45435:-251.58926:-318.18801] 0.0009958542
0030 003167 -1376.62540:[23831.11583:-254.22821:-314.91210] 0.0008640028
0031 003247 -1375.58942:[23838.03913:-256.65260:-311.95802] 0.0007525544
0032 003331 -1374.68410:[23844.30371:-258.87836:-309.29115] 0.0006581326
0033 003412 -1373.88961:[23849.97926:-260.92050:-306.88108] 0.0005779441
