nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.1000|lbd-V: 0.1000|lbd-N: 0.1000|lbd-Q: 0.0500]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226125821387 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000190 -15925.00000:[0.00000:0.00000:-0.00000] 1.0000000000
0002 000375 -1936.76737:[28552.60423:-279.61427:-511.13297] 0.8783819549
0003 000562 -1772.87988:[28755.65109:-219.55343:-476.34293] 0.0846190883
0004 000749 -1734.88610:[28840.17713:-225.20899:-456.59561] 0.0214305415
0005 001025 -1709.95181:[28899.75941:-230.99337:-441.12922] 0.0143722926
0006 001301 -1691.55298:[28946.24152:-236.41389:-428.11617] 0.0107598538
0007 001572 -1677.23996:[28984.21083:-241.51016:-416.81261] 0.0084614685
0008 001844 -1665.79547:[29016.02917:-246.33058:-406.85580] 0.0068234036
0009 002118 -1656.48032:[29043.15748:-250.89182:-398.01997] 0.0055920162
0010 002384 -1648.79432:[29066.58997:-255.19843:-390.14057] 0.0046399594
0011 002646 -1642.38058:[29087.03881:-259.25356:-383.08768] 0.0038899536
0012 002909 -1636.97655:[29105.03180:-263.06201:-376.75491] 0.0032903639
0013 003173 -1632.38483:[29120.97066:-266.63062:-371.05349] 0.0028050061
0014 003433 -1628.45440:[29135.16814:-269.96793:-365.90856] 0.0024077839
0015 003698 -1625.06798:[29147.87268:-273.08369:-361.25641] 0.0020795296
0016 003959 -1622.13317:[29159.28514:-275.98837:-357.04241] 0.0018059581
0017 004217 -1619.57625:[29169.57056:-278.69285:-353.21931] 0.0015762682
0018 004479 -1617.33772:[29178.86635:-281.20814:-349.74603] 0.0013821707
0019 004746 -1615.36908:[29187.28833:-283.54520:-346.58661] 0.0012172119
0020 005009 -1613.63046:[29194.93509:-285.71475:-343.70946] 0.0010762992
0021 005274 -1612.08885:[29201.89127:-287.72724:-341.08668] 0.0009553663
0022 005535 -1610.71675:[29208.23007:-289.59274:-338.69360] 0.0008511326
0023 005795 -1609.49111:[29214.01522:-291.32089:-336.50828] 0.0007609312
0024 006053 -1608.39250:[29219.30252:-292.92089:-334.51116] 0.0006825802
0025 006313 -1607.40449:[29224.14106:-294.40146:-332.68477] 0.0006142845
0026 006576 -1606.51309:[29228.57421:-295.77088:-331.01344] 0.0005545577
0027 006839 -1605.70636:[29232.64047:-297.03694:-329.48311] 0.0005021611
0028 007101 -1604.97407:[29236.37408:-298.20697:-328.08109] 0.0004560565
0029 007361 -1604.30741:[29239.80565:-299.28788:-326.79597] 0.0004153701
0030 007615 -1603.69879:[29242.96254:-300.28611:-325.61741] 0.0003793643
0031 007874 -1603.14165:[29245.86932:-301.20771:-324.53607] 0.0003474142
0032 008128 -1602.63026:[29248.54811:-302.05832:-323.54350] 0.0003189882
0033 008383 -1602.15968:[29251.01880:-302.84320:-322.63201] 0.0002936319
0034 008640 -1601.72556:[29253.29939:-303.56726:-321.79463] 0.0002709562
