nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/2550]
Init social model
Using adagrad ...
Params [lbd-U: 0.0100|lbd-V: 1.0000|lbd-N: 0.0100|lbd-Q: 0.0500]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226125821272 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000187 -15925.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000377 -2514.20183:[29455.51312:-1191.64843:-209.52805] 0.8421223344
0003 000562 -2229.10966:[29515.08361:-948.90755:-209.82765] 0.1133927131
0004 000750 -2096.71961:[29538.19688:-841.19932:-206.84070] 0.0593914482
0005 001034 -1998.24681:[29545.86493:-760.89627:-201.54478] 0.0469651731
0006 001306 -1920.24080:[29544.41621:-699.12945:-195.67282] 0.0390372237
0007 001578 -1859.14549:[29535.76325:-649.74141:-194.61409] 0.0318164816
0008 001849 -1813.13265:[29523.48510:-608.16183:-198.69941] 0.0247494575
0009 002120 -1777.53317:[29510.66366:-572.24645:-204.53703] 0.0196342387
0010 002388 -1748.92739:[29497.86163:-541.36019:-210.64301] 0.0160929693
0011 002651 -1725.55004:[29485.06441:-514.88583:-216.67605] 0.0133666779
0012 002911 -1706.26812:[29472.38201:-492.11196:-222.54717] 0.0111743627
0013 003168 -1690.25181:[29459.96165:-472.40386:-228.21941] 0.0093867454
0014 003433 -1676.86963:[29447.92333:-455.24606:-233.67058] 0.0079172734
0015 003698 -1665.63171:[29436.35128:-440.22772:-238.88574] 0.0067017233
0016 003956 -1656.15258:[29425.30025:-427.01982:-243.85526] 0.0056910128
0017 004218 -1648.12525:[29414.80297:-415.35609:-248.57387] 0.0048469706
0018 004478 -1641.30286:[29404.87593:-405.01875:-253.03990] 0.0041394907
0019 004738 -1635.48519:[29395.52359:-395.82781:-257.25475] 0.0035445433
0020 005006 -1630.50879:[29386.74150:-387.63317:-261.22225] 0.0030427620
0021 005268 -1626.23944:[29378.51860:-380.30864:-264.94825] 0.0026184181
0022 005531 -1622.56632:[29370.83894:-373.74733:-268.44010] 0.0022586595
0023 005790 -1619.39755:[29363.68307:-367.85810:-271.70637] 0.0019529377
0024 006053 -1616.65661:[29357.02911:-362.56277:-274.75639] 0.0016925642
0025 006312 -1614.27955:[29350.85362:-357.79389:-277.60003] 0.0014703579
0026 006574 -1612.21269:[29345.13223:-353.49301:-280.24748] 0.0012803596
0027 006836 -1610.41088:[29339.84019:-349.60922:-282.70901] 0.0011176042
0028 007095 -1608.83599:[29334.95271:-346.09800:-284.99488] 0.0009779384
0029 007361 -1607.45581:[29330.44533:-342.92028:-287.11523] 0.0008578782
0030 007621 -1606.24299:[29326.29408:-340.04163:-289.07996] 0.0007544973
0031 007880 -1605.17430:[29322.47572:-337.43164:-290.89870] 0.0006653325
0032 008138 -1604.22997:[29318.96786:-335.06335:-292.58072] 0.0005883051
0033 008398 -1603.39311:[29315.74909:-332.91281:-294.13494] 0.0005216564
0034 008653 -1602.64930:[29312.79897:-330.95869:-295.56986] 0.0004638983
