nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 003089 -326.76477:[8250.24477:-54.72224:-5.34220] 0.0037913362
0036 003167 -325.59193:[8250.01233:-53.43594:-5.46353] 0.0035892251
0037 003242 -324.48455:[8249.77994:-52.21502:-5.58428] 0.0034011411
0038 003321 -323.43782:[8249.54774:-51.05475:-5.70444] 0.0032258344
0039 003401 -322.44739:[8249.31586:-49.95088:-5.82399] 0.0030621917
0040 003478 -321.50932:[8249.08443:-48.89953:-5.94291] 0.0029092188
0041 003559 -320.62001:[8248.85355:-47.89715:-6.06118] 0.0027660255
0042 003633 -319.77620:[8248.62333:-46.94054:-6.17880] 0.0026318134
0043 003712 -318.97489:[8248.39384:-46.02674:-6.29574] 0.0025058644
0044 003790 -318.21332:[8248.16517:-45.15305:-6.41200] 0.0023875311
0045 003867 -317.48900:[8247.93739:-44.31701:-6.52755] 0.0022762287
0046 003947 -316.79959:[8247.71057:-43.51633:-6.64239] 0.0021714273
0047 004026 -316.14298:[8247.48476:-42.74891:-6.75650] 0.0020726458
0048 004102 -315.51719:[8247.26003:-42.01283:-6.86988] 0.0019794466
0049 004177 -314.92041:[8247.03642:-41.30629:-6.98251] 0.0018914310
0050 004256 -314.35096:[8246.81398:-40.62764:-7.09439] 0.0018082356
0051 004330 -313.80728:[8246.59275:-39.97534:-7.20550] 0.0017295284
0052 004402 -313.28793:[8246.37277:-39.34798:-7.31583] 0.0016550059
0053 004475 -312.79156:[8246.15408:-38.74423:-7.42539] 0.0015843899
0054 004541 -312.31692:[8245.93670:-38.16285:-7.53416] 0.0015174249
0055 004620 -311.86285:[8245.72067:-37.60270:-7.64213] 0.0014538760
0056 004682 -311.42826:[8245.50602:-37.06271:-7.74931] 0.0013935266
0057 004757 -311.01214:[8245.29278:-36.54187:-7.85568] 0.0013361767
0058 004829 -310.61353:[8245.08096:-36.03926:-7.96123] 0.0012816413
0059 004900 -310.23156:[8244.87059:-35.55399:-8.06597] 0.0012297496
0060 004971 -309.86538:[8244.66169:-35.08524:-8.16989] 0.0011803436
0061 005041 -309.51421:[8244.45427:-34.63225:-8.27298] 0.0011332770
0062 005108 -309.17734:[8244.24837:-34.19428:-8.37525] 0.0010884140
0063 005173 -308.85405:[8244.04398:-33.77067:-8.47669] 0.0010456286
0064 005234 -308.54371:[8243.84113:-33.36076:-8.57729] 0.0010048031
0065 005283 -308.24571:[8243.63983:-32.96396:-8.67706] 0.0009658283
0066 005347 -307.95948:[8243.44010:-32.57969:-8.77600] 0.0009286021
0067 005405 -307.68446:[8243.24193:-32.20742:-8.87409] 0.0008930296
0068 005466 -307.42015:[8243.04535:-31.84665:-8.97135] 0.0008590221
0069 005525 -307.16607:[8242.85036:-31.49689:-9.06777] 0.0008264971
0070 005591 -306.92176:[8242.65697:-31.15768:-9.16335] 0.0007953770
0071 005646 -306.68678:[8242.46519:-30.82861:-9.25808] 0.0007655893
0072 005715 -306.46073:[8242.27503:-30.50927:-9.35198] 0.0007370657
0073 005786 -306.24322:[8242.08649:-30.19926:-9.44503] 0.0007097425
0074 005851 -306.03389:[8241.89958:-29.89823:-9.53724] 0.0006835595
0075 005919 -305.83238:[8241.71430:-29.60583:-9.62861] 0.0006584604
0076 005981 -305.63836:[8241.53066:-29.32173:-9.71914] 0.0006343920
0077 006050 -305.45152:[8241.34866:-29.04561:-9.80884] 0.0006113047
0078 006107 -305.27156:[8241.16830:-28.77718:-9.89769] 0.0005891516
0079 006174 -305.09820:[8240.98959:-28.51615:-9.98571] 0.0005678885
0080 006247 -304.93117:[8240.81253:-28.26226:-10.07290] 0.0005474741
0081 006304 -304.77021:[8240.63712:-28.01524:-10.15924] 0.0005278689
0082 006374 -304.61507:[8240.46336:-27.77486:-10.24476] 0.0005090358
0083 006444 -304.46552:[8240.29125:-27.54087:-10.32945] 0.0004909396
0084 006513 -304.32134:[8240.12079:-27.31306:-10.41330] 0.0004735471
0085 006577 -304.18232:[8239.95198:-27.09122:-10.49633] 0.0004568271
0086 006627 -304.04825:[8239.78483:-26.87513:-10.57854] 0.0004407502
0087 006688 -303.91894:[8239.61932:-26.66460:-10.65992] 0.0004252885
0088 006750 -303.79421:[8239.45547:-26.45946:-10.74048] 0.0004104152
0089 006808 -303.67388:[8239.29326:-26.25951:-10.82022] 0.0003961048
0090 006876 -303.55777:[8239.13269:-26.06459:-10.89914] 0.0003823331
0091 006938 -303.44573:[8238.97376:-25.87454:-10.97725] 0.0003690771
0092 007001 -303.33761:[8238.81647:-25.68920:-11.05455] 0.0003563156
0093 007065 -303.23326:[8238.66082:-25.50842:-11.13103] 0.0003440279
0094 007134 -303.13252:[8238.50680:-25.33206:-11.20671] 0.0003321942
0095 007205 -303.03528:[8238.35440:-25.15998:-11.28159] 0.0003207953
0096 007271 -302.94140:[8238.20363:-24.99204:-11.35567] 0.0003098134
0097 007339 -302.85075:[8238.05447:-24.82812:-11.42895] 0.0002992318
0098 007403 -302.76321:[8237.90692:-24.66810:-11.50143] 0.0002890348
0099 007466 -302.67868:[8237.76098:-24.51187:-11.57312] 0.0002792070
0100 007527 -302.59703:[8237.61663:-24.35930:-11.64403] 0.0002697337
0101 007617 -302.51818:[8237.47388:-24.21029:-11.71415] 0.0002606006
0102 007686 -302.44201:[8237.33272:-24.06473:-11.78349] 0.0002517940
0103 007749 -302.36842:[8237.19313:-23.92253:-11.85205] 0.0002433010
0104 007814 -302.29733:[8237.05512:-23.78359:-11.91985] 0.0002351096
0105 007880 -302.22865:[8236.91867:-23.64782:-11.98687] 0.0002272082
0106 007939 -302.16228:[8236.78377:-23.51512:-12.05313] 0.0002195861
0107 008010 -302.09815:[8236.65043:-23.38541:-12.11863] 0.0002122330
0108 008068 -302.03618:[8236.51862:-23.25860:-12.18337] 0.0002051388
0109 008126 -301.97629:[8236.38834:-23.13463:-12.24735] 0.0001982937
0110 008198 -301.91840:[8236.25959:-23.01340:-12.31060] 0.0001916880
0111 008269 -301.86245:[8236.13235:-22.89484:-12.37309] 0.0001853125
0112 008344 -301.80837:[8236.00661:-22.77889:-12.43485] 0.0001791583
0113 008405 -301.75610:[8235.88237:-22.66546:-12.49588] 0.0001732169
0114 008468 -301.70556:[8235.75961:-22.55450:-12.55617] 0.0001674807
0115 008525 -301.65670:[8235.63833:-22.44594:-12.61574] 0.0001619424
0116 008575 -301.60946:[8235.51851:-22.33972:-12.67459] 0.0001565951
0117 008641 -301.56379:[8235.40015:-22.23577:-12.73273] 0.0001514320
0118 008710 -301.51962:[8235.28323:-22.13404:-12.79016] 0.0001464459
0119 008775 -301.47692:[8235.16774:-22.03446:-12.84688] 0.0001416299
0120 008843 -301.43562:[8235.05367:-21.93699:-12.90290] 0.0001369776
0121 008905 -301.39569:[8234.94102:-21.84157:-12.95823] 0.0001324829
0122 008968 -301.35707:[8234.82976:-21.74815:-13.01288] 0.0001281408
0123 009033 -301.31972:[8234.71989:-21.65667:-13.06684] 0.0001239462
0124 009092 -301.28359:[8234.61141:-21.56710:-13.12012] 0.0001198941
0125 009166 -301.24865:[8234.50428:-21.47938:-13.17273] 0.0001159796
0126 009232 -301.21485:[8234.39852:-21.39347:-13.22468] 0.0001121983
0127 009305 -301.18215:[8234.29409:-21.30932:-13.27596] 0.0001085452
0128 009381 -301.15052:[8234.19100:-21.22689:-13.32659] 0.0001050153
0129 009442 -301.11992:[8234.08923:-21.14614:-13.37657] 0.0001016037
0130 009513 -301.09032:[8233.98877:-21.06703:-13.42591] 0.0000983060
0131 009581 -301.06168:[8233.88961:-20.98951:-13.47460] 0.0000951181
0132 009638 -301.03397:[8233.79173:-20.91356:-13.52267] 0.0000920365
0133 009690 -301.00717:[8233.69512:-20.83913:-13.57011] 0.0000890578
0134 009751 -300.98123:[8233.59978:-20.76620:-13.61692] 0.0000861784
0135 009815 -300.95612:[8233.50568:-20.69471:-13.66313] 0.0000833949
0136 009885 -300.93184:[8233.41282:-20.62464:-13.70872] 0.0000807040
0137 009950 -300.90833:[8233.32119:-20.55597:-13.75372] 0.0000781029
0138 010006 -300.88559:[8233.23077:-20.48864:-13.79811] 0.0000755886
0139 010078 -300.86358:[8233.14155:-20.42264:-13.84192] 0.0000731582
0140 010146 -300.84227:[8233.05352:-20.35794:-13.88513] 0.0000708084
0141 010215 -300.82165:[8232.96666:-20.29450:-13.92777] 0.0000685361
0142 010287 -300.80170:[8232.88098:-20.23229:-13.96984] 0.0000663389
0143 010363 -300.78238:[8232.79644:-20.17129:-14.01133] 0.0000642143
0144 010428 -300.76368:[8232.71305:-20.11148:-14.05227] 0.0000621601
0145 010504 -300.74559:[8232.63078:-20.05282:-14.09265] 0.0000601737
0146 010565 -300.72807:[8232.54964:-19.99529:-14.13248] 0.0000582524
0147 010632 -300.71111:[8232.46960:-19.93886:-14.17176] 0.0000563940
0148 010697 -300.69469:[8232.39065:-19.88351:-14.21051] 0.0000545966
0149 010754 -300.67880:[8232.31278:-19.82922:-14.24872] 0.0000528582
0150 010816 -300.66341:[8232.23598:-19.77597:-14.28641] 0.0000511770
0151 010886 -300.64851:[8232.16024:-19.72372:-14.32357] 0.0000495510
0152 010948 -300.63409:[8232.08555:-19.67247:-14.36023] 0.0000479782
0153 011020 -300.62012:[8232.01189:-19.62218:-14.39637] 0.0000464571
0154 011085 -300.60660:[8231.93925:-19.57284:-14.43200] 0.0000449860
0155 011137 -300.59350:[8231.86762:-19.52443:-14.46714] 0.0000435633
0156 011213 -300.58082:[8231.79700:-19.47692:-14.50179] 0.0000421875
0157 011285 -300.56854:[8231.72736:-19.43030:-14.53595] 0.0000408568
0158 011357 -300.55664:[8231.65870:-19.38456:-14.56963] 0.0000395696
0159 011426 -300.54513:[8231.59100:-19.33966:-14.60283] 0.0000383243
0160 011491 -300.53397:[8231.52426:-19.29560:-14.63556] 0.0000371190
0161 011557 -300.52316:[8231.45846:-19.25235:-14.66783] 0.0000359524
0162 011626 -300.51270:[8231.39359:-19.20991:-14.69964] 0.0000348236
0163 011692 -300.50256:[8231.32964:-19.16825:-14.73100] 0.0000337313
0164 011757 -300.49274:[8231.26660:-19.12735:-14.76191] 0.0000326747
0165 011816 -300.48323:[8231.20446:-19.08720:-14.79237] 0.0000316528
0166 011882 -300.47402:[8231.14320:-19.04779:-14.82240] 0.0000306645
0167 011955 -300.46509:[8231.08283:-19.00911:-14.85200] 0.0000297083
0168 012023 -300.45644:[8231.02331:-18.97112:-14.88117] 0.0000287832
0169 012087 -300.44806:[8230.96466:-18.93383:-14.90992] 0.0000278881
0170 012150 -300.43995:[8230.90684:-18.89722:-14.93825] 0.0000270225
0171 012216 -300.43208:[8230.84986:-18.86127:-14.96617] 0.0000261852
0172 012275 -300.42445:[8230.79371:-18.82597:-14.99369] 0.0000253752
0173 012342 -300.41707:[8230.73837:-18.79131:-15.02081] 0.0000245912
0174 012404 -300.40991:[8230.68383:-18.75728:-15.04752] 0.0000238323
0175 012466 -300.40297:[8230.63008:-18.72386:-15.07385] 0.0000230974
0176 012540 -300.39624:[8230.57712:-18.69104:-15.09980] 0.0000223859
0177 012610 -300.38973:[8230.52493:-18.65880:-15.12536] 0.0000216970
0178 012674 -300.38341:[8230.47350:-18.62715:-15.15055] 0.0000210305
0179 012745 -300.37729:[8230.42282:-18.59606:-15.17536] 0.0000203858
0180 012817 -300.37135:[8230.37288:-18.56553:-15.19981] 0.0000197624
0181 012879 -300.36559:[8230.32368:-18.53554:-15.22390] 0.0000191594
0182 012954 -300.36001:[8230.27521:-18.50608:-15.24764] 0.0000185760
0183 013011 -300.35460:[8230.22744:-18.47715:-15.27102] 0.0000180115
0184 013078 -300.34936:[8230.18039:-18.44873:-15.29405] 0.0000174654
0185 013149 -300.34427:[8230.13402:-18.42081:-15.31674] 0.0000169370
0186 013208 -300.33934:[8230.08835:-18.39339:-15.33909] 0.0000164257
0187 013276 -300.33455:[8230.04335:-18.36645:-15.36111] 0.0000159306
0188 013338 -300.32991:[8229.99902:-18.33998:-15.38280] 0.0000154514
0189 013400 -300.32541:[8229.95535:-18.31399:-15.40416] 0.0000149875
0190 013470 -300.32105:[8229.91233:-18.28844:-15.42520] 0.0000145387
0191 013537 -300.31681:[8229.86995:-18.26335:-15.44593] 0.0000141047
0192 013606 -300.31270:[8229.82820:-18.23870:-15.46634] 0.0000136848
0193 013674 -300.30871:[8229.78708:-18.21447:-15.48645] 0.0000132787
0194 013740 -300.30484:[8229.74658:-18.19067:-15.50625] 0.0000128860
0195 013796 -300.30109:[8229.70668:-18.16729:-15.52576] 0.0000125063
0196 013859 -300.29744:[8229.66738:-18.14431:-15.54496] 0.0000121388
0197 013919 -300.29390:[8229.62868:-18.12174:-15.56388] 0.0000117825
0198 013975 -300.29047:[8229.59055:-18.09955:-15.58251] 0.0000114367
0199 014039 -300.28714:[8229.55300:-18.07775:-15.60085] 0.0000111009
0200 014102 -300.28390:[8229.51602:-18.05633:-15.61892] 0.0000107752
Start evaluating ...
  Columns 1 through 7

    0.0091    0.0094    0.0095    0.0101    0.0108    0.0111    0.0111

  Columns 8 through 10

    0.0112    0.0114    0.0115

    0.0035

Elapsed time is 14214.316327 seconds.
