nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp3/5050]
Init social model
Using adagrad ...
Params [lbd-U: 1.0000|lbd-V: 1.0000|lbd-N: 1.0000|lbd-Q: 0.0100]
Staring Sample 3 - Loc: save/ctr/delicious-alg80-sp3-cold20170226164403451 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000516 -28125.00000:[0.00000:0.00000:0.00000] 1.0000000000
0002 001024 -24715.72293:[7695.46051:-482.30916:-1201.69194] 0.1212187404
0003 001528 -10305.08692:[46354.21874:-5304.37682:-2567.38313] 0.5830554116
0004 002026 -9590.77971:[45578.49809:-4223.79198:-3014.06926] 0.0693159813
0005 002513 -9414.42328:[45043.18147:-3794.23170:-3230.23818] 0.0183881225
0006 002996 -9343.24692:[44781.63896:-3600.63316:-3333.39178] 0.0075603520
0007 003464 -9302.19970:[44666.61611:-3507.42743:-3380.13610] 0.0043932511
0008 003954 -9272.84789:[44623.69417:-3460.49712:-3399.45385] 0.0031553617
0009 004441 -9249.75216:[44614.52353:-3435.85441:-3405.80323] 0.0024906840
0010 004908 -9230.84745:[44620.22947:-3422.27363:-3406.24249] 0.0020438070
0011 005340 -9215.08170:[44631.79583:-3414.33985:-3404.16484] 0.0017079412
0012 005717 -9201.78453:[44645.04201:-3409.38211:-3401.17490] 0.0014429795
0013 006057 -9190.47417:[44658.11625:-3406.05508:-3398.01092] 0.0012291484
0014 006380 -9180.78493:[44670.27060:-3403.66547:-3394.99455] 0.0010542702
0015 006700 -9172.43167:[44681.26884:-3401.84612:-3392.24936] 0.0009098629
0016 007014 -9165.18844:[44691.10265:-3400.39590:-3389.80676] 0.0007896740
0017 007323 -9158.87398:[44699.85703:-3399.19985:-3387.65721] 0.0006889611
0018 007641 -9153.34146:[44707.64768:-3398.18885:-3385.77472] 0.0006040609
0019 007957 -9148.47094:[44714.59300:-3397.31891:-3384.12846] 0.0005321038
0020 008264 -9144.16370:[44720.80255:-3396.56035:-3382.68791] 0.0004708153
0021 008562 -9140.33802:[44726.37317:-3395.89200:-3381.42510] 0.0004183738
0022 008856 -9136.92589:[44731.38857:-3395.29808:-3380.31531] 0.0003733046
0023 009157 -9133.87045:[44735.92027:-3394.76635:-3379.33716] 0.0003344051
0024 009448 -9131.12397:[44740.02922:-3394.28711:-3378.47231] 0.0003006927
0025 009733 -9128.64608:[44743.76735:-3393.85252:-3377.70505] 0.0002713669
0026 010003 -9126.40248:[44747.17910:-3393.45615:-3377.02188] 0.0002457762
0027 010271 -9124.36376:[44750.30263:-3393.09266:-3376.41112] 0.0002233871
0028 010538 -9122.50463:[44753.17084:-3392.75758:-3375.86268] 0.0002037542
0029 010806 -9120.80329:[44755.81211:-3392.44713:-3375.36787] 0.0001864993
0030 011074 -9119.24088:[44758.25100:-3392.15809:-3374.91916] 0.0001713016
0031 011341 -9117.80102:[44760.50891:-3391.88772:-3374.51004] 0.0001578930
0032 011608 -9116.46936:[44762.60456:-3391.63368:-3374.13482] 0.0001460501
