nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0034 002879 -1016.51777:[24390.12271:-171.26079:-49.68669] 0.0028365364
0035 002959 -1013.83553:[24388.41347:-167.89312:-50.55879] 0.0026386569
0036 003039 -1011.34434:[24386.72112:-164.69681:-51.43657] 0.0024571894
0037 003119 -1009.02766:[24385.05026:-161.66141:-52.31478] 0.0022906950
0038 003199 -1006.87075:[24383.40316:-158.77770:-53.18915] 0.0021376090
0039 003279 -1004.86056:[24381.78067:-156.03715:-54.05641] 0.0019964760
0040 003359 -1002.98545:[24380.18290:-153.43171:-54.91417] 0.0018660422
0041 003440 -1001.23498:[24378.60969:-150.95367:-55.76077] 0.0017452556
0042 003520 -999.59973:[24377.06088:-148.59568:-56.59504] 0.0016332286
0043 003601 -998.07115:[24375.53639:-146.35072:-57.41616] 0.0015291991
0044 003680 -996.64141:[24374.03620:-144.21216:-58.22361] 0.0014324995
0045 003761 -995.30338:[24372.56042:-142.17375:-59.01702] 0.0013425354
0046 003840 -994.05052:[24371.10915:-140.22965:-59.79615] 0.0012587728
0047 003921 -992.87682:[24369.68254:-138.37438:-60.56088] 0.0011807296
0048 004000 -991.77674:[24368.28073:-136.60284:-61.31111] 0.0011079699
0049 004080 -990.74520:[24366.90383:-134.91030:-62.04682] 0.0010400977
0050 004159 -989.77748:[24365.55195:-133.29232:-62.76802] 0.0009767521
0051 004238 -988.86926:[24364.22515:-131.74479:-63.47472] 0.0009176031
0052 004319 -988.01651:[24362.92347:-130.26387:-64.16700] 0.0008623465
0053 004398 -987.21553:[24361.64689:-128.84599:-64.84491] 0.0008107005
0054 004476 -986.46287:[24360.39539:-127.48782:-65.50857] 0.0007624046
0055 004555 -985.75536:[24359.16887:-126.18623:-66.15808] 0.0007172183
0056 004634 -985.09005:[24357.96724:-124.93831:-66.79357] 0.0006749201
0057 004713 -984.46422:[24356.79034:-123.74135:-67.41519] 0.0006353058
0058 004792 -983.87533:[24355.63800:-122.59279:-68.02310] 0.0005981878
0059 004871 -983.32102:[24354.51004:-121.49024:-68.61747] 0.0005633942
0060 004950 -982.79910:[24353.40623:-120.43146:-69.19848] 0.0005307667
0061 005030 -982.30755:[24352.32634:-119.41434:-69.76630] 0.0005001592
0062 005109 -981.84445:[24351.27013:-118.43690:-70.32113] 0.0004714363
0063 005187 -981.40805:[24350.23732:-117.49728:-70.86316] 0.0004444732
0064 005266 -980.99668:[24349.22764:-116.59372:-71.39259] 0.0004191559
0065 005344 -980.60882:[24348.24079:-115.72457:-71.90960] 0.0003953802
0066 005423 -980.24300:[24347.27649:-114.88826:-72.41441] 0.0003730492
0067 005501 -979.89789:[24346.33441:-114.08333:-72.90720] 0.0003520711
0068 005579 -979.57221:[24345.41425:-113.30838:-73.38818] 0.0003323601
0069 005658 -979.26478:[24344.51567:-112.56209:-73.85755] 0.0003138358
0070 005736 -978.97451:[24343.63835:-111.84322:-74.31550] 0.0002964225
0071 005815 -978.70035:[24342.78194:-111.15058:-74.76225] 0.0002800494
0072 005893 -978.44133:[24341.94611:-110.48307:-75.19800] 0.0002646494
0073 005972 -978.19657:[24341.13050:-109.83962:-75.62296] 0.0002501589
0074 006050 -977.96521:[24340.33477:-109.21922:-76.03734] 0.0002365190
0075 006129 -977.74646:[24339.55855:-108.62092:-76.44135] 0.0002236771
0076 006207 -977.53958:[24338.80149:-108.04381:-76.83520] 0.0002115857
0077 006285 -977.34388:[24338.06324:-107.48703:-77.21909] 0.0002002004
0078 006364 -977.15869:[24337.34345:-106.94976:-77.59324] 0.0001894778
0079 006442 -976.98341:[24336.64174:-106.43121:-77.95783] 0.0001793754
0080 006521 -976.81747:[24335.95778:-105.93065:-78.31308] 0.0001698531
0081 006599 -976.66032:[24335.29119:-105.44737:-78.65920] 0.0001608752
0082 006678 -976.51147:[24334.64163:-104.98068:-78.99637] 0.0001524093
0083 006756 -976.37044:[24334.00875:-104.52995:-79.32480] 0.0001444265
0084 006836 -976.23677:[24333.39219:-104.09457:-79.64469] 0.0001368990
0085 006914 -976.11006:[24332.79162:-103.67393:-79.95622] 0.0001297993
0086 006993 -975.98990:[24332.20669:-103.26750:-80.25958] 0.0001231025
0087 007072 -975.87592:[24331.63707:-102.87472:-80.55495] 0.0001167860
0088 007152 -975.76776:[24331.08243:-102.49509:-80.84252] 0.0001108278
0089 007231 -975.66510:[24330.54243:-102.12812:-81.12247] 0.0001052064
0090 007310 -975.56763:[24330.01675:-101.77334:-81.39497] 0.0000999031
0091 007389 -975.47505:[24329.50507:-101.43030:-81.66019] 0.0000949019
0092 007467 -975.38707:[24329.00708:-101.09857:-81.91830] 0.0000901873
0093 007546 -975.30344:[24328.52246:-100.77774:-82.16946] 0.0000857427
0094 007625 -975.22391:[24328.05091:-100.46742:-82.41384] 0.0000815499
0095 007705 -975.14824:[24327.59212:-100.16723:-82.65159] 0.0000775910
0096 007784 -975.07622:[24327.14579:-99.87681:-82.88289] 0.0000738495
0097 007864 -975.00766:[24326.71160:-99.59581:-83.10789] 0.0000703110
0098 007943 -974.94237:[24326.28927:-99.32389:-83.32675] 0.0000669627
0099 008022 -974.88018:[24325.87851:-99.06075:-83.53963] 0.0000637950
0100 008101 -974.82091:[24325.47903:-98.80606:-83.74668] 0.0000607999
0101 008197 -974.76440:[24325.09055:-98.55954:-83.94804] 0.0000579690
0102 008279 -974.71050:[24324.71282:-98.32090:-84.14386] 0.0000552938
0103 008359 -974.65907:[24324.34555:-98.08987:-84.33427] 0.0000527658
0104 008438 -974.60997:[24323.98851:-97.86619:-84.51941] 0.0000503765
0105 008517 -974.56307:[24323.64142:-97.64960:-84.69941] 0.0000481179
0106 008597 -974.51826:[24323.30404:-97.43987:-84.87440] 0.0000459823
0107 008676 -974.47542:[24322.97613:-97.23676:-85.04452] 0.0000439612
0108 008755 -974.43444:[24322.65744:-97.04005:-85.20988] 0.0000420456
0109 008834 -974.39525:[24322.34772:-96.84952:-85.37062] 0.0000402274
0110 008913 -974.35773:[24322.04675:-96.66497:-85.52687] 0.0000384999
0111 008993 -974.32182:[24321.75429:-96.48619:-85.67874] 0.0000368582
0112 009072 -974.28743:[24321.47012:-96.31300:-85.82636] 0.0000352984
0113 009151 -974.25448:[24321.19401:-96.14520:-85.96984] 0.0000338173
0114 009230 -974.22290:[24320.92576:-95.98262:-86.10929] 0.0000324120
0115 009308 -974.19262:[24320.66516:-95.82509:-86.24481] 0.0000310806
0116 009387 -974.16357:[24320.41200:-95.67244:-86.37651] 0.0000298216
0117 009465 -974.13568:[24320.16611:-95.52451:-86.50449] 0.0000286331
0118 009544 -974.10888:[24319.92729:-95.38115:-86.62884] 0.0000275115
0119 009623 -974.08311:[24319.69535:-95.24221:-86.74964] 0.0000264513
0120 009702 -974.05832:[24319.47012:-95.10754:-86.86700] 0.0000254474
0121 009781 -974.03446:[24319.25140:-94.97701:-86.98101] 0.0000244957
0122 009860 -974.01148:[24319.03904:-94.85049:-87.09175] 0.0000235924
0123 009938 -973.98934:[24318.83285:-94.72783:-87.19933] 0.0000227339
0124 010017 -973.96799:[24318.63267:-94.60893:-87.30381] 0.0000219161
0125 010095 -973.94741:[24318.43832:-94.49365:-87.40530] 0.0000211367
0126 010173 -973.92754:[24318.24965:-94.38189:-87.50388] 0.0000203951
0127 010252 -973.90836:[24318.06651:-94.27353:-87.59962] 0.0000196911
0128 010330 -973.88984:[24317.88873:-94.16846:-87.69259] 0.0000190231
0129 010408 -973.87193:[24317.71618:-94.06658:-87.78289] 0.0000183889
0130 010487 -973.85461:[24317.54871:-93.96779:-87.87057] 0.0000177858
0131 010565 -973.83785:[24317.38618:-93.87199:-87.95572] 0.0000172111
0132 010644 -973.82162:[24317.22845:-93.77908:-88.03839] 0.0000166624
0133 010722 -973.80590:[24317.07539:-93.68898:-88.11867] 0.0000161381
0134 010801 -973.79068:[24316.92686:-93.60159:-88.19663] 0.0000156378
0135 010880 -973.77591:[24316.78274:-93.51684:-88.27231] 0.0000151614
0136 010959 -973.76159:[24316.64291:-93.43463:-88.34580] 0.0000147082
0137 011038 -973.74769:[24316.50725:-93.35490:-88.41714] 0.0000142786
0138 011116 -973.73418:[24316.37564:-93.27756:-88.48640] 0.0000138717
0139 011194 -973.72105:[24316.24798:-93.20253:-88.55362] 0.0000134852
0140 011272 -973.70828:[24316.12415:-93.12975:-88.61887] 0.0000131170
0141 011350 -973.69585:[24316.00404:-93.05915:-88.68221] 0.0000127651
0142 011428 -973.68374:[24315.88754:-92.99066:-88.74368] 0.0000124280
0143 011507 -973.67196:[24315.77455:-92.92421:-88.80334] 0.0000121047
0144 011585 -973.66047:[24315.66498:-92.85974:-88.86125] 0.0000117944
0145 011663 -973.64928:[24315.55871:-92.79720:-88.91745] 0.0000114962
0146 011741 -973.63837:[24315.45566:-92.73651:-88.97199] 0.0000112095
0147 011820 -973.62772:[24315.35574:-92.67763:-89.02493] 0.0000109345
0148 011898 -973.61733:[24315.25885:-92.62049:-89.07630] 0.0000106714
0149 011975 -973.60719:[24315.16491:-92.56505:-89.12616] 0.0000104201
0150 012053 -973.59727:[24315.07384:-92.51125:-89.17453] 0.0000101801
0151 012131 -973.58759:[24314.98554:-92.45905:-89.22147] 0.0000099498
Start evaluating ...
  Columns 1 through 7

    0.0620    0.0759    0.0795    0.0817    0.0827    0.0834    0.0839

  Columns 8 through 10

    0.0845    0.0849    0.0853

    0.0147

Elapsed time is 12184.106099 seconds.
