nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp1/2550]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 1.0000|lbd-V: 1.0000|lbd-N: 1.0000|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/ctr/delicious-alg80-sp1-cold20170221214430331 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000134 -13038.50000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000263 -11932.29063:[2617.02673:-243.16505:-321.18176] 0.0848417666
0003 000400 -6193.58947:[18252.13009:-2273.52720:-1986.58847] 0.4809387681
0004 000502 -5956.63331:[18590.17049:-2222.01294:-2082.96850] 0.0382582929
0005 000617 -5912.59506:[18566.44509:-2168.68388:-2117.72849] 0.0073931440
0006 000721 -5888.05836:[18567.55785:-2146.56735:-2125.40979] 0.0041499037
0007 000819 -5870.21210:[18581.57776:-2137.42323:-2124.42131] 0.0030309243
0008 000900 -5856.24165:[18597.66325:-2133.03187:-2121.05746] 0.0023798888
0009 000981 -5845.03247:[18612.16832:-2130.42048:-2117.39357] 0.0019140579
0010 001062 -5835.93228:[18624.38969:-2128.56873:-2114.06690] 0.0015569098
0011 001150 -5828.48322:[18634.51076:-2127.11554:-2111.22325] 0.0012764120
0012 001250 -5822.34172:[18642.89777:-2125.91834:-2108.84768] 0.0010537057
0013 001331 -5817.24419:[18649.89607:-2124.90932:-2106.88039] 0.0008755123
0014 001412 -5812.98688:[18655.78639:-2124.04849:-2105.25633] 0.0007318431
0015 001493 -5809.41126:[18660.78721:-2123.30812:-2103.91714] 0.0006151081
0016 001574 -5806.39303:[18665.06716:-2122.66712:-2102.81373] 0.0005195416
0017 001655 -5803.83383:[18668.75705:-2122.10876:-2101.90559] 0.0004407564
0018 001791 -5801.65508:[18671.95944:-2121.61955:-2101.15952] 0.0003753981
0019 001891 -5799.79343:[18674.75566:-2121.18846:-2100.54822] 0.0003208821
0020 001973 -5798.19732:[18677.21097:-2120.80644:-2100.04917] 0.0002752014
0021 002099 -5796.82438:[18679.37831:-2120.46599:-2099.64360] 0.0002367874
0022 002191 -5795.63949:[18681.30106:-2120.16090:-2099.31583] 0.0002044029
0023 002272 -5794.61333:[18683.01513:-2119.88594:-2099.05262] 0.0001770578
0024 002353 -5793.72126:[18684.55041:-2119.63676:-2098.84282] 0.0001539478
0025 002433 -5792.94251:[18685.93196:-2119.40967:-2098.67698] 0.0001344118
0026 002514 -5792.25951:[18687.18096:-2119.20158:-2098.54713] 0.0001179021
0027 002595 -5791.65734:[18688.31534:-2119.00989:-2098.44649] 0.0001039615
0028 002676 -5791.12333:[18689.35038:-2118.83241:-2098.36936] 0.0000922039
0029 002756 -5790.64671:[18690.29909:-2118.66730:-2098.31089] 0.0000823016
0030 002837 -5790.21833:[18691.17256:-2118.51296:-2098.26698] 0.0000739784
0031 002919 -5789.83034:[18691.98034:-2118.36806:-2098.23413] 0.0000670069
0032 003000 -5789.47600:[18692.73066:-2118.23144:-2098.20933] 0.0000612005
