nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 008764 -1155.88238:[29905.21643:-182.87856:-6.19107] 0.0039715153
0036 009011 -1151.50755:[29905.38317:-178.59184:-6.31998] 0.0037848439
0037 009253 -1147.34992:[29905.52441:-174.50928:-6.44894] 0.0036105942
0038 009494 -1143.39422:[29905.64228:-170.61671:-6.57791] 0.0034476838
0039 009744 -1139.62657:[29905.73871:-166.90122:-6.70687] 0.0032951469
0040 009984 -1136.03433:[29905.81542:-163.35106:-6.83579] 0.0031521185
0041 010207 -1132.60598:[29905.87396:-159.95551:-6.96465] 0.0030178224
0042 010407 -1129.33098:[29905.91573:-156.70474:-7.09343] 0.0028915603
0043 010584 -1126.19968:[29905.94200:-153.58977:-7.22210] 0.0027727026
0044 010755 -1123.20323:[29905.95393:-150.60232:-7.35064] 0.0026606804
0045 010928 -1120.33347:[29905.95257:-147.73479:-7.47903] 0.0025549792
0046 011101 -1117.58290:[29905.93888:-144.98018:-7.60727] 0.0024551321
0047 011274 -1114.94460:[29905.91372:-142.33200:-7.73532] 0.0023607152
0048 011419 -1112.41218:[29905.87792:-139.78428:-7.86317] 0.0022713420
0049 011556 -1109.97972:[29905.83219:-137.33146:-7.99082] 0.0021866601
0050 011653 -1107.64171:[29905.77721:-134.96842:-8.11824] 0.0021063472
0051 011791 -1105.39308:[29905.71361:-132.69038:-8.24542] 0.0020301079
0052 011949 -1103.22908:[29905.64195:-130.49289:-8.37235] 0.0019576717
0053 012118 -1101.14532:[29905.56278:-128.37182:-8.49903] 0.0018887900
0054 012293 -1099.13767:[29905.47656:-126.32331:-8.62543] 0.0018232348
0055 012465 -1097.20231:[29905.38376:-124.34376:-8.75156] 0.0017607959
0056 012639 -1095.33566:[29905.28480:-122.42981:-8.87740] 0.0017012799
0057 012812 -1093.53438:[29905.18006:-120.57830:-9.00295] 0.0016445083
0058 012985 -1091.79531:[29905.06992:-118.78629:-9.12820] 0.0015903162
0059 013157 -1090.11553:[29904.95470:-117.05101:-9.25313] 0.0015385508
0060 013328 -1088.49227:[29904.83472:-115.36986:-9.37775] 0.0014890705
0061 013500 -1086.92294:[29904.71029:-113.74040:-9.50204] 0.0014417438
0062 013802 -1085.40511:[29904.58166:-112.16034:-9.62600] 0.0013964487
0063 014128 -1083.93648:[29904.44911:-110.62750:-9.74961] 0.0013530715
0064 014460 -1082.51489:[29904.31286:-109.13987:-9.87288] 0.0013115066
0065 014796 -1081.13830:[29904.17316:-107.69550:-9.99580] 0.0012716552
0066 015124 -1079.80480:[29904.03020:-106.29260:-10.11836] 0.0012334254
0067 015449 -1078.51256:[29903.88419:-104.92944:-10.24056] 0.0011967311
0068 015775 -1077.25988:[29903.73531:-103.60441:-10.36239] 0.0011614919
0069 016076 -1076.04513:[29903.58374:-102.31597:-10.48384] 0.0011276325
0070 016372 -1074.86677:[29903.42964:-101.06267:-10.60492] 0.0010950827
0071 016662 -1073.72335:[29903.27317:-99.84314:-10.72563] 0.0010637763
0072 016953 -1072.61350:[29903.11448:-98.65607:-10.84594] 0.0010336517
0073 017240 -1071.53589:[29902.95369:-97.50022:-10.96588] 0.0010046510
0074 017508 -1070.48930:[29902.79096:-96.37441:-11.08542] 0.0009767196
0075 017779 -1069.47255:[29902.62639:-95.27753:-11.20458] 0.0009498064
0076 018045 -1068.48450:[29902.46010:-94.20852:-11.32334] 0.0009238636
0077 018313 -1067.52410:[29902.29221:-93.16636:-11.44170] 0.0008988460
0078 018580 -1066.59032:[29902.12282:-92.15009:-11.55966] 0.0008747110
0079 018854 -1065.68221:[29901.95204:-91.15880:-11.67723] 0.0008514185
0080 019115 -1064.79883:[29901.77994:-90.19160:-11.79438] 0.0008289307
0081 019346 -1063.93931:[29901.60664:-89.24767:-11.91113] 0.0008072118
0082 019566 -1063.10281:[29901.43220:-88.32620:-12.02747] 0.0007862281
0083 019771 -1062.28853:[29901.25672:-87.42644:-12.14340] 0.0007659477
0084 019977 -1061.49570:[29901.08026:-86.54767:-12.25891] 0.0007463401
0085 020174 -1060.72359:[29900.90291:-85.68918:-12.37400] 0.0007273770
0086 020373 -1059.97151:[29900.72473:-84.85032:-12.48867] 0.0007090312
0087 020571 -1059.23877:[29900.54578:-84.03044:-12.60292] 0.0006912772
0088 020772 -1058.52475:[29900.36615:-83.22894:-12.71674] 0.0006740903
0089 020966 -1057.82883:[29900.18587:-82.44525:-12.83013] 0.0006574474
0090 021162 -1057.15041:[29900.00502:-81.67879:-12.94309] 0.0006413262
0091 021354 -1056.48895:[29899.82364:-80.92904:-13.05562] 0.0006257057
0092 021545 -1055.84389:[29899.64180:-80.19547:-13.16771] 0.0006105662
0093 021736 -1055.21473:[29899.45953:-79.47761:-13.27937] 0.0005958889
0094 021926 -1054.60096:[29899.27689:-78.77498:-13.39058] 0.0005816559
0095 022116 -1054.00210:[29899.09392:-78.08711:-13.50136] 0.0005678501
0096 022304 -1053.41770:[29898.91067:-77.41359:-13.61169] 0.0005544552
0097 022492 -1052.84732:[29898.72718:-76.75398:-13.72158] 0.0005414556
0098 022684 -1052.29054:[29898.54349:-76.10788:-13.83102] 0.0005288364
0099 022870 -1051.74694:[29898.35963:-75.47491:-13.94002] 0.0005165836
0100 023064 -1051.21614:[29898.17565:-74.85470:-14.04856] 0.0005046835
0101 023279 -1050.69777:[29897.99157:-74.24688:-14.15666] 0.0004931233
0102 023459 -1050.19144:[29897.80744:-73.65111:-14.26431] 0.0004818908
0103 023636 -1049.69683:[29897.62328:-73.06706:-14.37151] 0.0004709742
0104 023812 -1049.21359:[29897.43912:-72.49440:-14.47825] 0.0004603623
0105 023987 -1048.74140:[29897.25500:-71.93283:-14.58454] 0.0004500446
0106 024163 -1048.27994:[29897.07094:-71.38204:-14.69038] 0.0004400109
0107 024339 -1047.82892:[29896.88697:-70.84176:-14.79576] 0.0004302514
0108 024514 -1047.38803:[29896.70311:-70.31169:-14.90069] 0.0004207568
0109 024690 -1046.95702:[29896.51940:-69.79158:-15.00516] 0.0004115178
0110 024866 -1046.53559:[29896.33585:-69.28117:-15.10917] 0.0004025258
0111 025040 -1046.12349:[29896.15248:-68.78020:-15.21273] 0.0003937727
0112 025215 -1045.72047:[29895.96932:-68.28844:-15.31582] 0.0003852505
0113 025390 -1045.32628:[29895.78639:-67.80564:-15.41846] 0.0003769518
0114 025534 -1044.94070:[29895.60371:-67.33159:-15.52064] 0.0003688691
0115 025708 -1044.56348:[29895.42130:-66.86607:-15.62236] 0.0003609951
0116 025882 -1044.19441:[29895.23918:-66.40886:-15.72362] 0.0003533230
0117 026057 -1043.83328:[29895.05736:-65.95976:-15.82443] 0.0003458465
0118 026232 -1043.47988:[29894.87586:-65.51857:-15.92477] 0.0003385597
0119 026408 -1043.13401:[29894.69470:-65.08510:-16.02466] 0.0003314567
0120 026584 -1042.79548:[29894.51390:-64.65917:-16.12409] 0.0003245317
0121 026760 -1042.46410:[29894.33346:-64.24060:-16.22306] 0.0003177789
0122 026937 -1042.13969:[29894.15340:-63.82921:-16.32157] 0.0003111930
0123 027099 -1041.82208:[29893.97374:-63.42483:-16.41963] 0.0003047689
0124 027275 -1041.51110:[29893.79448:-63.02730:-16.51723] 0.0002985016
0125 027450 -1041.20657:[29893.61565:-62.63646:-16.61438] 0.0002923865
0126 027760 -1040.90835:[29893.43725:-62.25216:-16.71107] 0.0002864190
0127 028125 -1040.61628:[29893.25929:-61.87424:-16.80731] 0.0002805944
0128 028537 -1040.33020:[29893.08179:-61.50257:-16.90310] 0.0002749088
0129 028941 -1040.04998:[29892.90476:-61.13700:-16.99844] 0.0002693581
0130 029343 -1039.77547:[29892.72819:-60.77740:-17.09333] 0.0002639384
0131 029741 -1039.50654:[29892.55212:-60.42363:-17.18777] 0.0002586460
0132 030140 -1039.24305:[29892.37654:-60.07556:-17.28176] 0.0002534774
0133 030541 -1038.98487:[29892.20146:-59.73307:-17.37530] 0.0002484289
0134 030928 -1038.73188:[29892.02690:-59.39605:-17.46840] 0.0002434969
0135 031316 -1038.48396:[29891.85285:-59.06436:-17.56106] 0.0002386782
0136 031702 -1038.24098:[29891.67934:-58.73789:-17.65327] 0.0002339692
0137 032087 -1038.00285:[29891.50636:-58.41654:-17.74504] 0.0002293671
0138 032475 -1037.76943:[29891.33393:-58.10019:-17.83638] 0.0002248685
0139 032861 -1037.54063:[29891.16204:-57.78874:-17.92727] 0.0002204707
0140 033250 -1037.31635:[29890.99071:-57.48209:-18.01774] 0.0002161710
0141 033641 -1037.09647:[29890.81994:-57.18013:-18.10777] 0.0002119667
0142 034019 -1036.88091:[29890.64975:-56.88277:-18.19737] 0.0002078558
0143 034402 -1036.66955:[29890.48012:-56.58991:-18.28654] 0.0002038359
0144 034777 -1036.46232:[29890.31108:-56.30147:-18.37528] 0.0001999046
0145 035157 -1036.25911:[29890.14263:-56.01734:-18.46360] 0.0001960595
0146 035537 -1036.05984:[29889.97477:-55.73745:-18.55148] 0.0001922981
0147 035913 -1035.86442:[29889.80751:-55.46171:-18.63895] 0.0001886180
0148 036294 -1035.67277:[29889.64085:-55.19004:-18.72599] 0.0001850171
0149 036672 -1035.48480:[29889.47481:-54.92235:-18.81262] 0.0001814934
0150 037051 -1035.30044:[29889.30937:-54.65856:-18.89882] 0.0001780449
0151 037428 -1035.11960:[29889.14456:-54.39861:-18.98461] 0.0001746699
0152 037805 -1034.94221:[29888.98037:-54.14241:-19.06998] 0.0001713664
0153 038185 -1034.76821:[29888.81681:-53.88989:-19.15494] 0.0001681327
0154 038564 -1034.59750:[29888.65389:-53.64098:-19.23949] 0.0001649668
0155 038942 -1034.43004:[29888.49160:-53.39562:-19.32363] 0.0001618669
0156 039320 -1034.26574:[29888.32995:-53.15372:-19.40736] 0.0001588314
0157 039699 -1034.10454:[29888.16895:-52.91524:-19.49068] 0.0001558586
0158 040079 -1033.94638:[29888.00861:-52.68010:-19.57360] 0.0001529471
0159 040461 -1033.79118:[29887.84891:-52.44824:-19.65612] 0.0001500958
0160 040844 -1033.63890:[29887.68987:-52.21960:-19.73823] 0.0001473030
0161 041225 -1033.48947:[29887.53150:-51.99412:-19.81994] 0.0001445675
0162 041611 -1033.34283:[29887.37379:-51.77174:-19.90125] 0.0001418879
0163 041988 -1033.19893:[29887.21675:-51.55241:-19.98217] 0.0001392627
0164 042369 -1033.05770:[29887.06039:-51.33607:-20.06268] 0.0001366907
0165 042749 -1032.91909:[29886.90470:-51.12266:-20.14280] 0.0001341706
0166 043128 -1032.78306:[29886.74969:-50.91214:-20.22252] 0.0001317015
0167 043509 -1032.64953:[29886.59537:-50.70445:-20.30185] 0.0001292825
0168 043894 -1032.51848:[29886.44174:-50.49954:-20.38078] 0.0001269124
0169 044274 -1032.38984:[29886.28880:-50.29736:-20.45932] 0.0001245903
0170 044655 -1032.26356:[29886.13656:-50.09787:-20.53747] 0.0001223147
0171 045037 -1032.13960:[29885.98501:-49.90101:-20.61522] 0.0001200845
0172 045416 -1032.01791:[29885.83417:-49.70675:-20.69258] 0.0001178982
0173 045797 -1031.89845:[29885.68404:-49.51503:-20.76955] 0.0001157549
0174 046179 -1031.78117:[29885.53461:-49.32581:-20.84612] 0.0001136537
0175 046561 -1031.66603:[29885.38589:-49.13906:-20.92231] 0.0001115937
0176 046941 -1031.55299:[29885.23788:-48.95473:-20.99811] 0.0001095742
0177 047328 -1031.44200:[29885.09059:-48.77278:-21.07352] 0.0001075941
0178 047706 -1031.33303:[29884.94402:-48.59316:-21.14854] 0.0001056527
0179 048081 -1031.22603:[29884.79817:-48.41584:-21.22317] 0.0001037491
0180 048458 -1031.12096:[29884.65303:-48.24079:-21.29741] 0.0001018824
0181 048840 -1031.01780:[29884.50863:-48.06796:-21.37127] 0.0001000518
0182 049219 -1030.91649:[29884.36494:-47.89732:-21.44474] 0.0000982566
0183 049603 -1030.81701:[29884.22199:-47.72884:-21.51783] 0.0000964960
0184 049980 -1030.71932:[29884.07976:-47.56247:-21.59052] 0.0000947692
0185 050362 -1030.62339:[29883.93827:-47.39818:-21.66284] 0.0000930755
0186 050739 -1030.52917:[29883.79750:-47.23595:-21.73477] 0.0000914144
0187 051121 -1030.43665:[29883.65747:-47.07574:-21.80631] 0.0000897853
0188 051497 -1030.34578:[29883.51817:-46.91751:-21.87747] 0.0000881874
0189 051874 -1030.25653:[29883.37961:-46.76124:-21.94824] 0.0000866201
0190 052254 -1030.16887:[29883.24178:-46.60689:-22.01863] 0.0000850827
0191 052636 -1030.08278:[29883.10469:-46.45444:-22.08863] 0.0000835746
0192 053018 -1029.99821:[29882.96834:-46.30385:-22.15825] 0.0000820952
0193 053398 -1029.91515:[29882.83273:-46.15510:-22.22749] 0.0000806440
0194 053780 -1029.83356:[29882.69785:-46.00816:-22.29634] 0.0000792203
0195 054160 -1029.75341:[29882.56372:-45.86301:-22.36481] 0.0000778234
0196 054541 -1029.67468:[29882.43032:-45.71960:-22.43290] 0.0000764528
0197 054927 -1029.59735:[29882.29766:-45.57793:-22.50060] 0.0000751080
0198 055250 -1029.52138:[29882.16574:-45.43795:-22.56793] 0.0000737884
0199 055554 -1029.44674:[29882.03456:-45.29966:-22.63487] 0.0000724937
0200 055860 -1029.37342:[29881.90412:-45.16301:-22.70143] 0.0000712232
Start evaluating ...
  Columns 1 through 7

    0.0803    0.0956    0.1026    0.1065    0.1084    0.1100    0.1108

  Columns 8 through 10

    0.1119    0.1125    0.1131

    0.0175

Elapsed time is 56062.688942 seconds.
