nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 002112 -398.80445:[4038.02911:-118.87159:-117.96052] 0.0000181194
0036 002187 -398.79796:[4038.05065:-118.87958:-117.94872] 0.0000162895
0037 002259 -398.79199:[4038.06858:-118.88599:-117.93867] 0.0000149532
0038 002336 -398.78639:[4038.08372:-118.89117:-117.92995] 0.0000140640
0039 002409 -398.78097:[4038.09673:-118.89534:-117.92219] 0.0000135764
0040 002483 -398.77561:[4038.10813:-118.89870:-117.91511] 0.0000134426
0041 002558 -398.77018:[4038.11834:-118.90140:-117.90846] 0.0000136131
0042 002627 -398.76458:[4038.12766:-118.90354:-117.90207] 0.0000140417
0043 002690 -398.75873:[4038.13637:-118.90522:-117.89579] 0.0000146829
0044 002756 -398.75255:[4038.14464:-118.90650:-117.88951] 0.0000154985
0045 002820 -398.74598:[4038.15265:-118.90742:-117.88312] 0.0000164625
0046 002883 -398.73899:[4038.16050:-118.90802:-117.87656] 0.0000175516
0047 002946 -398.73151:[4038.16830:-118.90834:-117.86976] 0.0000187352
0048 003013 -398.72355:[4038.17610:-118.90840:-117.86270] 0.0000199738
0049 003076 -398.71509:[4038.18395:-118.90821:-117.85535] 0.0000212275
0050 003138 -398.70613:[4038.19188:-118.90779:-117.84771] 0.0000224684
0051 003203 -398.69669:[4038.19989:-118.90716:-117.83978] 0.0000236836
0052 003265 -398.68677:[4038.20799:-118.90633:-117.83156] 0.0000248699
0053 003328 -398.67639:[4038.21620:-118.90531:-117.82305] 0.0000260267
0054 003393 -398.66557:[4038.22452:-118.90411:-117.81426] 0.0000271537
0055 003453 -398.65431:[4038.23296:-118.90274:-117.80519] 0.0000282493
0056 003515 -398.64262:[4038.24152:-118.90121:-117.79585] 0.0000293102
0057 003576 -398.63053:[4038.25020:-118.89954:-117.78626] 0.0000303300
0058 003639 -398.61805:[4038.25899:-118.89771:-117.77641] 0.0000312994
0059 003699 -398.60522:[4038.26788:-118.89575:-117.76633] 0.0000322076
0060 003758 -398.59204:[4038.27686:-118.89367:-117.75604] 0.0000330453
0061 003816 -398.57857:[4038.28591:-118.89146:-117.74557] 0.0000338073
0062 003872 -398.56482:[4038.29502:-118.88914:-117.73493] 0.0000344948
0063 003928 -398.55082:[4038.30417:-118.88671:-117.72415] 0.0000351131
0064 003984 -398.53661:[4038.31335:-118.88418:-117.71323] 0.0000356693
0065 004042 -398.52219:[4038.32256:-118.88157:-117.70221] 0.0000361699
0066 004098 -398.50760:[4038.33179:-118.87887:-117.69108] 0.0000366176
0067 004155 -398.49285:[4038.34103:-118.87610:-117.67987] 0.0000370100
0068 004212 -398.47797:[4038.35027:-118.87326:-117.66859] 0.0000373404
0069 004269 -398.46299:[4038.35949:-118.87036:-117.65727] 0.0000376021
0070 004325 -398.44793:[4038.36868:-118.86740:-117.64592] 0.0000377936
0071 004382 -398.43282:[4038.37782:-118.86439:-117.63456] 0.0000379201
0072 004439 -398.41768:[4038.38692:-118.86134:-117.62321] 0.0000379910
0073 004497 -398.40254:[4038.39595:-118.85826:-117.61187] 0.0000380140
0074 004554 -398.38740:[4038.40492:-118.85515:-117.60057] 0.0000379965
0075 004611 -398.37228:[4038.41383:-118.85201:-117.58930] 0.0000379476
0076 004667 -398.35719:[4038.42267:-118.84886:-117.57807] 0.0000378745
0077 004724 -398.34214:[4038.43144:-118.84569:-117.56689] 0.0000377812
0078 004780 -398.32714:[4038.44016:-118.84252:-117.55576] 0.0000376700
0079 004821 -398.31218:[4038.44881:-118.83933:-117.54468] 0.0000375413
0080 004854 -398.29729:[4038.45739:-118.83615:-117.53365] 0.0000373944
0081 004887 -398.28246:[4038.46591:-118.83296:-117.52268] 0.0000372293
0082 004933 -398.26770:[4038.47436:-118.82977:-117.51178] 0.0000370478
0083 004996 -398.25303:[4038.48275:-118.82659:-117.50095] 0.0000368529
0084 005055 -398.23843:[4038.49106:-118.82342:-117.49018] 0.0000366488
0085 005114 -398.22392:[4038.49931:-118.82025:-117.47948] 0.0000364388
0086 005163 -398.20950:[4038.50750:-118.81710:-117.46885] 0.0000362248
0087 005197 -398.19516:[4038.51562:-118.81395:-117.45829] 0.0000360063
0088 005227 -398.18091:[4038.52367:-118.81082:-117.44781] 0.0000357829
0089 005258 -398.16675:[4038.53167:-118.80771:-117.43739] 0.0000355547
0090 005288 -398.15269:[4038.53959:-118.80460:-117.42705] 0.0000353215
0091 005318 -398.13872:[4038.54746:-118.80152:-117.41678] 0.0000350824
0092 005348 -398.12485:[4038.55525:-118.79844:-117.40659] 0.0000348374
0093 005378 -398.11108:[4038.56299:-118.79539:-117.39647] 0.0000345869
0094 005408 -398.09741:[4038.57065:-118.79235:-117.38643] 0.0000343316
0095 005438 -398.08385:[4038.57825:-118.78933:-117.37648] 0.0000340719
0096 005468 -398.07039:[4038.58578:-118.78633:-117.36660] 0.0000338086
0097 005498 -398.05704:[4038.59324:-118.78335:-117.35680] 0.0000335428
0098 005528 -398.04379:[4038.60063:-118.78039:-117.34709] 0.0000332745
0099 005558 -398.03066:[4038.60796:-118.77745:-117.33746] 0.0000330018
0100 005588 -398.01763:[4038.61522:-118.77453:-117.32791] 0.0000327226
0101 005634 -398.00472:[4038.62240:-118.77163:-117.31845] 0.0000324408
0102 005664 -397.99192:[4038.62952:-118.76875:-117.30907] 0.0000321649
0103 005695 -397.97922:[4038.63657:-118.76589:-117.29977] 0.0000318961
0104 005724 -397.96663:[4038.64356:-118.76306:-117.29055] 0.0000316298
0105 005754 -397.95415:[4038.65049:-118.76025:-117.28141] 0.0000313620
0106 005784 -397.94178:[4038.65735:-118.75745:-117.27235] 0.0000310910
0107 005813 -397.92952:[4038.66415:-118.75468:-117.26337] 0.0000308162
0108 005844 -397.91736:[4038.67087:-118.75193:-117.25447] 0.0000305402
0109 005874 -397.90532:[4038.67754:-118.74921:-117.24566] 0.0000302711
0110 005904 -397.89338:[4038.68414:-118.74650:-117.23692] 0.0000300144
0111 005934 -397.88153:[4038.69069:-118.74382:-117.22825] 0.0000297676
0112 005963 -397.86979:[4038.69719:-118.74115:-117.21965] 0.0000295238
0113 005993 -397.85814:[4038.70363:-118.73851:-117.21113] 0.0000292789
0114 006023 -397.84658:[4038.71001:-118.73589:-117.20268] 0.0000290328
0115 006052 -397.83513:[4038.71633:-118.73329:-117.19430] 0.0000287880
0116 006081 -397.82377:[4038.72260:-118.73071:-117.18599] 0.0000285467
0117 006109 -397.81251:[4038.72882:-118.72815:-117.17775] 0.0000283099
0118 006137 -397.80134:[4038.73498:-118.72561:-117.16957] 0.0000280774
0119 006166 -397.79027:[4038.74109:-118.72309:-117.16147] 0.0000278473
0120 006194 -397.77928:[4038.74715:-118.72059:-117.15343] 0.0000276148
0121 006223 -397.76839:[4038.75315:-118.71811:-117.14547] 0.0000273754
0122 006251 -397.75760:[4038.75909:-118.71565:-117.13758] 0.0000271295
0123 006280 -397.74691:[4038.76497:-118.71321:-117.12976] 0.0000268808
0124 006308 -397.73632:[4038.77079:-118.71079:-117.12202] 0.0000266312
0125 006337 -397.72582:[4038.77656:-118.70839:-117.11435] 0.0000263800
0126 006365 -397.71543:[4038.78226:-118.70601:-117.10676] 0.0000261274
0127 006393 -397.70514:[4038.78790:-118.70365:-117.09924] 0.0000258752
0128 006421 -397.69495:[4038.79349:-118.70131:-117.09180] 0.0000256261
0129 006449 -397.68485:[4038.79902:-118.69900:-117.08443] 0.0000253841
0130 006477 -397.67485:[4038.80449:-118.69670:-117.07712] 0.0000251533
0131 006505 -397.66494:[4038.80993:-118.69443:-117.06988] 0.0000249338
0132 006533 -397.65511:[4038.81531:-118.69217:-117.06270] 0.0000247196
0133 006560 -397.64536:[4038.82065:-118.68993:-117.05558] 0.0000245038
0134 006588 -397.63570:[4038.82594:-118.68772:-117.04853] 0.0000242847
0135 006614 -397.62614:[4038.83118:-118.68552:-117.04154] 0.0000240612
0136 006641 -397.61666:[4038.83636:-118.68334:-117.03462] 0.0000238313
0137 006667 -397.60728:[4038.84149:-118.68118:-117.02777] 0.0000235965
0138 006693 -397.59799:[4038.84657:-118.67904:-117.02099] 0.0000233579
0139 006719 -397.58880:[4038.85158:-118.67692:-117.01428] 0.0000231157
0140 006746 -397.57971:[4038.85654:-118.67482:-117.00765] 0.0000228704
0141 006772 -397.57071:[4038.86143:-118.67274:-117.00109] 0.0000226246
0142 006799 -397.56181:[4038.86628:-118.67068:-116.99460] 0.0000223832
0143 006825 -397.55301:[4038.87107:-118.66865:-116.98818] 0.0000221509
0144 006851 -397.54429:[4038.87581:-118.66663:-116.98182] 0.0000219284
0145 006878 -397.53566:[4038.88050:-118.66463:-116.97553] 0.0000217134
0146 006904 -397.52711:[4038.88515:-118.66265:-116.96929] 0.0000215046
0147 006930 -397.51864:[4038.88976:-118.66069:-116.96312] 0.0000213014
0148 006957 -397.51025:[4038.89432:-118.65875:-116.95700] 0.0000211020
0149 006983 -397.50194:[4038.89885:-118.65683:-116.95094] 0.0000209041
0150 007010 -397.49371:[4038.90333:-118.65493:-116.94493] 0.0000207064
0151 007036 -397.48556:[4038.90776:-118.65304:-116.93899] 0.0000205094
0152 007062 -397.47748:[4038.91216:-118.65117:-116.93310] 0.0000203141
0153 007089 -397.46949:[4038.91651:-118.64932:-116.92726] 0.0000201182
0154 007115 -397.46157:[4038.92081:-118.64749:-116.92149] 0.0000199159
0155 007141 -397.45374:[4038.92507:-118.64568:-116.91578] 0.0000197066
0156 007168 -397.44599:[4038.92928:-118.64388:-116.91013] 0.0000194954
0157 007194 -397.43833:[4038.93344:-118.64210:-116.90454] 0.0000192845
0158 007220 -397.43075:[4038.93754:-118.64034:-116.89902] 0.0000190732
0159 007247 -397.42325:[4038.94160:-118.63860:-116.89356] 0.0000188619
0160 007273 -397.41584:[4038.94562:-118.63687:-116.88815] 0.0000186529
0161 007300 -397.40851:[4038.94958:-118.63516:-116.88281] 0.0000184484
0162 007326 -397.40125:[4038.95350:-118.63347:-116.87753] 0.0000182485
0163 007353 -397.39408:[4038.95738:-118.63180:-116.87231] 0.0000180518
0164 007380 -397.38698:[4038.96122:-118.63015:-116.86714] 0.0000178588
0165 007408 -397.37996:[4038.96502:-118.62851:-116.86202] 0.0000176715
0166 007435 -397.37301:[4038.96877:-118.62689:-116.85696] 0.0000174909
0167 007469 -397.36613:[4038.97250:-118.62529:-116.85195] 0.0000173166
0168 007500 -397.35931:[4038.97619:-118.62370:-116.84698] 0.0000171472
0169 007540 -397.35257:[4038.97984:-118.62213:-116.84206] 0.0000169812
0170 007593 -397.34588:[4038.98346:-118.62058:-116.83719] 0.0000168164
0171 007637 -397.33927:[4038.98704:-118.61904:-116.83237] 0.0000166504
0172 007668 -397.33272:[4038.99059:-118.61752:-116.82760] 0.0000164825
0173 007698 -397.32624:[4038.99410:-118.61601:-116.82287] 0.0000163151
0174 007763 -397.31982:[4038.99758:-118.61452:-116.81819] 0.0000161529
0175 007826 -397.31346:[4039.00102:-118.61305:-116.81355] 0.0000159993
0176 007893 -397.30716:[4039.00443:-118.61158:-116.80896] 0.0000158540
0177 007954 -397.30092:[4039.00782:-118.61013:-116.80441] 0.0000157131
0178 008018 -397.29473:[4039.01118:-118.60870:-116.79989] 0.0000155720
0179 008082 -397.28860:[4039.01450:-118.60728:-116.79542] 0.0000154283
0180 008146 -397.28253:[4039.01780:-118.60587:-116.79099] 0.0000152822
0181 008208 -397.27652:[4039.02106:-118.60447:-116.78660] 0.0000151354
0182 008272 -397.27056:[4039.02428:-118.60309:-116.78226] 0.0000149884
0183 008338 -397.26467:[4039.02748:-118.60172:-116.77796] 0.0000148407
0184 008399 -397.25883:[4039.03064:-118.60036:-116.77370] 0.0000146922
0185 008463 -397.25305:[4039.03377:-118.59902:-116.76949] 0.0000145456
0186 008530 -397.24733:[4039.03687:-118.59769:-116.76531] 0.0000144046
0187 008598 -397.24166:[4039.03993:-118.59637:-116.76118] 0.0000142691
0188 008660 -397.23605:[4039.04298:-118.59507:-116.75708] 0.0000141354
0189 008729 -397.23049:[4039.04599:-118.59378:-116.75303] 0.0000139996
0190 008799 -397.22498:[4039.04897:-118.59250:-116.74901] 0.0000138601
0191 008867 -397.21953:[4039.05191:-118.59123:-116.74504] 0.0000137176
0192 008929 -397.21414:[4039.05483:-118.58997:-116.74111] 0.0000135728
0193 008992 -397.20881:[4039.05771:-118.58873:-116.73722] 0.0000134256
0194 009062 -397.20354:[4039.06056:-118.58750:-116.73338] 0.0000132751
0195 009130 -397.19832:[4039.06336:-118.58629:-116.72958] 0.0000131210
0196 009194 -397.19317:[4039.06614:-118.58508:-116.72583] 0.0000129643
0197 009260 -397.18809:[4039.06887:-118.58389:-116.72213] 0.0000128065
0198 009323 -397.18306:[4039.07157:-118.58271:-116.71847] 0.0000126500
0199 009387 -397.17810:[4039.07424:-118.58155:-116.71486] 0.0000124996
0200 009456 -397.17319:[4039.07688:-118.58040:-116.71128] 0.0000123621
Start evaluating ...
  Columns 1 through 7

    0.0022    0.0035    0.0044    0.0053    0.0063    0.0069    0.0075

  Columns 8 through 10

    0.0079    0.0084    0.0087

    0.0010

Elapsed time is 9599.351617 seconds.
