nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
                             February 11, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Academic License

Start learning ...
Init data [Dtype: delicious - Dspec: sp1/2550]
Init social model
Using adagrad ...
Could not use CUDA
Params [lbd-U: 0.0100|lbd-V: 1.0000|lbd-N: 0.0100|lbd-Q: 0.1000]
Staring Sample 1 - Loc: save/ctr/delicious-alg80-sp1-cold20170221214430089 
CTR(chongwang) Running ...

iter time likelihood:[r:u:v] converge
0001 000082 -13038.50000:[0.00000:0.00000:0.00000] 1.0000000000
0002 000162 -2122.36546:[24099.82895:-1030.49928:-183.31603] 0.8372231882
0003 000242 -1877.47304:[24140.19503:-816.27907:-185.56582] 0.1153865462
0004 000335 -1765.00699:[24153.03712:-721.66029:-184.30933] 0.0599028827
0005 000428 -1681.80409:[24153.63735:-651.39571:-181.04939] 0.0471402693
0006 000522 -1616.64709:[24147.36229:-597.61384:-177.98727] 0.0387423222
0007 000603 -1566.63051:[24135.90787:-554.71803:-179.35834] 0.0309384655
0008 000682 -1529.33403:[24122.34501:-518.76750:-184.40802] 0.0238068174
0009 000761 -1500.59182:[24108.77591:-488.04453:-190.46151] 0.0187939358
0010 000840 -1477.70754:[24095.49494:-461.90470:-196.54087] 0.0152501676
0011 000920 -1459.22012:[24082.51226:-439.68761:-202.42885] 0.0125108831
0012 000999 -1444.15330:[24069.92298:-420.71560:-208.06948] 0.0103252537
0013 001078 -1431.78851:[24057.83186:-404.41146:-213.44102] 0.0085619668
0014 001157 -1421.58075:[24046.31577:-390.31411:-218.53229] 0.0071293743
0015 001236 -1413.10977:[24035.42175:-378.05869:-223.33802] 0.0059588426
0016 001315 -1406.04733:[24025.17323:-367.35435:-227.85744] 0.0049978059
0017 001395 -1400.13427:[24015.57634:-357.96660:-232.09351] 0.0042054450
0018 001474 -1395.16419:[24006.62474:-349.70427:-236.05217] 0.0035497156
0019 001553 -1390.97140:[23998.30323:-342.40990:-239.74172] 0.0030052306
0020 001632 -1387.42203:[23990.59039:-335.95263:-243.17221] 0.0025517243
0021 001711 -1384.40727:[23983.46057:-330.22277:-246.35494] 0.0021729195
0022 001790 -1381.83827:[23976.88536:-325.12770:-249.30206] 0.0018556711
0023 001870 -1379.64210:[23970.83474:-320.58870:-252.02617] 0.0015893077
0024 001952 -1377.75871:[23965.27792:-316.53846:-254.54009] 0.0013651261
0025 002031 -1376.13847:[23960.18401:-312.91909:-256.85665] 0.0011760027
0026 002110 -1374.74019:[23955.52248:-309.68059:-258.98847] 0.0010160898
0027 002189 -1373.52963:[23951.26352:-306.77956:-260.94787] 0.0008805732
0028 002268 -1372.47822:[23947.37836:-304.17816:-262.74675] 0.0007654755
0029 002347 -1371.56209:[23943.83937:-301.84332:-264.39654] 0.0006675023
0030 002426 -1370.76120:[23940.62024:-299.74600:-265.90812] 0.0005839254
0031 002506 -1370.05870:[23937.69608:-297.86067:-267.29180] 0.0005124905
0032 002585 -1369.44034:[23935.04342:-296.16476:-268.55727] 0.0004513367
0033 002664 -1368.89404:[23932.64031:-294.63834:-269.71358] 0.0003989204
